Year,Multi_short,ODA,Share,Full Name,Donor
2019,ADF,0.16,0.0%,african development fund,Belgium
2020,ADF,0.78,0.0%,african development fund,Belgium
2021,ADF,0.8,0.0%,african development fund,Belgium
2022,ADF,0.86,0.0%,african development fund,Belgium
2023,ADF,0.58,0.0%,african development fund,Belgium
2020,AIIB,1.59,1.0%,asian infrastructure investment bank,Belgium
2021,AIIB,1.62,1.0%,asian infrastructure investment bank,Belgium
2022,AIIB,1.78,1.0%,asian infrastructure investment bank,Belgium
2023,AIIB,1.0,0.0%,asian infrastructure investment bank,Belgium
2019,AfDB,0.02,0.0%,african development bank,Belgium
2021,AfDB,0.0,0.0%,african development bank,Belgium
2019,EC-DSB,13.85,7.000000000000001%,european commission development share of budget,Belgium
2020,EC-DSB,13.98,6.0%,european commission development share of budget,Belgium
2021,EC-DSB,30.92,12.0%,european commission development share of budget,Belgium
2022,EC-DSB,54.8,20.0%,european commission development share of budget,Belgium
2023,EC-DSB,57.92,22.0%,european commission development share of budget,Belgium
2019,EC-EDF,13.18,6.0%,european commission european development fund,Belgium
2020,EC-EDF,12.14,6.0%,european commission european development fund,Belgium
2021,EC-EDF,7.74,3.0%,european commission european development fund,Belgium
2022,EC-EDF,2.73,1.0%,european commission european development fund,Belgium
2023,EC-EDF,0.61,0.0%,european commission european development fund,Belgium
2019,EIB,0.29,0.0%,european investment bank,Belgium
2020,EIB,0.27,0.0%,european investment bank,Belgium
2021,EIB,0.86,0.0%,european investment bank,Belgium
2022,EIB,0.72,0.0%,european investment bank,Belgium
2023,EIB,0.7,0.0%,european investment bank,Belgium
2020,FAO,0.18,0.0%,food and agricultural organisation,Belgium
2021,FAO,0.28,0.0%,food and agricultural organisation,Belgium
2022,FAO,0.14,0.0%,food and agricultural organisation,Belgium
2023,FAO,0.17,0.0%,food and agricultural organisation,Belgium
2022,GAVI,3.23,1.0%,global alliance for vaccines and immunization,Belgium
2022,GCF,0.0,0.0%,green climate fund,Belgium
2023,GCF,0.0,0.0%,green climate fund,Belgium
2019,GEF-TF,0.01,0.0%,global environment facility trust fund,Belgium
2020,GEF-TF,0.08,0.0%,global environment facility trust fund,Belgium
2021,GEF-TF,0.36,0.0%,global environment facility trust fund,Belgium
2022,GEF-TF,0.62,0.0%,global environment facility trust fund,Belgium
2023,GEF-TF,0.31,0.0%,global environment facility trust fund,Belgium
2019,GFATM,18.72,9.0%,global fund to fight aids tuberculosis and malaria,Belgium
2020,GFATM,18.43,8.0%,global fund to fight aids tuberculosis and malaria,Belgium
2021,GFATM,17.86,7.000000000000001%,global fund to fight aids tuberculosis and malaria,Belgium
2022,GFATM,16.87,6.0%,global fund to fight aids tuberculosis and malaria,Belgium
2023,GFATM,16.22,6.0%,global fund to fight aids tuberculosis and malaria,Belgium
2020,IBRD,1.44,1.0%,international bank for reconstruction and development,Belgium
2021,IBRD,0.05,0.0%,international bank for reconstruction and development,Belgium
2022,IBRD,3.14,1.0%,international bank for reconstruction and development,Belgium
2023,IBRD,2.58,1.0%,international bank for reconstruction and development,Belgium
2019,IDA,17.98,9.0%,international development association,Belgium
2020,IDA,21.67,10.0%,international development association,Belgium
2021,IDA,21.12,8.0%,international development association,Belgium
2022,IDA,29.26,11.0%,international development association,Belgium
2023,IDA,36.72,14.000000000000002%,international development association,Belgium
2022,IFC,0.03,0.0%,international finance corporation,Belgium
2023,IFC,0.02,0.0%,international finance corporation,Belgium
2019,UN,0.01,0.0%,united nations,Belgium
2020,UN,0.01,0.0%,united nations,Belgium
2021,UN,0.02,0.0%,united nations,Belgium
2022,UN,0.06,0.0%,united nations,Belgium
2023,UN,0.1,0.0%,united nations,Belgium
2019,UNAIDS,2.41,1.0%,joint united nations programme on hiv aids,Belgium
2020,UNAIDS,1.54,1.0%,joint united nations programme on hiv aids,Belgium
2021,UNAIDS,0.16,0.0%,joint united nations programme on hiv aids,Belgium
2023,UNAIDS,1.08,0.0%,joint united nations programme on hiv aids,Belgium
2019,UNDP,0.17,0.0%,united nations development programme,Belgium
2020,UNDP,0.31,0.0%,united nations development programme,Belgium
2021,UNDP,0.44,0.0%,united nations development programme,Belgium
2022,UNDP,0.42,0.0%,united nations development programme,Belgium
2023,UNDP,0.36,0.0%,united nations development programme,Belgium
2019,UNFPA,4.13,2.0%,united nations population fund,Belgium
2020,UNFPA,3.29,1.0%,united nations population fund,Belgium
2021,UNFPA,3.09,1.0%,united nations population fund,Belgium
2022,UNFPA,4.73,2.0%,united nations population fund,Belgium
2023,UNFPA,5.96,2.0%,united nations population fund,Belgium
2019,UNRWA,1.24,1.0%,united nations relief and works agency for palestine refugees in the near east,Belgium
2020,UNRWA,1.17,1.0%,united nations relief and works agency for palestine refugees in the near east,Belgium
2021,UNRWA,1.3,1.0%,united nations relief and works agency for palestine refugees in the near east,Belgium
2022,UNRWA,1.22,0.0%,united nations relief and works agency for palestine refugees in the near east,Belgium
2023,UNRWA,1.44,1.0%,united nations relief and works agency for palestine refugees in the near east,Belgium
2019,WFP,0.16,0.0%,world food programme,Belgium
2020,WFP,0.1,0.0%,world food programme,Belgium
2021,WFP,0.11,0.0%,world food programme,Belgium
2022,WFP,0.12,0.0%,world food programme,Belgium
2023,WFP,0.12,0.0%,world food programme,Belgium
2019,WHO-AC,2.92,1.0%,world health organisation assessed contributions,Belgium
2021,WHO-AC,6.06,2.0%,world health organisation assessed contributions,Belgium
2022,WHO-AC,2.35,1.0%,world health organisation assessed contributions,Belgium
2023,WHO-AC,5.57,2.0%,world health organisation assessed contributions,Belgium
2019,WHO-CVCA,3.64,2.0%,world health organisation core voluntary contributions account,Belgium
2020,WHO-CVCA,7.22,3.0%,world health organisation core voluntary contributions account,Belgium
2022,WHO-CVCA,3.66,1.0%,world health organisation core voluntary contributions account,Belgium
2019,,3.0,1.0%,united nations children’s fund,Belgium
2020,,2.92,1.0%,united nations children’s fund,Belgium
2021,,2.93,1.0%,united nations children’s fund,Belgium
2022,,2.57,1.0%,united nations children’s fund,Belgium
2023,,2.25,1.0%,united nations children’s fund,Belgium
