"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","IDA","0.5","7.5%","international development association","Iceland"
"2019","IDA","0.3","3.4%","international development association","Iceland"
"2020","IDA","0.2","3.2%","international development association","Iceland"
"2021","IDA","0.3","3%","international development association","Iceland"
"2022","IDA","0.5","4.7%","international development association","Iceland"
"2018","UNRWA","0.1","2%","united nations relief and works agency for palestine refugees in the near east","Iceland"
"2019","UNRWA","0.1","1.6%","united nations relief and works agency for palestine refugees in the near east","Iceland"
"2020","UNRWA","0.1","1.6%","united nations relief and works agency for palestine refugees in the near east","Iceland"
"2021","UNRWA","0.1","1.3%","united nations relief and works agency for palestine refugees in the near east","Iceland"
"2022","UNRWA","0.2","1.3%","united nations relief and works agency for palestine refugees in the near east","Iceland"
"2018","UNICEF","0.1","1%","united nations childrenâ€™s fund","Iceland"
"2019","UNICEF","0.1","0.9%","united nations childrenâ€™s fund","Iceland"
"2020","UNICEF","0.1","0.9%","united nations childrenâ€™s fund","Iceland"
"2021","UNICEF","0.1","0.8%","united nations childrenâ€™s fund","Iceland"
"2022","UNICEF","0.1","0.7%","united nations childrenâ€™s fund","Iceland"
"2018","IBRD","NA","NA%","international bank for reconstruction and development","Iceland"
"2019","IBRD","NA","NA%","international bank for reconstruction and development","Iceland"
"2020","IBRD","0.1","1.2%","international bank for reconstruction and development","Iceland"
"2021","IBRD","0","0.5%","international bank for reconstruction and development","Iceland"
"2022","IBRD","0","0.3%","international bank for reconstruction and development","Iceland"
"2018","UNDP","0","0%","united nations development programme","Iceland"
"2019","UNDP","0","0%","united nations development programme","Iceland"
"2020","UNDP","0","0%","united nations development programme","Iceland"
"2021","UNDP","0","0%","united nations development programme","Iceland"
"2022","UNDP","0","0%","united nations development programme","Iceland"
"2018","Adaptation Fund","NA","NA%","adaptation fund","Iceland"
"2019","Adaptation Fund","NA","NA%","adaptation fund","Iceland"
"2020","Adaptation Fund","NA","NA%","adaptation fund","Iceland"
"2021","Adaptation Fund","0","0%","adaptation fund","Iceland"
"2022","Adaptation Fund","0","0%","adaptation fund","Iceland"
"2018","FAO","NA","NA%","food and agricultural organisation","Iceland"
"2019","FAO","0","0%","food and agricultural organisation","Iceland"
"2020","FAO","0","0%","food and agricultural organisation","Iceland"
"2021","FAO","0","0%","food and agricultural organisation","Iceland"
"2022","FAO","0","0%","food and agricultural organisation","Iceland"
"2018","WFP","0","0.3%","world food programme","Iceland"
"2019","WFP","0","0.1%","world food programme","Iceland"
"2020","WFP","NA","NA%","world food programme","Iceland"
"2021","WFP","NA","NA%","world food programme","Iceland"
"2022","WFP","NA","NA%","world food programme","Iceland"
"2018","IFC","NA","NA%","international finance corporation","Iceland"
"2019","IFC","NA","NA%","international finance corporation","Iceland"
"2020","IFC","NA","NA%","international finance corporation","Iceland"
"2021","IFC","0","0%","international finance corporation","Iceland"
"2022","IFC","NA","NA%","international finance corporation","Iceland"
