"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","4.5","92.6%","european commission development share of budget","Luxembourg"
"2019","EC - Development Share of Budget","4.2","86.4%","european commission development share of budget","Luxembourg"
"2020","EC - Development Share of Budget","4.2","92.5%","european commission development share of budget","Luxembourg"
"2021","EC - Development Share of Budget","3.1","67.4%","european commission development share of budget","Luxembourg"
"2022","EC - Development Share of Budget","4.2","54.4%","european commission development share of budget","Luxembourg"
"2018","IDA","3","61.6%","international development association","Luxembourg"
"2019","IDA","3.4","70.7%","international development association","Luxembourg"
"2020","IDA","2.6","57.1%","international development association","Luxembourg"
"2021","IDA","2.6","55.6%","international development association","Luxembourg"
"2022","IDA","2.3","29.5%","international development association","Luxembourg"
"2018","IFC","NA","NA%","international finance corporation","Luxembourg"
"2019","IFC","NA","NA%","international finance corporation","Luxembourg"
"2020","IFC","0","0%","international finance corporation","Luxembourg"
"2021","IFC","0","0%","international finance corporation","Luxembourg"
"2022","IFC","0.8","10%","international finance corporation","Luxembourg"
"2018","African Development Fund","0.5","11.1%","african development fund","Luxembourg"
"2019","African Development Fund","0.7","14.1%","african development fund","Luxembourg"
"2020","African Development Fund","0.6","12.9%","african development fund","Luxembourg"
"2021","African Development Fund","0.6","12.1%","african development fund","Luxembourg"
"2022","African Development Fund","0.3","3.8%","african development fund","Luxembourg"
"2018","AfDB","NA","NA%","african development bank","Luxembourg"
"2019","AfDB","0.1","2.2%","african development bank","Luxembourg"
"2020","AfDB","NA","NA%","african development bank","Luxembourg"
"2021","AfDB","NA","NA%","african development bank","Luxembourg"
"2022","AfDB","0.2","2.6%","african development bank","Luxembourg"
"2018","FAO","0.2","3.9%","food and agricultural organisation","Luxembourg"
"2019","FAO","0.2","4.1%","food and agricultural organisation","Luxembourg"
"2020","FAO","0.2","4.4%","food and agricultural organisation","Luxembourg"
"2021","FAO","0.2","3.8%","food and agricultural organisation","Luxembourg"
"2022","FAO","0.2","2.1%","food and agricultural organisation","Luxembourg"
"2018","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","Luxembourg"
"2019","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","Luxembourg"
"2020","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","Luxembourg"
"2021","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","Luxembourg"
"2022","WHO - core voluntary contributions","0.1","1.4%","world health organisation core voluntary contributions account","Luxembourg"
"2018","UNDP","0","0.1%","united nations development programme","Luxembourg"
"2019","UNDP","0","0.3%","united nations development programme","Luxembourg"
"2020","UNDP","0","0.5%","united nations development programme","Luxembourg"
"2021","UNDP","0","0.7%","united nations development programme","Luxembourg"
"2022","UNDP","0.1","0.7%","united nations development programme","Luxembourg"
"2018","EIB","0","0.6%","european investment bank","Luxembourg"
"2019","EIB","0","0.8%","european investment bank","Luxembourg"
"2020","EIB","0.1","1.5%","european investment bank","Luxembourg"
"2021","EIB","0","0.8%","european investment bank","Luxembourg"
"2022","EIB","0","0.6%","european investment bank","Luxembourg"
"2018","UNICEF","0","0%","united nations childrenâ€™s fund","Luxembourg"
"2019","UNICEF","0","0%","united nations childrenâ€™s fund","Luxembourg"
"2020","UNICEF","0","0%","united nations childrenâ€™s fund","Luxembourg"
"2021","UNICEF","0","0.1%","united nations childrenâ€™s fund","Luxembourg"
"2022","UNICEF","0","0.2%","united nations childrenâ€™s fund","Luxembourg"
"2018","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Luxembourg"
"2019","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Luxembourg"
"2020","WHO - assessed contributions","0","0.4%","world health organisation assessed contributions","Luxembourg"
"2021","WHO - assessed contributions","0","0.9%","world health organisation assessed contributions","Luxembourg"
"2022","WHO - assessed contributions","0","0%","world health organisation assessed contributions","Luxembourg"
"2018","UN","NA","NA%","united nations","Luxembourg"
"2019","UN","NA","NA%","united nations","Luxembourg"
"2020","UN","NA","NA%","united nations","Luxembourg"
"2021","UN","NA","NA%","united nations","Luxembourg"
"2022","UN","0","0%","united nations","Luxembourg"
"2018","UNIDO","NA","NA%","united nations industrial development organisation","Luxembourg"
"2019","UNIDO","NA","NA%","united nations industrial development organisation","Luxembourg"
"2020","UNIDO","0","0%","united nations industrial development organisation","Luxembourg"
"2021","UNIDO","0","0%","united nations industrial development organisation","Luxembourg"
"2022","UNIDO","0","0%","united nations industrial development organisation","Luxembourg"
"2018","ADB","0.1","1.4%","asian development bank","Luxembourg"
"2019","ADB","0.1","1.4%","asian development bank","Luxembourg"
"2020","ADB","NA","NA%","asian development bank","Luxembourg"
"2021","ADB","NA","NA%","asian development bank","Luxembourg"
"2022","ADB","NA","NA%","asian development bank","Luxembourg"
"2018","EBRD","NA","NA%","european bank for reconstruction and development","Luxembourg"
"2019","EBRD","NA","NA%","european bank for reconstruction and development","Luxembourg"
"2020","EBRD","0.1","2.5%","european bank for reconstruction and development","Luxembourg"
"2021","EBRD","0.1","2.2%","european bank for reconstruction and development","Luxembourg"
"2022","EBRD","NA","NA%","european bank for reconstruction and development","Luxembourg"
"2018","GEF-Least Developed Countries Fund","0.1","2.5%","global environment facility least developed countries fund","Luxembourg"
"2019","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Luxembourg"
"2020","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Luxembourg"
"2021","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Luxembourg"
"2022","GEF-Least Developed Countries Fund","NA","NA%","global environment facility least developed countries fund","Luxembourg"
"2018","IBRD","0.1","3%","international bank for reconstruction and development","Luxembourg"
"2019","IBRD","NA","NA%","international bank for reconstruction and development","Luxembourg"
"2020","IBRD","NA","NA%","international bank for reconstruction and development","Luxembourg"
"2021","IBRD","NA","NA%","international bank for reconstruction and development","Luxembourg"
"2022","IBRD","NA","NA%","international bank for reconstruction and development","Luxembourg"
"2018",NA,"0","0%","international labour organisation regular budget supplementary account","Luxembourg"
"2019",NA,"0","0%","international labour organisation regular budget supplementary account","Luxembourg"
"2020",NA,"0","0%","international labour organisation regular budget supplementary account","Luxembourg"
"2021",NA,"0","0%","international labour organisation regular budget supplementary account","Luxembourg"
