year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,COVID-19 control,10.96,95.9%,Lithuania
2023,Medical services,0.29,2.5%,Lithuania
2023,Basic health care,0.1,0.8%,Lithuania
2023,Health policy and administrative management,0.04,0.4%,Lithuania
2023,Medical education/training,0.03,0.3%,Lithuania
2022,COVID-19 control,2.53,96.0%,Lithuania
2022,Promotion of mental health and well-being,0.05,1.7%,Lithuania
2022,Medical education/training,0.03,1.3%,Lithuania
2022,Health policy and administrative management,0.02,0.8%,Lithuania
2022,Tobacco use control,0.0,0.2%,Lithuania
2021,COVID-19 control,4.36,96.4%,Lithuania
2021,Promotion of mental health and well-being,0.09,2.1%,Lithuania
2021,Other prevention and treatment of NCDs,0.02,0.4%,Lithuania
2021,Medical education/training,0.02,0.5%,Lithuania
2021,Health personnel development,0.01,0.3%,Lithuania
2021,Control of harmful use of alcohol and drugs,0.01,0.3%,Lithuania
2020,COVID-19 control,0.21,74.7%,Lithuania
2020,Medical education/training,0.06,20.1%,Lithuania
2020,Health policy and administrative management,0.01,5.0%,Lithuania
2020,Research for prevention and control of NCDs,0.0,0.3%,Lithuania
2020,Other prevention and treatment of NCDs,0.0,0.0%,Lithuania
2019,Promotion of mental health and well-being,0.1,75.7%,Lithuania
2019,Medical research,0.01,6.4%,Lithuania
2019,Health policy and administrative management,0.01,7.3%,Lithuania
2019,Medical education/training,0.01,7.4%,Lithuania
2019,Tobacco use control,0.0,3.2%,Lithuania
