"Year","Sector","Bilateral ODA for","Share","Donor"
2018,"Education policy and administrative management",0.357435,"0%","Austria"
2019,"Education policy and administrative management",0.915194,"1%","Austria"
2020,"Education policy and administrative management",0.472477,"0%","Austria"
2021,"Education policy and administrative management",1.188929,"1%","Austria"
2022,"Education policy and administrative management",1.34607,"1%","Austria"
2018,"Education facilities and training",1.25056,"1%","Austria"
2019,"Education facilities and training",3.069481,"2%","Austria"
2020,"Education facilities and training",1.006844,"1%","Austria"
2021,"Education facilities and training",0.566713,"0%","Austria"
2022,"Education facilities and training",1.775651,"1%","Austria"
2018,"Teacher training",0.813607,"0%","Austria"
2019,"Teacher training",0.932899,"1%","Austria"
2020,"Teacher training",0.645539,"0%","Austria"
2021,"Teacher training",0.694721,"0%","Austria"
2022,"Teacher training",0.692589,"0%","Austria"
2018,"Educational research",0.085472,"0%","Austria"
2019,"Educational research",0.005563,"0%","Austria"
2021,"Educational research",0.086057,"0%","Austria"
2022,"Educational research",0.02831,"0%","Austria"
2018,"Primary education",1.801183,"1%","Austria"
2019,"Primary education",1.958279,"1%","Austria"
2020,"Primary education",2.323686,"1%","Austria"
2021,"Primary education",0.088729,"0%","Austria"
2022,"Primary education",0.269813,"0%","Austria"
2018,"Basic life skills for adults",0.708569,"0%","Austria"
2019,"Basic life skills for adults",1.006095,"1%","Austria"
2020,"Basic life skills for adults",0.072576,"0%","Austria"
2021,"Basic life skills for adults",0.237715,"0%","Austria"
2022,"Basic life skills for adults",0.259278,"0%","Austria"
2020,"Basic life skills for youth",0.089379,"0%","Austria"
2021,"Basic life skills for youth",0.874999,"0%","Austria"
2022,"Basic life skills for youth",0.684784,"0%","Austria"
2021,"Primary education equivalent for adults",2.679948,"1%","Austria"
2022,"Primary education equivalent for adults",2.963232,"2%","Austria"
2018,"Early childhood education",0.003138,"0%","Austria"
2019,"Early childhood education",0.111627,"0%","Austria"
2020,"Early childhood education",0.033756,"0%","Austria"
2021,"Early childhood education",0.072729,"0%","Austria"
2022,"Early childhood education",0.020404,"0%","Austria"
2018,"Upper Secondary Education (modified and includes data from 11322)",11.299375,"7%","Austria"
2019,"Upper Secondary Education (modified and includes data from 11322)",11.641105,"7%","Austria"
2020,"Upper Secondary Education (modified and includes data from 11322)",18.370349,"11%","Austria"
2021,"Upper Secondary Education (modified and includes data from 11322)",10.376754,"6%","Austria"
2022,"Upper Secondary Education (modified and includes data from 11322)",9.897784,"5%","Austria"
2018,"Vocational training",7.862754,"5%","Austria"
2019,"Vocational training",8.375288,"5%","Austria"
2020,"Vocational training",7.370861,"4%","Austria"
2021,"Vocational training",9.829737,"5%","Austria"
2022,"Vocational training",6.275813,"3%","Austria"
2018,"Higher education",145.321564,"85%","Austria"
2019,"Higher education",148.167489,"84%","Austria"
2020,"Higher education",142.696945,"82%","Austria"
2021,"Higher education",160.639297,"86%","Austria"
2022,"Higher education",171.267288,"88%","Austria"
2018,"Advanced technical and managerial training",0.713059,"0%","Austria"
2019,"Advanced technical and managerial training",0.166181,"0%","Austria"
2020,"Advanced technical and managerial training",0.320379,"0%","Austria"
2021,"Advanced technical and managerial training",0.144509,"0%","Austria"
2022,"Advanced technical and managerial training",0.096933,"0%","Austria"
2018,"School feeding",0.002482,"0%","Austria"
2019,"School feeding",0.003554,"0%","Austria"
2020,"School feeding",0.001802,"0%","Austria"
2021,"School feeding",0.001271,"0%","Austria"
2022,"School feeding",0.061438,"0%","Austria"
2021,"Lower secondary education",0.15492,"0%","Austria"
2022,"Lower secondary education",0.002267,"0%","Austria"
