year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Forestry policy and administrative management,0.25,39.1%,Slovenia
2023,Agricultural education/training,0.21,32.5%,Slovenia
2023,Forestry development,0.12,18.5%,Slovenia
2023,Agricultural development,0.04,6.7%,Slovenia
2023,Forestry education/training,0.01,2.3%,Slovenia
2023,Agricultural policy and administrative management,0.01,1.0%,Slovenia
2022,Forestry development,0.21,47.4%,Slovenia
2022,Forestry policy and administrative management,0.17,37.6%,Slovenia
2022,Agricultural development,0.06,13.2%,Slovenia
2022,Agricultural policy and administrative management,0.01,1.8%,Slovenia
2021,Forestry policy and administrative management,0.2,66.3%,Slovenia
2021,Agricultural development,0.06,19.0%,Slovenia
2021,Agricultural policy and administrative management,0.04,14.7%,Slovenia
2020,Forestry policy and administrative management,0.11,58.5%,Slovenia
2020,Agricultural development,0.05,24.7%,Slovenia
2020,Agricultural policy and administrative management,0.03,16.8%,Slovenia
2020,Agricultural land resources,0.0,0.0%,Slovenia
2019,Forestry policy and administrative management,0.26,82.5%,Slovenia
2019,Agricultural policy and administrative management,0.06,17.5%,Slovenia
