year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Agricultural research,174.2,41.6%,France
2023,Agricultural development,73.84,17.6%,France
2023,Rural development,64.49,15.4%,France
2023,Agricultural education/training,20.17,4.8%,France
2023,Agricultural water resources,19.22,4.6%,France
2023,Food crop production,17.37,4.1%,France
2023,Livestock,10.67,2.5%,France
2023,Agricultural services,6.94,1.7%,France
2023,Agricultural policy and administrative management,5.93,1.4%,France
2023,Plant and post-harvest protection and pest control,4.77,1.1%,France
2023,Agricultural alternative development,4.59,1.1%,France
2023,Fuelwood/charcoal,4.09,1.0%,France
2023,Fishery development,4.08,1.0%,France
2023,Agricultural co-operatives,2.44,0.6%,France
2023,Fishing policy and administrative management,1.85,0.4%,France
2023,Agricultural land resources,1.16,0.3%,France
2023,Forestry policy and administrative management,0.93,0.2%,France
2023,Livestock/veterinary services,0.88,0.2%,France
2023,Fishery research,0.5,0.1%,France
2023,Forestry development,0.41,0.1%,France
2023,Fishery services,0.15,0.0%,France
2023,Agrarian reform,0.07,0.0%,France
2023,Agricultural extension,0.05,0.0%,France
2023,Forestry education/training,0.02,0.0%,France
2023,Fishery education/training,0.01,0.0%,France
2023,Agricultural inputs,0.0,0.0%,France
2023,Agricultural financial services,0.0,0.0%,France
2023,Industrial crops/export crops,,,France
2022,Agricultural research,181.33,30.7%,France
2022,Agricultural development,148.04,25.1%,France
2022,Rural development,141.12,23.9%,France
2022,Agricultural water resources,24.3,4.1%,France
2022,Food crop production,22.71,3.8%,France
2022,Livestock,20.71,3.5%,France
2022,Industrial crops/export crops,12.34,2.1%,France
2022,Agricultural services,7.06,1.2%,France
2022,Fuelwood/charcoal,5.78,1.0%,France
2022,Agricultural alternative development,5.06,0.9%,France
2022,Agricultural policy and administrative management,4.55,0.8%,France
2022,Forestry policy and administrative management,3.78,0.6%,France
2022,Agricultural education/training,2.87,0.5%,France
2022,Fishery development,2.46,0.4%,France
2022,Agricultural inputs,2.33,0.4%,France
2022,Plant and post-harvest protection and pest control,1.65,0.3%,France
2022,Agricultural land resources,1.35,0.2%,France
2022,Agricultural financial services,1.03,0.2%,France
2022,Agricultural co-operatives,0.85,0.1%,France
2022,Fishery services,0.43,0.1%,France
2022,Agrarian reform,0.4,0.1%,France
2022,Forestry development,0.31,0.1%,France
2022,Livestock/veterinary services,0.07,0.0%,France
2022,Agricultural extension,0.02,0.0%,France
2022,Forestry education/training,0.01,0.0%,France
2022,Fishing policy and administrative management,,,France
2022,Fishery research,,,France
2021,Agricultural development,201.79,27.0%,France
2021,Rural development,170.41,22.8%,France
2021,Agricultural research,162.93,21.8%,France
2021,Agricultural services,57.43,7.7%,France
2021,Food crop production,52.71,7.1%,France
2021,Agricultural water resources,45.48,6.1%,France
2021,Livestock,18.35,2.5%,France
2021,Agricultural policy and administrative management,9.91,1.3%,France
2021,Fishery development,4.56,0.6%,France
2021,Plant and post-harvest protection and pest control,3.81,0.5%,France
2021,Forestry policy and administrative management,3.76,0.5%,France
2021,Agricultural inputs,3.08,0.4%,France
2021,Agricultural education/training,2.51,0.3%,France
2021,Agricultural alternative development,2.3,0.3%,France
2021,Agricultural co-operatives,2.18,0.3%,France
2021,Agricultural financial services,1.88,0.3%,France
2021,Industrial crops/export crops,0.84,0.1%,France
2021,Agricultural land resources,0.57,0.1%,France
2021,Fishery services,0.5,0.1%,France
2021,Fuelwood/charcoal,0.49,0.1%,France
2021,Livestock/veterinary services,0.45,0.1%,France
2021,Forestry development,0.41,0.1%,France
2021,Fishing policy and administrative management,0.25,0.0%,France
2021,Fishery research,0.23,0.0%,France
2021,Agrarian reform,0.18,0.0%,France
2021,Forestry services,0.13,0.0%,France
2021,Fishery education/training,0.09,0.0%,France
2021,Forestry education/training,0.0,0.0%,France
2020,Agricultural development,377.09,40.1%,France
2020,Agricultural research,157.11,16.7%,France
2020,Rural development,137.9,14.7%,France
2020,Forestry policy and administrative management,89.92,9.6%,France
2020,Food crop production,53.18,5.7%,France
2020,Agricultural financial services,40.06,4.3%,France
2020,Agricultural water resources,22.37,2.4%,France
2020,Agricultural inputs,17.86,1.9%,France
2020,Livestock,11.03,1.2%,France
2020,Agricultural services,6.36,0.7%,France
2020,Agricultural alternative development,5.95,0.6%,France
2020,Agricultural policy and administrative management,4.47,0.5%,France
2020,Fishery development,3.7,0.4%,France
2020,Agricultural education/training,2.29,0.2%,France
2020,Livestock/veterinary services,1.97,0.2%,France
2020,Agricultural co-operatives,1.76,0.2%,France
2020,Agricultural land resources,1.68,0.2%,France
2020,Forestry development,1.59,0.2%,France
2020,Fuelwood/charcoal,1.06,0.1%,France
2020,Industrial crops/export crops,1.02,0.1%,France
2020,Forestry research,0.57,0.1%,France
2020,Fishing policy and administrative management,0.42,0.0%,France
2020,Fishery services,0.32,0.0%,France
2020,Agricultural extension,0.22,0.0%,France
2020,Agrarian reform,0.08,0.0%,France
2020,Fishery education/training,0.02,0.0%,France
2020,Forestry education/training,0.0,0.0%,France
2020,Plant and post-harvest protection and pest control,,,France
2020,Fishery research,,,France
2019,Agricultural research,157.99,26.1%,France
2019,Rural development,121.04,20.0%,France
2019,Forestry policy and administrative management,93.08,15.4%,France
2019,Agricultural development,63.75,10.5%,France
2019,Food crop production,49.48,8.2%,France
2019,Agricultural water resources,36.82,6.1%,France
2019,Agricultural policy and administrative management,34.43,5.7%,France
2019,Agricultural inputs,12.66,2.1%,France
2019,Agricultural financial services,12.55,2.1%,France
2019,Agricultural co-operatives,5.14,0.8%,France
2019,Livestock,3.72,0.6%,France
2019,Agricultural alternative development,2.71,0.4%,France
2019,Fishing policy and administrative management,2.27,0.4%,France
2019,Agricultural education/training,2.12,0.3%,France
2019,Agricultural land resources,2.07,0.3%,France
2019,Fishery development,1.47,0.2%,France
2019,Fuelwood/charcoal,1.19,0.2%,France
2019,Industrial crops/export crops,0.91,0.1%,France
2019,Livestock/veterinary services,0.85,0.1%,France
2019,Fishery services,0.4,0.1%,France
2019,Agricultural services,0.39,0.1%,France
2019,Plant and post-harvest protection and pest control,0.34,0.1%,France
2019,Forestry education/training,0.11,0.0%,France
2019,Fishery research,0.08,0.0%,France
2019,Agrarian reform,0.05,0.0%,France
2019,Fishery education/training,0.01,0.0%,France
2019,Forestry development,0.0,0.0%,France
