year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Agricultural development,45.78,28.9%,Switzerland
2023,Rural development,20.28,12.8%,Switzerland
2023,Agricultural services,19.53,12.3%,Switzerland
2023,Agricultural policy and administrative management,9.8,6.2%,Switzerland
2023,Agricultural land resources,9.69,6.1%,Switzerland
2023,Agricultural financial services,8.17,5.2%,Switzerland
2023,Agricultural water resources,7.88,5.0%,Switzerland
2023,Agricultural alternative development,6.68,4.2%,Switzerland
2023,Industrial crops/export crops,6.16,3.9%,Switzerland
2023,Agricultural research,5.38,3.4%,Switzerland
2023,Agricultural co-operatives,4.56,2.9%,Switzerland
2023,Forestry policy and administrative management,4.43,2.8%,Switzerland
2023,Agricultural education/training,2.6,1.6%,Switzerland
2023,Livestock,1.56,1.0%,Switzerland
2023,Agricultural inputs,1.45,0.9%,Switzerland
2023,Plant and post-harvest protection and pest control,1.21,0.8%,Switzerland
2023,Agricultural extension,0.89,0.6%,Switzerland
2023,Food crop production,0.75,0.5%,Switzerland
2023,Fishery education/training,0.66,0.4%,Switzerland
2023,Forestry development,0.41,0.3%,Switzerland
2023,Livestock/veterinary services,0.24,0.1%,Switzerland
2023,Fishing policy and administrative management,0.16,0.1%,Switzerland
2023,Fishery development,0.12,0.1%,Switzerland
2023,Fishery services,0.03,0.0%,Switzerland
2023,Forestry research,0.02,0.0%,Switzerland
2023,Fuelwood/charcoal,0.01,0.0%,Switzerland
2022,Agricultural development,49.68,28.0%,Switzerland
2022,Agricultural services,26.15,14.7%,Switzerland
2022,Rural development,19.51,11.0%,Switzerland
2022,Agricultural policy and administrative management,17.27,9.7%,Switzerland
2022,Agricultural financial services,10.09,5.7%,Switzerland
2022,Agricultural land resources,9.51,5.4%,Switzerland
2022,Agricultural water resources,9.3,5.2%,Switzerland
2022,Industrial crops/export crops,7.3,4.1%,Switzerland
2022,Agricultural research,6.2,3.5%,Switzerland
2022,Forestry policy and administrative management,5.06,2.9%,Switzerland
2022,Agricultural co-operatives,3.97,2.2%,Switzerland
2022,Agricultural education/training,2.86,1.6%,Switzerland
2022,Agricultural alternative development,2.63,1.5%,Switzerland
2022,Agricultural inputs,2.29,1.3%,Switzerland
2022,Livestock,1.1,0.6%,Switzerland
2022,Food crop production,1.02,0.6%,Switzerland
2022,Plant and post-harvest protection and pest control,1.01,0.6%,Switzerland
2022,Agricultural extension,0.94,0.5%,Switzerland
2022,Fishery education/training,0.42,0.2%,Switzerland
2022,Forestry development,0.4,0.2%,Switzerland
2022,Agrarian reform,0.25,0.1%,Switzerland
2022,Livestock/veterinary services,0.18,0.1%,Switzerland
2022,Fishery development,0.09,0.1%,Switzerland
2022,Fishery services,0.04,0.0%,Switzerland
2022,Forestry research,0.03,0.0%,Switzerland
2022,Fishery research,0.02,0.0%,Switzerland
2021,Agricultural development,44.5,25.5%,Switzerland
2021,Agricultural services,26.28,15.1%,Switzerland
2021,Agricultural policy and administrative management,19.8,11.4%,Switzerland
2021,Rural development,18.5,10.6%,Switzerland
2021,Agricultural land resources,9.94,5.7%,Switzerland
2021,Agricultural water resources,9.9,5.7%,Switzerland
2021,Agricultural financial services,9.88,5.7%,Switzerland
2021,Industrial crops/export crops,6.76,3.9%,Switzerland
2021,Agricultural research,5.48,3.1%,Switzerland
2021,Forestry policy and administrative management,4.57,2.6%,Switzerland
2021,Agricultural co-operatives,4.39,2.5%,Switzerland
2021,Agricultural alternative development,3.53,2.0%,Switzerland
2021,Agricultural education/training,2.74,1.6%,Switzerland
2021,Agricultural inputs,2.69,1.5%,Switzerland
2021,Plant and post-harvest protection and pest control,1.56,0.9%,Switzerland
2021,Livestock,1.07,0.6%,Switzerland
2021,Agricultural extension,0.71,0.4%,Switzerland
2021,Food crop production,0.67,0.4%,Switzerland
2021,Fishery education/training,0.58,0.3%,Switzerland
2021,Livestock/veterinary services,0.42,0.2%,Switzerland
2021,Forestry development,0.17,0.1%,Switzerland
2021,Forestry education/training,0.12,0.1%,Switzerland
2021,Fishery development,0.08,0.0%,Switzerland
2021,Fishery services,0.06,0.0%,Switzerland
2021,Forestry research,0.02,0.0%,Switzerland
2021,Fishery research,0.01,0.0%,Switzerland
2020,Agricultural development,42.91,24.4%,Switzerland
2020,Agricultural services,26.31,14.9%,Switzerland
2020,Rural development,26.3,14.9%,Switzerland
2020,Agricultural policy and administrative management,19.0,10.8%,Switzerland
2020,Agricultural financial services,12.6,7.2%,Switzerland
2020,Agricultural land resources,10.47,5.9%,Switzerland
2020,Agricultural water resources,8.41,4.8%,Switzerland
2020,Agricultural research,7.23,4.1%,Switzerland
2020,Agricultural co-operatives,4.62,2.6%,Switzerland
2020,Plant and post-harvest protection and pest control,3.24,1.8%,Switzerland
2020,Forestry policy and administrative management,3.11,1.8%,Switzerland
2020,Agricultural alternative development,2.74,1.6%,Switzerland
2020,Agricultural inputs,2.36,1.3%,Switzerland
2020,Agricultural education/training,1.36,0.8%,Switzerland
2020,Food crop production,1.3,0.7%,Switzerland
2020,Livestock,1.05,0.6%,Switzerland
2020,Fishery education/training,0.82,0.5%,Switzerland
2020,Industrial crops/export crops,0.72,0.4%,Switzerland
2020,Forestry development,0.6,0.3%,Switzerland
2020,Agricultural extension,0.54,0.3%,Switzerland
2020,Livestock/veterinary services,0.15,0.1%,Switzerland
2020,Forestry education/training,0.12,0.1%,Switzerland
2020,Fishery development,0.09,0.1%,Switzerland
2020,Forestry research,0.02,0.0%,Switzerland
2020,Fuelwood/charcoal,0.01,0.0%,Switzerland
2020,Fishery research,0.0,0.0%,Switzerland
2019,Agricultural development,44.43,26.3%,Switzerland
2019,Rural development,25.88,15.3%,Switzerland
2019,Agricultural policy and administrative management,23.1,13.7%,Switzerland
2019,Agricultural services,22.68,13.4%,Switzerland
2019,Agricultural water resources,10.8,6.4%,Switzerland
2019,Agricultural research,9.17,5.4%,Switzerland
2019,Agricultural land resources,7.92,4.7%,Switzerland
2019,Agricultural financial services,5.77,3.4%,Switzerland
2019,Agricultural co-operatives,4.04,2.4%,Switzerland
2019,Forestry policy and administrative management,3.45,2.0%,Switzerland
2019,Agricultural inputs,2.79,1.7%,Switzerland
2019,Plant and post-harvest protection and pest control,2.26,1.3%,Switzerland
2019,Agricultural alternative development,2.05,1.2%,Switzerland
2019,Agricultural education/training,1.4,0.8%,Switzerland
2019,Forestry development,0.87,0.5%,Switzerland
2019,Food crop production,0.59,0.4%,Switzerland
2019,Livestock,0.53,0.3%,Switzerland
2019,Fishery development,0.5,0.3%,Switzerland
2019,Livestock/veterinary services,0.2,0.1%,Switzerland
