"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","FAO","0.1","0%","food and agricultural organisation","EU Institutions"
"2019","FAO","0.2","0%","food and agricultural organisation","EU Institutions"
"2020","FAO","0.2","0%","food and agricultural organisation","EU Institutions"
"2021","FAO","0.2","0%","food and agricultural organisation","EU Institutions"
"2022","FAO","0.2","0%","food and agricultural organisation","EU Institutions"
"2018","UN","0","0%","united nations","EU Institutions"
"2019","UN","0","0%","united nations","EU Institutions"
"2020","UN","0","0%","united nations","EU Institutions"
"2021","UN","0","0%","united nations","EU Institutions"
"2022","UN","0","0%","united nations","EU Institutions"
"2018","ILO","0","0%","international labour organisation regular budget supplementary account","EU Institutions"
"2019","ILO","0","0%","international labour organisation regular budget supplementary account","EU Institutions"
"2020","ILO","0","0%","international labour organisation regular budget supplementary account","EU Institutions"
"2021","ILO","0","0%","international labour organisation regular budget supplementary account","EU Institutions"
"2022","ILO","0","0%","international labour organisation regular budget supplementary account","EU Institutions"
"2018","UNECE","0","0%","united nations economic commission for europe extrabudgetary contributions only","EU Institutions"
"2019","UNECE","0","0%","united nations economic commission for europe extrabudgetary contributions only","EU Institutions"
"2020","UNECE","0","0%","united nations economic commission for europe extrabudgetary contributions only","EU Institutions"
"2021","UNECE","0","0%","united nations economic commission for europe extrabudgetary contributions only","EU Institutions"
"2022","UNECE","0","0%","united nations economic commission for europe extrabudgetary contributions only","EU Institutions"
