year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Agricultural development,93.89,29.0%,Netherlands
2023,Agricultural research,47.38,14.6%,Netherlands
2023,Food crop production,34.58,10.7%,Netherlands
2023,Rural development,29.52,9.1%,Netherlands
2023,Forestry policy and administrative management,22.58,7.0%,Netherlands
2023,Agricultural financial services,20.57,6.4%,Netherlands
2023,Agricultural land resources,19.43,6.0%,Netherlands
2023,Livestock,13.28,4.1%,Netherlands
2023,Agricultural inputs,10.2,3.1%,Netherlands
2023,Agricultural education/training,9.9,3.1%,Netherlands
2023,Agricultural water resources,6.39,2.0%,Netherlands
2023,Agricultural extension,6.02,1.9%,Netherlands
2023,Fishery development,5.31,1.6%,Netherlands
2023,Agricultural policy and administrative management,2.13,0.7%,Netherlands
2023,Agricultural alternative development,1.1,0.3%,Netherlands
2023,Agricultural services,1.05,0.3%,Netherlands
2023,Agricultural co-operatives,0.44,0.1%,Netherlands
2023,Forestry research,0.07,0.0%,Netherlands
2023,Plant and post-harvest protection and pest control,0.05,0.0%,Netherlands
2022,Agricultural development,70.17,27.3%,Netherlands
2022,Rural development,43.27,16.8%,Netherlands
2022,Food crop production,27.93,10.9%,Netherlands
2022,Agricultural education/training,19.78,7.7%,Netherlands
2022,Agricultural research,17.71,6.9%,Netherlands
2022,Forestry policy and administrative management,17.5,6.8%,Netherlands
2022,Agricultural land resources,11.87,4.6%,Netherlands
2022,Agricultural inputs,11.63,4.5%,Netherlands
2022,Livestock,10.56,4.1%,Netherlands
2022,Agricultural financial services,7.53,2.9%,Netherlands
2022,Agricultural extension,5.31,2.1%,Netherlands
2022,Agricultural water resources,4.2,1.6%,Netherlands
2022,Agricultural policy and administrative management,2.97,1.2%,Netherlands
2022,Fishery development,1.87,0.7%,Netherlands
2022,Agricultural services,1.6,0.6%,Netherlands
2022,Forestry development,1.43,0.6%,Netherlands
2022,Agricultural alternative development,0.94,0.4%,Netherlands
2022,Agricultural co-operatives,0.66,0.3%,Netherlands
2022,Industrial crops/export crops,0.07,0.0%,Netherlands
2022,Plant and post-harvest protection and pest control,0.0,0.0%,Netherlands
2021,Agricultural development,82.92,27.1%,Netherlands
2021,Agricultural research,55.41,18.1%,Netherlands
2021,Rural development,35.89,11.7%,Netherlands
2021,Food crop production,23.69,7.7%,Netherlands
2021,Agricultural education/training,23.66,7.7%,Netherlands
2021,Livestock,22.34,7.3%,Netherlands
2021,Forestry policy and administrative management,14.71,4.8%,Netherlands
2021,Agricultural land resources,13.11,4.3%,Netherlands
2021,Agricultural financial services,10.65,3.5%,Netherlands
2021,Agricultural inputs,5.08,1.7%,Netherlands
2021,Agricultural policy and administrative management,3.98,1.3%,Netherlands
2021,Agricultural extension,3.3,1.1%,Netherlands
2021,Industrial crops/export crops,3.13,1.0%,Netherlands
2021,Fishery development,2.92,1.0%,Netherlands
2021,Agricultural water resources,2.41,0.8%,Netherlands
2021,Forestry development,2.33,0.8%,Netherlands
2021,Agricultural services,0.18,0.1%,Netherlands
2021,Plant and post-harvest protection and pest control,0.0,0.0%,Netherlands
2020,Agricultural development,94.02,30.4%,Netherlands
2020,Agricultural research,38.72,12.5%,Netherlands
2020,Food crop production,35.92,11.6%,Netherlands
2020,Agricultural education/training,27.2,8.8%,Netherlands
2020,Rural development,22.73,7.3%,Netherlands
2020,Livestock,15.26,4.9%,Netherlands
2020,Agricultural water resources,12.7,4.1%,Netherlands
2020,Agricultural inputs,9.91,3.2%,Netherlands
2020,Forestry policy and administrative management,9.67,3.1%,Netherlands
2020,Agricultural financial services,8.2,2.6%,Netherlands
2020,Agricultural policy and administrative management,7.57,2.4%,Netherlands
2020,Agricultural land resources,6.26,2.0%,Netherlands
2020,Industrial crops/export crops,5.99,1.9%,Netherlands
2020,Agricultural extension,5.96,1.9%,Netherlands
2020,Fishery development,4.22,1.4%,Netherlands
2020,Agricultural services,3.11,1.0%,Netherlands
2020,Forestry development,2.0,0.6%,Netherlands
2020,Plant and post-harvest protection and pest control,0.11,0.0%,Netherlands
2019,Agricultural development,88.03,28.3%,Netherlands
2019,Food crop production,48.03,15.5%,Netherlands
2019,Agricultural education/training,38.3,12.3%,Netherlands
2019,Agricultural research,31.06,10.0%,Netherlands
2019,Rural development,27.38,8.8%,Netherlands
2019,Agricultural inputs,19.52,6.3%,Netherlands
2019,Industrial crops/export crops,11.5,3.7%,Netherlands
2019,Agricultural water resources,8.67,2.8%,Netherlands
2019,Agricultural policy and administrative management,7.08,2.3%,Netherlands
2019,Livestock,6.4,2.1%,Netherlands
2019,Agricultural extension,5.74,1.8%,Netherlands
2019,Agricultural land resources,4.73,1.5%,Netherlands
2019,Agricultural financial services,3.86,1.2%,Netherlands
2019,Forestry policy and administrative management,3.6,1.2%,Netherlands
2019,Agricultural services,3.2,1.0%,Netherlands
2019,Fishery development,1.48,0.5%,Netherlands
2019,Agrarian reform,1.12,0.4%,Netherlands
2019,Agricultural co-operatives,0.87,0.3%,Netherlands
2019,Plant and post-harvest protection and pest control,0.11,0.0%,Netherlands
2019,Forestry development,0.04,0.0%,Netherlands
