year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Agricultural development,8.46,38.2%,Austria
2023,Rural development,6.89,31.1%,Austria
2023,Forestry policy and administrative management,1.76,7.9%,Austria
2023,Livestock/veterinary services,1.44,6.5%,Austria
2023,Forestry development,1.14,5.2%,Austria
2023,Agricultural services,0.6,2.7%,Austria
2023,Food crop production,0.44,2.0%,Austria
2023,Agricultural education/training,0.42,1.9%,Austria
2023,Agricultural co-operatives,0.28,1.3%,Austria
2023,Agricultural policy and administrative management,0.23,1.0%,Austria
2023,Agricultural water resources,0.17,0.8%,Austria
2023,Agricultural research,0.14,0.6%,Austria
2023,Agricultural inputs,0.04,0.2%,Austria
2023,Livestock,0.04,0.2%,Austria
2023,Forestry education/training,0.03,0.1%,Austria
2023,Forestry research,0.02,0.1%,Austria
2023,Agricultural extension,0.01,0.0%,Austria
2023,Agricultural land resources,0.01,0.0%,Austria
2022,Agricultural development,8.13,37.1%,Austria
2022,Rural development,5.24,23.9%,Austria
2022,Agricultural education/training,2.39,10.9%,Austria
2022,Livestock,1.6,7.3%,Austria
2022,Agricultural services,1.0,4.6%,Austria
2022,Forestry development,0.95,4.4%,Austria
2022,Forestry policy and administrative management,0.92,4.2%,Austria
2022,Agricultural policy and administrative management,0.37,1.7%,Austria
2022,Livestock/veterinary services,0.35,1.6%,Austria
2022,Agricultural water resources,0.31,1.4%,Austria
2022,Forestry education/training,0.27,1.2%,Austria
2022,Agricultural co-operatives,0.15,0.7%,Austria
2022,Agricultural research,0.09,0.4%,Austria
2022,Food crop production,0.06,0.3%,Austria
2022,Agricultural inputs,0.05,0.2%,Austria
2022,Agricultural extension,0.01,0.0%,Austria
2022,Fishery development,0.01,0.0%,Austria
2022,Agricultural financial services,0.0,0.0%,Austria
2021,Agricultural development,11.85,48.6%,Austria
2021,Rural development,3.9,16.0%,Austria
2021,Livestock/veterinary services,2.11,8.7%,Austria
2021,Forestry development,1.38,5.6%,Austria
2021,Agricultural water resources,1.31,5.4%,Austria
2021,Agricultural services,1.01,4.1%,Austria
2021,Forestry policy and administrative management,0.81,3.3%,Austria
2021,Agricultural policy and administrative management,0.76,3.1%,Austria
2021,Agricultural education/training,0.64,2.6%,Austria
2021,Agricultural co-operatives,0.37,1.5%,Austria
2021,Food crop production,0.07,0.3%,Austria
2021,Agricultural extension,0.04,0.2%,Austria
2021,Forestry education/training,0.04,0.2%,Austria
2021,Agricultural inputs,0.04,0.2%,Austria
2021,Livestock,0.03,0.1%,Austria
2021,Agricultural research,0.03,0.1%,Austria
2021,Agricultural financial services,0.0,0.0%,Austria
2020,Agricultural financial services,16.41,39.7%,Austria
2020,Agricultural development,13.53,32.8%,Austria
2020,Rural development,3.15,7.6%,Austria
2020,Agricultural water resources,2.98,7.2%,Austria
2020,Forestry policy and administrative management,1.01,2.4%,Austria
2020,Agricultural services,0.98,2.4%,Austria
2020,Agricultural education/training,0.96,2.3%,Austria
2020,Livestock/veterinary services,0.89,2.2%,Austria
2020,Livestock,0.49,1.2%,Austria
2020,Agricultural policy and administrative management,0.34,0.8%,Austria
2020,Forestry development,0.16,0.4%,Austria
2020,Agricultural extension,0.15,0.4%,Austria
2020,Agricultural co-operatives,0.11,0.3%,Austria
2020,Food crop production,0.08,0.2%,Austria
2020,Agricultural research,0.02,0.1%,Austria
2020,Agricultural inputs,0.01,0.0%,Austria
2020,Agricultural alternative development,0.01,0.0%,Austria
2020,Industrial crops/export crops,0.0,0.0%,Austria
2019,Agricultural development,11.95,48.5%,Austria
2019,Rural development,3.33,13.5%,Austria
2019,Agricultural water resources,1.87,7.6%,Austria
2019,Agricultural policy and administrative management,1.85,7.5%,Austria
2019,Agricultural services,1.01,4.1%,Austria
2019,Agricultural education/training,0.94,3.8%,Austria
2019,Livestock/veterinary services,0.79,3.2%,Austria
2019,Forestry policy and administrative management,0.74,3.0%,Austria
2019,Livestock,0.65,2.6%,Austria
2019,Agricultural research,0.6,2.4%,Austria
2019,Agricultural co-operatives,0.29,1.2%,Austria
2019,Agricultural extension,0.18,0.7%,Austria
2019,Food crop production,0.1,0.4%,Austria
2019,Agricultural inputs,0.07,0.3%,Austria
2019,Agricultural alternative development,0.07,0.3%,Austria
2019,Fishery development,0.06,0.2%,Austria
2019,Forestry research,0.05,0.2%,Austria
2019,Forestry education/training,0.04,0.2%,Austria
2019,Agricultural land resources,0.03,0.1%,Austria
2019,Forestry development,0.01,0.1%,Austria
2019,Industrial crops/export crops,0.0,0.0%,Austria
