year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Agricultural development,11.45,28.5%,Ireland
2023,Rural development,10.2,25.4%,Ireland
2023,Agricultural policy and administrative management,5.25,13.1%,Ireland
2023,Food crop production,3.99,9.9%,Ireland
2023,Agricultural research,3.25,8.1%,Ireland
2023,Agricultural land resources,1.72,4.3%,Ireland
2023,Agricultural inputs,0.97,2.4%,Ireland
2023,Agricultural extension,0.87,2.2%,Ireland
2023,Fishing policy and administrative management,0.72,1.8%,Ireland
2023,Agricultural water resources,0.62,1.5%,Ireland
2023,Agricultural co-operatives,0.42,1.0%,Ireland
2023,Fishery education/training,0.29,0.7%,Ireland
2023,Agricultural education/training,0.23,0.6%,Ireland
2023,Plant and post-harvest protection and pest control,0.15,0.4%,Ireland
2023,Fishery development,0.02,0.0%,Ireland
2023,Forestry education/training,0.01,0.0%,Ireland
2022,Agricultural development,7.88,22.0%,Ireland
2022,Rural development,6.74,18.8%,Ireland
2022,Agricultural water resources,5.55,15.5%,Ireland
2022,Agricultural education/training,3.36,9.3%,Ireland
2022,Agricultural policy and administrative management,2.8,7.8%,Ireland
2022,Food crop production,2.39,6.7%,Ireland
2022,Agricultural research,1.76,4.9%,Ireland
2022,Agricultural land resources,1.56,4.4%,Ireland
2022,Livestock,1.09,3.0%,Ireland
2022,Agricultural extension,1.02,2.8%,Ireland
2022,Fishing policy and administrative management,0.84,2.3%,Ireland
2022,Agricultural inputs,0.52,1.5%,Ireland
2022,Agricultural co-operatives,0.29,0.8%,Ireland
2022,Agricultural services,0.03,0.1%,Ireland
2022,Plant and post-harvest protection and pest control,0.03,0.1%,Ireland
2022,Forestry policy and administrative management,0.02,0.1%,Ireland
2022,Forestry development,0.01,0.0%,Ireland
2021,Agricultural development,12.15,36.5%,Ireland
2021,Agricultural water resources,4.8,14.4%,Ireland
2021,Rural development,4.4,13.2%,Ireland
2021,Agricultural research,3.35,10.1%,Ireland
2021,Food crop production,2.63,7.9%,Ireland
2021,Agricultural policy and administrative management,1.81,5.4%,Ireland
2021,Agricultural land resources,0.83,2.5%,Ireland
2021,Agricultural extension,0.72,2.2%,Ireland
2021,Livestock,0.68,2.0%,Ireland
2021,Agricultural co-operatives,0.57,1.7%,Ireland
2021,Fishing policy and administrative management,0.48,1.4%,Ireland
2021,Agricultural inputs,0.38,1.1%,Ireland
2021,Agricultural education/training,0.28,0.8%,Ireland
2021,Plant and post-harvest protection and pest control,0.08,0.2%,Ireland
2021,Industrial crops/export crops,0.03,0.1%,Ireland
2021,Agricultural services,0.03,0.1%,Ireland
2021,Agricultural alternative development,0.02,0.1%,Ireland
2021,Forestry services,0.01,0.0%,Ireland
2021,Forestry policy and administrative management,0.01,0.0%,Ireland
2020,Agricultural development,10.06,26.9%,Ireland
2020,Rural development,9.36,25.0%,Ireland
2020,Agricultural research,5.44,14.6%,Ireland
2020,Agricultural water resources,4.83,12.9%,Ireland
2020,Food crop production,2.58,6.9%,Ireland
2020,Agricultural policy and administrative management,1.49,4.0%,Ireland
2020,Agricultural land resources,0.68,1.8%,Ireland
2020,Agricultural extension,0.68,1.8%,Ireland
2020,Plant and post-harvest protection and pest control,0.6,1.6%,Ireland
2020,Agricultural co-operatives,0.59,1.6%,Ireland
2020,Agricultural education/training,0.32,0.9%,Ireland
2020,Agricultural inputs,0.31,0.8%,Ireland
2020,Fishing policy and administrative management,0.25,0.7%,Ireland
2020,Agricultural services,0.08,0.2%,Ireland
2020,Livestock,0.05,0.1%,Ireland
2020,Industrial crops/export crops,0.03,0.1%,Ireland
2020,Fishery development,0.01,0.0%,Ireland
2020,Forestry education/training,0.01,0.0%,Ireland
2019,Agricultural development,11.4,28.0%,Ireland
2019,Rural development,8.61,21.2%,Ireland
2019,Food crop production,7.26,17.8%,Ireland
2019,Agricultural water resources,5.34,13.1%,Ireland
2019,Agricultural land resources,3.08,7.6%,Ireland
2019,Agricultural policy and administrative management,1.75,4.3%,Ireland
2019,Agricultural research,1.28,3.2%,Ireland
2019,Agricultural extension,0.67,1.6%,Ireland
2019,Agricultural co-operatives,0.63,1.5%,Ireland
2019,Agricultural inputs,0.38,0.9%,Ireland
2019,Agricultural education/training,0.17,0.4%,Ireland
2019,Livestock,0.05,0.1%,Ireland
2019,Agricultural services,0.03,0.1%,Ireland
2019,Fishery education/training,0.02,0.1%,Ireland
2019,Fishery development,0.01,0.0%,Ireland
