year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Forestry policy and administrative management,258.89,69.6%,United Kingdom
2023,Agricultural research,63.01,16.9%,United Kingdom
2023,Agricultural policy and administrative management,13.69,3.7%,United Kingdom
2023,Fishery development,11.92,3.2%,United Kingdom
2023,Agricultural land resources,5.67,1.5%,United Kingdom
2023,Agricultural development,5.36,1.4%,United Kingdom
2023,Agricultural services,3.11,0.8%,United Kingdom
2023,Rural development,3.05,0.8%,United Kingdom
2023,Fishing policy and administrative management,2.98,0.8%,United Kingdom
2023,Fishery research,2.19,0.6%,United Kingdom
2023,Forestry research,1.07,0.3%,United Kingdom
2023,Agricultural education/training,0.61,0.2%,United Kingdom
2023,Industrial crops/export crops,0.5,0.1%,United Kingdom
2023,Food crop production,0.08,0.0%,United Kingdom
2023,Agricultural alternative development,0.02,0.0%,United Kingdom
2023,Agricultural water resources,0.01,0.0%,United Kingdom
2023,Forestry development,0.01,0.0%,United Kingdom
2023,Plant and post-harvest protection and pest control,0.0,0.0%,United Kingdom
2023,Agricultural financial services,0.0,0.0%,United Kingdom
2022,Forestry policy and administrative management,164.35,58.7%,United Kingdom
2022,Agricultural research,42.87,15.3%,United Kingdom
2022,Agricultural development,21.41,7.7%,United Kingdom
2022,Agricultural policy and administrative management,15.78,5.6%,United Kingdom
2022,Agricultural land resources,10.89,3.9%,United Kingdom
2022,Agricultural services,9.07,3.2%,United Kingdom
2022,Rural development,4.0,1.4%,United Kingdom
2022,Forestry research,2.75,1.0%,United Kingdom
2022,Livestock,1.6,0.6%,United Kingdom
2022,Forestry development,1.52,0.5%,United Kingdom
2022,Fishery research,1.44,0.5%,United Kingdom
2022,Fishing policy and administrative management,1.39,0.5%,United Kingdom
2022,Fishery development,1.24,0.4%,United Kingdom
2022,Livestock/veterinary services,0.65,0.2%,United Kingdom
2022,Food crop production,0.54,0.2%,United Kingdom
2022,Agricultural education/training,0.21,0.1%,United Kingdom
2022,Agricultural co-operatives,0.14,0.0%,United Kingdom
2022,Plant and post-harvest protection and pest control,0.02,0.0%,United Kingdom
2022,Agricultural alternative development,0.02,0.0%,United Kingdom
2022,Agricultural financial services,0.02,0.0%,United Kingdom
2021,Forestry policy and administrative management,137.25,47.2%,United Kingdom
2021,Agricultural research,71.24,24.5%,United Kingdom
2021,Agricultural development,34.18,11.8%,United Kingdom
2021,Rural development,13.66,4.7%,United Kingdom
2021,Agricultural policy and administrative management,12.07,4.2%,United Kingdom
2021,Agricultural services,8.44,2.9%,United Kingdom
2021,Agricultural land resources,3.94,1.4%,United Kingdom
2021,Forestry development,2.46,0.8%,United Kingdom
2021,Livestock,1.77,0.6%,United Kingdom
2021,Livestock/veterinary services,1.7,0.6%,United Kingdom
2021,Fishing policy and administrative management,1.5,0.5%,United Kingdom
2021,Agricultural education/training,0.45,0.2%,United Kingdom
2021,Fishery development,0.43,0.1%,United Kingdom
2021,Food crop production,0.4,0.1%,United Kingdom
2021,Forestry research,0.35,0.1%,United Kingdom
2021,Fishery research,0.34,0.1%,United Kingdom
2021,Agricultural co-operatives,0.2,0.1%,United Kingdom
2021,Fishery services,0.08,0.0%,United Kingdom
2021,Agricultural water resources,0.05,0.0%,United Kingdom
2021,Agricultural financial services,0.02,0.0%,United Kingdom
2021,Agricultural inputs,0.01,0.0%,United Kingdom
2021,Plant and post-harvest protection and pest control,0.0,0.0%,United Kingdom
2021,Agricultural extension,0.0,0.0%,United Kingdom
2020,Agricultural research,121.19,27.2%,United Kingdom
2020,Forestry policy and administrative management,102.37,23.0%,United Kingdom
2020,Agricultural development,101.45,22.8%,United Kingdom
2020,Rural development,64.76,14.6%,United Kingdom
2020,Agricultural policy and administrative management,27.04,6.1%,United Kingdom
2020,Agricultural services,8.37,1.9%,United Kingdom
2020,Agricultural land resources,6.26,1.4%,United Kingdom
2020,Livestock,4.46,1.0%,United Kingdom
2020,Fishing policy and administrative management,3.14,0.7%,United Kingdom
2020,Forestry development,2.35,0.5%,United Kingdom
2020,Forestry research,0.62,0.1%,United Kingdom
2020,Agricultural co-operatives,0.55,0.1%,United Kingdom
2020,Fishery research,0.54,0.1%,United Kingdom
2020,Plant and post-harvest protection and pest control,0.53,0.1%,United Kingdom
2020,Food crop production,0.45,0.1%,United Kingdom
2020,Agricultural education/training,0.42,0.1%,United Kingdom
2020,Fishery development,0.26,0.1%,United Kingdom
2020,Livestock/veterinary services,0.18,0.0%,United Kingdom
2020,Agricultural inputs,0.06,0.0%,United Kingdom
2020,Agricultural extension,0.02,0.0%,United Kingdom
2019,Agricultural development,219.97,35.0%,United Kingdom
2019,Agricultural research,131.32,20.9%,United Kingdom
2019,Rural development,80.84,12.9%,United Kingdom
2019,Forestry policy and administrative management,66.38,10.6%,United Kingdom
2019,Agricultural policy and administrative management,40.56,6.5%,United Kingdom
2019,Agricultural services,30.31,4.8%,United Kingdom
2019,Forestry development,27.93,4.4%,United Kingdom
2019,Agricultural land resources,16.99,2.7%,United Kingdom
2019,Livestock,8.16,1.3%,United Kingdom
2019,Fishing policy and administrative management,2.27,0.4%,United Kingdom
2019,Forestry research,1.31,0.2%,United Kingdom
2019,Fishery development,0.52,0.1%,United Kingdom
2019,Fishery research,0.48,0.1%,United Kingdom
2019,Food crop production,0.45,0.1%,United Kingdom
2019,Agricultural education/training,0.34,0.1%,United Kingdom
2019,Livestock/veterinary services,0.25,0.0%,United Kingdom
2019,Agricultural co-operatives,0.21,0.0%,United Kingdom
2019,Fishery education/training,0.12,0.0%,United Kingdom
2019,Agricultural water resources,0.08,0.0%,United Kingdom
2019,Agricultural extension,0.01,0.0%,United Kingdom
