Year,Multi_short,ODA,Share,Full Name,Donor
2019,ADB,0.05,0.0%,asian development bank,Luxembourg
2019,ADF,0.7,1.0%,african development fund,Luxembourg
2020,ADF,0.6,1.0%,african development fund,Luxembourg
2021,ADF,0.58,1.0%,african development fund,Luxembourg
2022,ADF,0.31,1.0%,african development fund,Luxembourg
2023,ADF,1.04,3.0%,african development fund,Luxembourg
2019,AIIB,0.01,0.0%,asian infrastructure investment bank,Luxembourg
2019,AfDB,0.11,0.0%,african development bank,Luxembourg
2022,AfDB,0.2,0.0%,african development bank,Luxembourg
2020,EBRD,0.11,0.0%,european bank for reconstruction and development,Luxembourg
2021,EBRD,0.11,0.0%,european bank for reconstruction and development,Luxembourg
2019,EC-DSB,3.27,6.0%,european commission development share of budget,Luxembourg
2020,EC-DSB,3.07,6.0%,european commission development share of budget,Luxembourg
2021,EC-DSB,2.25,5.0%,european commission development share of budget,Luxembourg
2022,EC-DSB,2.88,6.0%,european commission development share of budget,Luxembourg
2023,EC-DSB,2.55,7.000000000000001%,european commission development share of budget,Luxembourg
2021,EC-EDF,1.21,3.0%,european commission european development fund,Luxembourg
2022,EC-EDF,0.49,1.0%,european commission european development fund,Luxembourg
2019,EIB,0.03,0.0%,european investment bank,Luxembourg
2020,EIB,0.07,0.0%,european investment bank,Luxembourg
2021,EIB,0.03,0.0%,european investment bank,Luxembourg
2022,EIB,0.05,0.0%,european investment bank,Luxembourg
2023,EIB,0.04,0.0%,european investment bank,Luxembourg
2019,FAO,0.18,0.0%,food and agricultural organisation,Luxembourg
2020,FAO,0.17,0.0%,food and agricultural organisation,Luxembourg
2021,FAO,0.15,0.0%,food and agricultural organisation,Luxembourg
2022,FAO,0.14,0.0%,food and agricultural organisation,Luxembourg
2023,FAO,0.13,0.0%,food and agricultural organisation,Luxembourg
2019,GEF-TF,0.05,0.0%,global environment facility trust fund,Luxembourg
2020,GEF-TF,0.05,0.0%,global environment facility trust fund,Luxembourg
2019,IDA,3.26,6.0%,international development association,Luxembourg
2020,IDA,2.47,5.0%,international development association,Luxembourg
2021,IDA,2.41,5.0%,international development association,Luxembourg
2022,IDA,2.1,5.0%,international development association,Luxembourg
2023,IDA,1.95,5.0%,international development association,Luxembourg
2022,IFC,0.81,2.0%,international finance corporation,Luxembourg
2023,IFC,0.71,2.0%,international finance corporation,Luxembourg
2019,ILO-RBSA,0.0,0.0%,international labour organisation regular budget supplementary account,Luxembourg
2020,ILO-RBSA,0.0,0.0%,international labour organisation regular budget supplementary account,Luxembourg
2021,ILO-RBSA,0.0,0.0%,international labour organisation regular budget supplementary account,Luxembourg
2022,UN,0.0,0.0%,united nations,Luxembourg
2023,UN,0.0,0.0%,united nations,Luxembourg
2019,UNDP,0.01,0.0%,united nations development programme,Luxembourg
2020,UNDP,0.01,0.0%,united nations development programme,Luxembourg
2021,UNDP,0.02,0.0%,united nations development programme,Luxembourg
2022,UNDP,0.04,0.0%,united nations development programme,Luxembourg
2023,UNDP,0.04,0.0%,united nations development programme,Luxembourg
2020,UNIDO,0.0,0.0%,united nations industrial development organisation,Luxembourg
2021,UNIDO,0.0,0.0%,united nations industrial development organisation,Luxembourg
2022,UNIDO,0.0,0.0%,united nations industrial development organisation,Luxembourg
2023,UNIDO,0.0,0.0%,united nations industrial development organisation,Luxembourg
2019,WFP,0.0,0.0%,world food programme,Luxembourg
2019,,0.0,0.0%,united nations children’s fund,Luxembourg
2020,,0.0,0.0%,united nations children’s fund,Luxembourg
2021,,0.0,0.0%,united nations children’s fund,Luxembourg
2022,,0.0,0.0%,united nations children’s fund,Luxembourg
2023,,0.0,0.0%,united nations children’s fund,Luxembourg
