year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Agricultural development,341.27,28.7%,EU Institutions
2023,Rural development,322.99,27.2%,EU Institutions
2023,Agricultural policy and administrative management,94.9,8.0%,EU Institutions
2023,Agricultural financial services,54.34,4.6%,EU Institutions
2023,Food crop production,53.76,4.5%,EU Institutions
2023,Agricultural research,41.77,3.5%,EU Institutions
2023,Fishing policy and administrative management,39.4,3.3%,EU Institutions
2023,Agricultural water resources,31.04,2.6%,EU Institutions
2023,Forestry development,30.47,2.6%,EU Institutions
2023,Forestry policy and administrative management,23.76,2.0%,EU Institutions
2023,Plant and post-harvest protection and pest control,16.46,1.4%,EU Institutions
2023,Agricultural alternative development,16.33,1.4%,EU Institutions
2023,Livestock,15.1,1.3%,EU Institutions
2023,Agricultural education/training,13.71,1.2%,EU Institutions
2023,Agricultural land resources,13.62,1.1%,EU Institutions
2023,Agricultural services,13.04,1.1%,EU Institutions
2023,Fishery development,12.61,1.1%,EU Institutions
2023,Agricultural co-operatives,11.66,1.0%,EU Institutions
2023,Agricultural inputs,10.16,0.9%,EU Institutions
2023,Livestock/veterinary services,8.14,0.7%,EU Institutions
2023,Industrial crops/export crops,7.8,0.7%,EU Institutions
2023,Agricultural extension,5.09,0.4%,EU Institutions
2023,Fuelwood/charcoal,3.7,0.3%,EU Institutions
2023,Forestry services,1.91,0.2%,EU Institutions
2023,Fishery education/training,1.69,0.1%,EU Institutions
2023,Fishery research,1.33,0.1%,EU Institutions
2023,Agrarian reform,0.88,0.1%,EU Institutions
2023,Forestry education/training,0.45,0.0%,EU Institutions
2023,Fishery services,0.43,0.0%,EU Institutions
2023,Forestry research,0.43,0.0%,EU Institutions
2022,Agricultural financial services,502.93,29.5%,EU Institutions
2022,Rural development,470.45,27.6%,EU Institutions
2022,Agricultural development,228.69,13.4%,EU Institutions
2022,Forestry development,117.22,6.9%,EU Institutions
2022,Agricultural policy and administrative management,77.41,4.5%,EU Institutions
2022,Agricultural research,44.31,2.6%,EU Institutions
2022,Forestry policy and administrative management,34.68,2.0%,EU Institutions
2022,Food crop production,27.54,1.6%,EU Institutions
2022,Agricultural water resources,25.8,1.5%,EU Institutions
2022,Fishing policy and administrative management,24.25,1.4%,EU Institutions
2022,Agricultural co-operatives,18.03,1.1%,EU Institutions
2022,Livestock,17.83,1.0%,EU Institutions
2022,Plant and post-harvest protection and pest control,16.94,1.0%,EU Institutions
2022,Agricultural alternative development,14.73,0.9%,EU Institutions
2022,Industrial crops/export crops,14.36,0.8%,EU Institutions
2022,Livestock/veterinary services,11.7,0.7%,EU Institutions
2022,Fishery development,11.38,0.7%,EU Institutions
2022,Agricultural services,11.18,0.7%,EU Institutions
2022,Agricultural education/training,7.85,0.5%,EU Institutions
2022,Agricultural extension,7.66,0.4%,EU Institutions
2022,Agricultural land resources,6.95,0.4%,EU Institutions
2022,Forestry services,3.81,0.2%,EU Institutions
2022,Fuelwood/charcoal,2.76,0.2%,EU Institutions
2022,Fishery services,1.88,0.1%,EU Institutions
2022,Fishery education/training,1.63,0.1%,EU Institutions
2022,Agricultural inputs,1.54,0.1%,EU Institutions
