year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Rural development,1.24,56.5%,Poland
2023,Agricultural policy and administrative management,0.43,19.9%,Poland
2023,Agricultural development,0.22,10.2%,Poland
2023,Agricultural services,0.08,3.7%,Poland
2023,Agricultural water resources,0.04,1.8%,Poland
2023,Agricultural alternative development,0.03,1.3%,Poland
2023,Agricultural education/training,0.03,1.2%,Poland
2023,Forestry research,0.02,0.8%,Poland
2023,Agricultural research,0.02,0.8%,Poland
2023,Fishery development,0.02,0.7%,Poland
2023,Fishery education/training,0.02,0.7%,Poland
2023,Agricultural extension,0.02,0.9%,Poland
2023,Agricultural financial services,0.01,0.3%,Poland
2023,Agricultural co-operatives,0.01,0.4%,Poland
2023,Agricultural inputs,0.01,0.3%,Poland
2023,Industrial crops/export crops,0.01,0.4%,Poland
2023,Forestry development,0.0,0.1%,Poland
2023,Forestry policy and administrative management,0.0,0.1%,Poland
2022,Agricultural development,3.61,64.3%,Poland
2022,Agricultural policy and administrative management,1.41,25.1%,Poland
2022,Rural development,0.18,3.1%,Poland
2022,Agricultural services,0.13,2.2%,Poland
2022,Agricultural water resources,0.08,1.4%,Poland
2022,Agricultural education/training,0.07,1.2%,Poland
2022,Agricultural alternative development,0.03,0.5%,Poland
2022,Forestry research,0.03,0.6%,Poland
2022,Agricultural extension,0.03,0.5%,Poland
2022,Fishery development,0.02,0.4%,Poland
2022,Agricultural inputs,0.02,0.4%,Poland
2022,Agricultural land resources,0.01,0.1%,Poland
2022,Forestry education/training,0.0,0.1%,Poland
2021,Agricultural development,3.5,75.3%,Poland
2021,Rural development,0.84,18.0%,Poland
2021,Agricultural services,0.06,1.2%,Poland
2021,Agricultural education/training,0.06,1.4%,Poland
2021,Agricultural extension,0.04,0.9%,Poland
2021,Agricultural water resources,0.04,0.9%,Poland
2021,Fishery development,0.04,0.8%,Poland
2021,Agricultural co-operatives,0.03,0.6%,Poland
2021,Livestock,0.02,0.5%,Poland
2021,Agricultural land resources,0.01,0.1%,Poland
2021,Forestry development,0.01,0.3%,Poland
2021,Food crop production,0.0,0.0%,Poland
2020,Agricultural development,10.75,90.1%,Poland
2020,Rural development,0.61,5.1%,Poland
2020,Agricultural co-operatives,0.2,1.6%,Poland
2020,Agricultural inputs,0.17,1.4%,Poland
2020,Agricultural alternative development,0.1,0.8%,Poland
2020,Agricultural education/training,0.07,0.6%,Poland
2020,Livestock,0.02,0.2%,Poland
2020,Agricultural extension,0.01,0.1%,Poland
2020,Agricultural water resources,0.0,0.0%,Poland
2019,Agricultural development,20.61,89.9%,Poland
2019,Agricultural inputs,0.66,2.9%,Poland
2019,Rural development,0.62,2.7%,Poland
2019,Agricultural co-operatives,0.47,2.0%,Poland
2019,Agricultural water resources,0.2,0.9%,Poland
2019,Agricultural education/training,0.11,0.5%,Poland
2019,Agricultural alternative development,0.11,0.5%,Poland
2019,Agricultural extension,0.05,0.2%,Poland
2019,Livestock,0.04,0.2%,Poland
2019,Fishery development,0.04,0.2%,Poland
2019,Food crop production,0.02,0.1%,Poland
2019,Forestry development,0.01,0.0%,Poland
2019,Agricultural policy and administrative management,0.0,0.0%,Poland
2019,Agrarian reform,0.0,0.0%,Poland
