Year,Multi_short,ODA,Share,Full Name,Donor
2023,ADB,9.12,0.01%,asian development bank,Japan
2019,ADF,36.55,0.04%,african development fund,Japan
2020,ADF,14.3,0.02%,african development fund,Japan
2021,ADF,74.46,0.09%,african development fund,Japan
2022,ADF,13.52,0.02%,african development fund,Japan
2023,ADF,23.15,0.02%,african development fund,Japan
2022,AF,1.85,0.0%,adaptation fund,Japan
2023,AF,1.63,0.0%,adaptation fund,Japan
2020,AfDB,3.08,0.0%,african development bank,Japan
2021,AfDB,3.11,0.0%,african development bank,Japan
2022,AfDB,3.9,0.0%,african development bank,Japan
2023,AfDB,4.36,0.0%,african development bank,Japan
2022,CGIAR ,0.38,0.0%,cgiar fund,Japan
2023,CGIAR ,0.17,0.0%,cgiar fund,Japan
2019,FAO,18.1,0.02%,food and agricultural organisation,Japan
2020,FAO,14.74,0.02%,food and agricultural organisation,Japan
2021,FAO,14.88,0.02%,food and agricultural organisation,Japan
2022,FAO,16.21,0.02%,food and agricultural organisation,Japan
2023,FAO,0.12,0.0%,food and agricultural organisation,Japan
2020,GCF,84.37,0.09%,green climate fund,Japan
2021,GCF,101.06,0.13%,green climate fund,Japan
2022,GCF,108.48,0.13%,green climate fund,Japan
2023,GCF,86.86,0.08%,green climate fund,Japan
2019,GEF-TF,5.34,0.01%,global environment facility trust fund,Japan
2020,GEF-TF,5.52,0.01%,global environment facility trust fund,Japan
2021,GEF-TF,13.1,0.02%,global environment facility trust fund,Japan
2023,GEF-TF,27.09,0.02%,global environment facility trust fund,Japan
2019,IBRD,21.33,0.02%,international bank for reconstruction and development,Japan
2022,IBRD,10.76,0.01%,international bank for reconstruction and development,Japan
2023,IBRD,0.56,0.0%,international bank for reconstruction and development,Japan
2019,IDA,191.52,0.2%,international development association,Japan
2020,IDA,85.56,0.09%,international development association,Japan
2021,IDA,93.29,0.12%,international development association,Japan
2022,IDA,81.32,0.1%,international development association,Japan
2023,IDA,163.81,0.14%,international development association,Japan
2019,IDB-IIC-MIF,1.65,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Japan
2020,IDB-IIC-MIF,0.05,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Japan
2021,IDB-IIC-MIF,0.02,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Japan
2022,IDB-IIC-MIF,0.02,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Japan
2022,IFC,25.04,0.03%,international finance corporation,Japan
2022,UN,0.16,0.0%,united nations,Japan
2023,UN,0.43,0.0%,united nations,Japan
2019,UNDP,0.11,0.0%,united nations development programme,Japan
2020,UNDP,0.1,0.0%,united nations development programme,Japan
2021,UNDP,0.04,0.0%,united nations development programme,Japan
2022,UNDP,0.24,0.0%,united nations development programme,Japan
2023,UNDP,0.36,0.0%,united nations development programme,Japan
2020,UNIDO,0.0,0.0%,united nations industrial development organisation,Japan
2021,UNIDO,0.03,0.0%,united nations industrial development organisation,Japan
2022,UNIDO,0.09,0.0%,united nations industrial development organisation,Japan
2023,UNIDO,0.27,0.0%,united nations industrial development organisation,Japan
2019,WFP,0.0,0.0%,world food programme,Japan
2021,WOAH,0.13,0.0%,world organisation for animal health,Japan
2022,WOAH,0.14,0.0%,world organisation for animal health,Japan
2023,WOAH,0.17,0.0%,world organisation for animal health,Japan
2019,,0.0,0.0%,united nations children’s fund,Japan
2020,,0.0,0.0%,united nations children’s fund,Japan
2021,,0.01,0.0%,united nations children’s fund,Japan
2022,,0.01,0.0%,united nations children’s fund,Japan
2023,,0.01,0.0%,united nations children’s fund,Japan
