year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Agricultural development,33.77,42.9%,Italy
2023,Rural development,8.65,11.0%,Italy
2023,Agricultural policy and administrative management,6.38,8.1%,Italy
2023,Agricultural education/training,4.47,5.7%,Italy
2023,Food crop production,4.08,5.2%,Italy
2023,Agricultural water resources,3.73,4.7%,Italy
2023,Agricultural extension,2.59,3.3%,Italy
2023,Agricultural co-operatives,2.16,2.8%,Italy
2023,Agricultural services,2.03,2.6%,Italy
2023,Agricultural land resources,1.49,1.9%,Italy
2023,Forestry research,1.39,1.8%,Italy
2023,Agricultural inputs,1.33,1.7%,Italy
2023,Fishery development,1.23,1.6%,Italy
2023,Livestock/veterinary services,1.22,1.5%,Italy
2023,Industrial crops/export crops,1.07,1.4%,Italy
2023,Agricultural research,0.95,1.2%,Italy
2023,Livestock,0.73,0.9%,Italy
2023,Forestry development,0.42,0.5%,Italy
2023,Agricultural alternative development,0.42,0.5%,Italy
2023,Fishery education/training,0.28,0.4%,Italy
2023,Fishery research,0.06,0.1%,Italy
2023,Plant and post-harvest protection and pest control,0.05,0.1%,Italy
2023,Agricultural financial services,0.05,0.1%,Italy
2023,Agrarian reform,0.04,0.0%,Italy
2023,Fishing policy and administrative management,0.03,0.0%,Italy
2023,Forestry policy and administrative management,0.01,0.0%,Italy
2023,Forestry education/training,0.01,0.0%,Italy
2023,Fishery services,0.01,0.0%,Italy
2023,Fuelwood/charcoal,0.0,0.0%,Italy
2022,Agricultural development,35.98,40.4%,Italy
2022,Agricultural co-operatives,6.17,6.9%,Italy
2022,Food crop production,4.86,5.5%,Italy
2022,Agricultural water resources,4.01,4.5%,Italy
2022,Agricultural education/training,4.01,4.5%,Italy
2022,Agricultural extension,3.9,4.4%,Italy
2022,Rural development,3.89,4.4%,Italy
2022,Agricultural land resources,3.68,4.1%,Italy
2022,Agricultural research,3.53,4.0%,Italy
2022,Agricultural policy and administrative management,3.32,3.7%,Italy
2022,Agricultural inputs,2.67,3.0%,Italy
2022,Agricultural services,2.32,2.6%,Italy
2022,Fishery development,2.31,2.6%,Italy
2022,Livestock,1.75,2.0%,Italy
2022,Agricultural financial services,1.32,1.5%,Italy
2022,Livestock/veterinary services,1.25,1.4%,Italy
2022,Plant and post-harvest protection and pest control,1.14,1.3%,Italy
2022,Fishing policy and administrative management,0.89,1.0%,Italy
2022,Industrial crops/export crops,0.76,0.9%,Italy
2022,Forestry development,0.72,0.8%,Italy
2022,Forestry policy and administrative management,0.2,0.2%,Italy
2022,Agricultural alternative development,0.16,0.2%,Italy
2022,Fishery education/training,0.08,0.1%,Italy
2022,Fuelwood/charcoal,0.06,0.1%,Italy
2022,Fishery services,0.03,0.0%,Italy
2022,Forestry research,0.03,0.0%,Italy
2022,Fishery research,0.01,0.0%,Italy
2022,Agrarian reform,0.0,0.0%,Italy
2021,Agricultural development,51.57,62.2%,Italy
2021,Agricultural education/training,4.81,5.8%,Italy
2021,Agricultural water resources,4.09,4.9%,Italy
2021,Rural development,3.97,4.8%,Italy
2021,Agricultural co-operatives,2.89,3.5%,Italy
2021,Agricultural policy and administrative management,2.23,2.7%,Italy
2021,Food crop production,2.14,2.6%,Italy
2021,Livestock,1.65,2.0%,Italy
2021,Forestry research,1.37,1.6%,Italy
2021,Agricultural services,1.12,1.3%,Italy
2021,Industrial crops/export crops,1.07,1.3%,Italy
2021,Fishery education/training,1.01,1.2%,Italy
2021,Agricultural land resources,0.88,1.1%,Italy
2021,Fishing policy and administrative management,0.72,0.9%,Italy
2021,Agricultural extension,0.7,0.8%,Italy
2021,Agricultural inputs,0.69,0.8%,Italy
2021,Agricultural research,0.67,0.8%,Italy
2021,Agricultural alternative development,0.41,0.5%,Italy
2021,Livestock/veterinary services,0.22,0.3%,Italy
2021,Fishery development,0.2,0.2%,Italy
2021,Forestry development,0.19,0.2%,Italy
2021,Fishery services,0.12,0.1%,Italy
2021,Fishery research,0.07,0.1%,Italy
2021,Agricultural financial services,0.06,0.1%,Italy
2021,Forestry policy and administrative management,0.04,0.0%,Italy
2021,Agrarian reform,0.02,0.0%,Italy
2021,Fuelwood/charcoal,0.0,0.0%,Italy
2021,Forestry education/training,,,Italy
2020,Agricultural development,58.89,46.1%,Italy
2020,Agrarian reform,19.86,15.6%,Italy
2020,Rural development,13.89,10.9%,Italy
2020,Agricultural water resources,8.12,6.4%,Italy
2020,Agricultural financial services,4.24,3.3%,Italy
2020,Agricultural research,4.22,3.3%,Italy
2020,Agricultural co-operatives,2.75,2.2%,Italy
2020,Food crop production,2.63,2.1%,Italy
2020,Agricultural education/training,2.25,1.8%,Italy
2020,Agricultural inputs,1.94,1.5%,Italy
2020,Agricultural services,1.84,1.4%,Italy
2020,Livestock,1.52,1.2%,Italy
2020,Agricultural policy and administrative management,1.28,1.0%,Italy
