year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Agricultural development,273.93,22.2%,Germany
2023,Rural development,197.78,16.1%,Germany
2023,Forestry policy and administrative management,136.42,11.1%,Germany
2023,Forestry development,130.41,10.6%,Germany
2023,Agricultural policy and administrative management,112.97,9.2%,Germany
2023,Agricultural land resources,55.8,4.5%,Germany
2023,Agricultural water resources,50.27,4.1%,Germany
2023,Industrial crops/export crops,43.11,3.5%,Germany
2023,Agricultural research,42.09,3.4%,Germany
2023,Agricultural financial services,42.02,3.4%,Germany
2023,Fishery development,21.46,1.7%,Germany
2023,Fishing policy and administrative management,19.7,1.6%,Germany
2023,Agricultural extension,16.37,1.3%,Germany
2023,Food crop production,15.52,1.3%,Germany
2023,Agricultural education/training,14.5,1.2%,Germany
2023,Agricultural inputs,10.87,0.9%,Germany
2023,Agricultural alternative development,8.2,0.7%,Germany
2023,Agricultural co-operatives,7.49,0.6%,Germany
2023,Agrarian reform,7.18,0.6%,Germany
2023,Agricultural services,6.46,0.5%,Germany
2023,Fishery education/training,5.73,0.5%,Germany
2023,Livestock,4.11,0.3%,Germany
2023,Livestock/veterinary services,3.98,0.3%,Germany
2023,Fuelwood/charcoal,3.48,0.3%,Germany
2023,Plant and post-harvest protection and pest control,0.69,0.1%,Germany
2023,Forestry research,0.67,0.1%,Germany
2023,Forestry education/training,0.56,0.0%,Germany
2023,Fishery research,0.22,0.0%,Germany
2023,Fishery services,0.2,0.0%,Germany
2022,Agricultural policy and administrative management,567.88,28.2%,Germany
2022,Agricultural development,495.5,24.6%,Germany
2022,Rural development,234.65,11.6%,Germany
2022,Forestry policy and administrative management,206.22,10.2%,Germany
2022,Agricultural financial services,101.3,5.0%,Germany
2022,Forestry development,63.95,3.2%,Germany
2022,Agricultural land resources,54.57,2.7%,Germany
2022,Industrial crops/export crops,53.65,2.7%,Germany
2022,Agricultural research,52.66,2.6%,Germany
2022,Agricultural water resources,51.01,2.5%,Germany
2022,Agricultural inputs,19.57,1.0%,Germany
2022,Fishery development,17.6,0.9%,Germany
2022,Agricultural education/training,17.37,0.9%,Germany
2022,Agricultural extension,16.69,0.8%,Germany
2022,Food crop production,14.6,0.7%,Germany
2022,Fishery education/training,7.57,0.4%,Germany
2022,Agricultural services,6.89,0.3%,Germany
2022,Agricultural co-operatives,5.92,0.3%,Germany
2022,Agrarian reform,5.88,0.3%,Germany
2022,Fishing policy and administrative management,5.12,0.3%,Germany
2022,Livestock,4.5,0.2%,Germany
2022,Agricultural alternative development,4.03,0.2%,Germany
2022,Livestock/veterinary services,3.89,0.2%,Germany
2022,Fuelwood/charcoal,2.61,0.1%,Germany
2022,Forestry research,0.86,0.0%,Germany
2022,Plant and post-harvest protection and pest control,0.82,0.0%,Germany
2022,Forestry education/training,0.66,0.0%,Germany
2022,Fishery research,0.1,0.0%,Germany
2022,Fishery services,0.03,0.0%,Germany
2021,Agricultural policy and administrative management,274.49,19.2%,Germany
2021,Agricultural development,255.05,17.8%,Germany
2021,Rural development,241.0,16.8%,Germany
2021,Forestry policy and administrative management,214.83,15.0%,Germany
2021,Forestry development,73.2,5.1%,Germany
2021,Agricultural financial services,56.91,4.0%,Germany
2021,Agricultural research,54.64,3.8%,Germany
2021,Industrial crops/export crops,53.11,3.7%,Germany
2021,Agricultural water resources,52.75,3.7%,Germany
2021,Agricultural land resources,45.35,3.2%,Germany
2021,Fishery development,16.46,1.1%,Germany
2021,Agricultural education/training,14.94,1.0%,Germany
2021,Agricultural extension,14.79,1.0%,Germany
2021,Food crop production,14.0,1.0%,Germany
2021,Fishery education/training,7.05,0.5%,Germany
2021,Agricultural co-operatives,6.46,0.5%,Germany
2021,Fishing policy and administrative management,6.43,0.4%,Germany
