year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Agricultural education/training,0.21,36.8%,Slovak Republic
2023,Agricultural development,0.12,20.6%,Slovak Republic
2023,Forestry development,0.12,20.6%,Slovak Republic
2023,Agricultural research,0.07,11.7%,Slovak Republic
2023,Forestry policy and administrative management,0.02,3.2%,Slovak Republic
2023,Agricultural policy and administrative management,0.02,3.9%,Slovak Republic
2023,Rural development,0.01,1.3%,Slovak Republic
2023,Fishery development,0.01,1.3%,Slovak Republic
2023,Food crop production,0.0,0.0%,Slovak Republic
2023,Agricultural land resources,0.0,0.6%,Slovak Republic
2022,Agricultural services,0.09,20.4%,Slovak Republic
2022,Food crop production,0.09,20.8%,Slovak Republic
2022,Forestry education/training,0.06,13.9%,Slovak Republic
2022,Agricultural water resources,0.06,14.2%,Slovak Republic
2022,Forestry development,0.06,13.4%,Slovak Republic
2022,Agricultural development,0.05,11.9%,Slovak Republic
2022,Agricultural land resources,0.02,3.7%,Slovak Republic
2022,Agricultural policy and administrative management,0.01,1.8%,Slovak Republic
2021,Agricultural development,0.32,46.8%,Slovak Republic
2021,Agricultural research,0.15,22.0%,Slovak Republic
2021,Agricultural education/training,0.08,12.3%,Slovak Republic
2021,Food crop production,0.06,9.4%,Slovak Republic
2021,Agricultural services,0.05,7.2%,Slovak Republic
2021,Agricultural policy and administrative management,0.02,2.2%,Slovak Republic
2020,Agricultural development,0.35,44.2%,Slovak Republic
2020,Rural development,0.19,24.7%,Slovak Republic
2020,Food crop production,0.18,23.5%,Slovak Republic
2020,Agricultural policy and administrative management,0.05,6.0%,Slovak Republic
2020,Industrial crops/export crops,0.01,1.6%,Slovak Republic
2020,Agricultural services,0.0,0.0%,Slovak Republic
2019,Agricultural development,0.83,61.3%,Slovak Republic
2019,Food crop production,0.23,17.0%,Slovak Republic
2019,Agricultural alternative development,0.17,12.2%,Slovak Republic
2019,Fishery development,0.07,4.9%,Slovak Republic
2019,Agricultural policy and administrative management,0.04,3.0%,Slovak Republic
2019,Forestry services,0.02,1.2%,Slovak Republic
2019,Agricultural land resources,0.01,0.5%,Slovak Republic
2019,Industrial crops/export crops,0.0,0.0%,Slovak Republic
2019,Agricultural research,0.0,0.0%,Slovak Republic
