year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Agricultural development,19.4,27.9%,Spain
2023,Food crop production,12.46,17.9%,Spain
2023,Rural development,12.03,17.3%,Spain
2023,Agricultural co-operatives,7.04,10.1%,Spain
2023,Agricultural water resources,5.13,7.4%,Spain
2023,Agricultural alternative development,2.89,4.2%,Spain
2023,Agricultural policy and administrative management,2.06,3.0%,Spain
2023,Fishery development,1.2,1.7%,Spain
2023,Agricultural education/training,1.18,1.7%,Spain
2023,Agricultural research,0.93,1.3%,Spain
2023,Agricultural land resources,0.84,1.2%,Spain
2023,Agricultural services,0.78,1.1%,Spain
2023,Forestry development,0.7,1.0%,Spain
2023,Fishing policy and administrative management,0.59,0.9%,Spain
2023,Livestock,0.51,0.7%,Spain
2023,Agricultural financial services,0.38,0.5%,Spain
2023,Agricultural inputs,0.25,0.4%,Spain
2023,Livestock/veterinary services,0.25,0.4%,Spain
2023,Fishery education/training,0.23,0.3%,Spain
2023,Fishery research,0.19,0.3%,Spain
2023,Forestry policy and administrative management,0.1,0.1%,Spain
2023,Industrial crops/export crops,0.1,0.1%,Spain
2023,Fishery services,0.08,0.1%,Spain
2023,Forestry education/training,0.06,0.1%,Spain
2023,Agricultural extension,0.05,0.1%,Spain
2023,Agrarian reform,0.02,0.0%,Spain
2022,Agricultural development,27.35,30.5%,Spain
2022,Rural development,12.09,13.5%,Spain
2022,Food crop production,10.73,12.0%,Spain
2022,Agricultural financial services,10.58,11.8%,Spain
2022,Agricultural alternative development,5.55,6.2%,Spain
2022,Agricultural co-operatives,4.84,5.4%,Spain
2022,Agricultural water resources,3.05,3.4%,Spain
2022,Fishery development,2.68,3.0%,Spain
2022,Fishery services,2.36,2.6%,Spain
2022,Livestock,2.04,2.3%,Spain
2022,Agricultural education/training,1.68,1.9%,Spain
2022,Forestry development,1.38,1.5%,Spain
2022,Industrial crops/export crops,1.03,1.1%,Spain
2022,Agricultural services,0.88,1.0%,Spain
2022,Agricultural policy and administrative management,0.8,0.9%,Spain
2022,Fishing policy and administrative management,0.63,0.7%,Spain
2022,Fishery research,0.44,0.5%,Spain
2022,Fishery education/training,0.31,0.3%,Spain
2022,Agricultural land resources,0.27,0.3%,Spain
2022,Livestock/veterinary services,0.27,0.3%,Spain
2022,Agricultural inputs,0.25,0.3%,Spain
2022,Agricultural extension,0.2,0.2%,Spain
2022,Agricultural research,0.09,0.1%,Spain
2022,Fuelwood/charcoal,0.08,0.1%,Spain
2022,Forestry policy and administrative management,0.04,0.0%,Spain
2022,Agrarian reform,0.02,0.0%,Spain
2022,Forestry education/training,0.01,0.0%,Spain
