"Year","Sector","Bilateral ODA for","Share","Donor"
"2017","Health & populations",142.455673,"5.51%","Switzerland"
"2018","Health & populations",136.047807,"5.35%","Switzerland"
"2019","Health & populations",146.939682,"5.57%","Switzerland"
"2020","Health & populations",274.690611,"9.17%","Switzerland"
"2021","Health & populations",459.552783,"15.33%","Switzerland"
"2017","Government & civil society",320.998857,"12.42%","Switzerland"
"2018","Government & civil society",354.540516,"13.95%","Switzerland"
"2019","Government & civil society",390.679517,"14.82%","Switzerland"
"2020","Government & civil society",416.632391,"13.91%","Switzerland"
"2021","Government & civil society",450.073519,"15.01%","Switzerland"
"2017","Humanitarian aid",366.205929,"14.17%","Switzerland"
"2018","Humanitarian aid",348.290318,"13.71%","Switzerland"
"2019","Humanitarian aid",358.734086,"13.61%","Switzerland"
"2020","Humanitarian aid",611.917909,"20.43%","Switzerland"
"2021","Humanitarian aid",371.188929,"12.38%","Switzerland"
"2017","Refugees in donor countries",358.836119,"13.88%","Switzerland"
"2018","Refugees in donor countries",302.017665,"11.89%","Switzerland"
"2019","Refugees in donor countries",309.279895,"11.73%","Switzerland"
"2020","Refugees in donor countries",335.243452,"11.19%","Switzerland"
"2021","Refugees in donor countries",368.352838,"12.29%","Switzerland"
"2017","Donor administration costs",225.213464,"8.71%","Switzerland"
"2018","Donor administration costs",245.549676,"9.66%","Switzerland"
"2019","Donor administration costs",251.156453,"9.53%","Switzerland"
"2020","Donor administration costs",244.911253,"8.18%","Switzerland"
"2021","Donor administration costs",244.995405,"8.17%","Switzerland"
"2017","Education",140.671703,"5.44%","Switzerland"
"2018","Education",143.139182,"5.63%","Switzerland"
"2019","Education",149.509957,"5.67%","Switzerland"
"2020","Education",156.573173,"5.23%","Switzerland"
"2021","Education",166.618813,"5.56%","Switzerland"
"2017","Agriculture (incl. forestry, fishing, rural development)",188.631626,"7.30%","Switzerland"
"2018","Agriculture (incl. forestry, fishing, rural development)",185.691846,"7.31%","Switzerland"
"2019","Agriculture (incl. forestry, fishing, rural development)",159.716961,"6.06%","Switzerland"
"2020","Agriculture (incl. forestry, fishing, rural development)",166.728601,"5.57%","Switzerland"
"2021","Agriculture (incl. forestry, fishing, rural development)",165.451588,"5.52%","Switzerland"
"2017","Other multisector",105.135787,"4.07%","Switzerland"
"2018","Other multisector",110.544441,"4.35%","Switzerland"
"2019","Other multisector",119.578175,"4.54%","Switzerland"
"2020","Other multisector",163.438772,"5.46%","Switzerland"
"2021","Other multisector",155.344205,"5.18%","Switzerland"
"2017","Financial services & business support",65.072408,"2.52%","Switzerland"
"2018","Financial services & business support",103.373065,"4.07%","Switzerland"
"2019","Financial services & business support",113.641258,"4.31%","Switzerland"
"2020","Financial services & business support",120.008627,"4.01%","Switzerland"
"2021","Financial services & business support",135.626707,"4.52%","Switzerland"
"2017","Water and sanitation",134.976344,"5.22%","Switzerland"
"2018","Water and sanitation",110.808662,"4.36%","Switzerland"
"2019","Water and sanitation",135.524198,"5.14%","Switzerland"
"2020","Water and sanitation",113.530881,"3.79%","Switzerland"
"2021","Water and sanitation",105.098943,"3.51%","Switzerland"
"2017","Other social services",52.174315,"2.02%","Switzerland"
"2018","Other social services",39.144821,"1.54%","Switzerland"
"2019","Other social services",50.242591,"1.91%","Switzerland"
"2020","Other social services",69.312915,"2.31%","Switzerland"
"2021","Other social services",85.027642,"2.84%","Switzerland"
"2017","Conflict, peace & security",76.985789,"2.98%","Switzerland"
"2018","Conflict, peace & security",78.45779,"3.09%","Switzerland"
"2019","Conflict, peace & security",68.6355,"2.60%","Switzerland"
"2020","Conflict, peace & security",76.333116,"2.55%","Switzerland"
"2021","Conflict, peace & security",69.696096,"2.32%","Switzerland"
"2017","Industry, construction & mining",57.456476,"2.22%","Switzerland"
"2018","Industry, construction & mining",55.775422,"2.20%","Switzerland"
"2019","Industry, construction & mining",55.897323,"2.12%","Switzerland"
"2020","Industry, construction & mining",62.69228,"2.09%","Switzerland"
"2021","Industry, construction & mining",60.762673,"2.03%","Switzerland"
"2017","Energy",27.426835,"1.06%","Switzerland"
"2018","Energy",31.734952,"1.25%","Switzerland"
"2019","Energy",57.238008,"2.17%","Switzerland"
"2020","Energy",42.401027,"1.42%","Switzerland"
"2021","Energy",52.322203,"1.75%","Switzerland"
"2017","Environmental protection",62.719729,"2.43%","Switzerland"
"2018","Environmental protection",61.18819,"2.41%","Switzerland"
"2019","Environmental protection",40.371811,"1.53%","Switzerland"
"2020","Environmental protection",42.14197,"1.41%","Switzerland"
"2021","Environmental protection",30.766433,"1.03%","Switzerland"
"2017","Unspecified",179.365842,"6.94%","Switzerland"
"2018","Unspecified",164.778836,"6.49%","Switzerland"
"2019","Unspecified",168.600723,"6.40%","Switzerland"
"2020","Unspecified",40.418909,"1.35%","Switzerland"
"2021","Unspecified",30.514148,"1.02%","Switzerland"
"2017","Trade policy",35.454843,"1.37%","Switzerland"
"2018","Trade policy",33.605517,"1.32%","Switzerland"
"2019","Trade policy",34.811898,"1.32%","Switzerland"
"2020","Trade policy",36.284528,"1.21%","Switzerland"
"2021","Trade policy",28.551164,"0.95%","Switzerland"
"2017","General budget support",13.808044,"0.53%","Switzerland"
"2018","General budget support",11.509143,"0.45%","Switzerland"
"2019","General budget support",6.034317,"0.23%","Switzerland"
"2020","General budget support",9.398084,"0.31%","Switzerland"
"2021","General budget support",7.801403,"0.26%","Switzerland"
"2017","Tourism",3.94735,"0.15%","Switzerland"
"2018","Tourism",7.1779,"0.28%","Switzerland"
"2019","Tourism",7.983718,"0.30%","Switzerland"
"2020","Tourism",6.191468,"0.21%","Switzerland"
"2021","Tourism",5.81332,"0.19%","Switzerland"
"2017","Infrastructure",20.547145,"0.79%","Switzerland"
"2018","Infrastructure",12.98506,"0.51%","Switzerland"
"2019","Infrastructure",11.46511,"0.43%","Switzerland"
"2020","Infrastructure",5.003444,"0.17%","Switzerland"
