"Year","Sector","Bilateral ODA for","Share","Donor"
"2017","Humanitarian aid",125.550861,"0.233861597509371%","Ireland"
"2018","Humanitarian aid",129.249525,"0.236015236454637%","Ireland"
"2019","Humanitarian aid",127.008848,"0.211742809572588%","Ireland"
"2020","Humanitarian aid",128.41407,"0.23604498261199%","Ireland"
"2021","Humanitarian aid",152.231226,"0.244686913512289%","Ireland"
"2017","Health & populations",78.727717,"0.146644869810058%","Ireland"
"2018","Health & populations",71.346421,"0.130281658075781%","Ireland"
"2019","Health & populations",76.271894,"0.127156693264257%","Ireland"
"2020","Health & populations",85.593608,"0.157334330358484%","Ireland"
"2021","Health & populations",98.607171,"0.158494974757468%","Ireland"
"2017","Government & civil society",66.341818,"0.123573852186931%","Ireland"
"2018","Government & civil society",61.442986,"0.112197556387685%","Ireland"
"2019","Government & civil society",66.497752,"0.11086173176487%","Ireland"
"2020","Government & civil society",61.94663,"0.113867516240404%","Ireland"
"2021","Government & civil society",59.336521,"0.0953737978964125%","Ireland"
"2017","Refugees in donor countries",44.355322,"0.0826199548003302%","Ireland"
"2018","Refugees in donor countries",58.208551,"0.106291337843964%","Ireland"
"2019","Refugees in donor countries",88.155412,"0.146968301105361%","Ireland"
"2020","Refugees in donor countries",39.326112,"0.0722874948456751%","Ireland"
"2021","Refugees in donor countries",50.287216,"0.0808285132786475%","Ireland"
"2017","Donor administration costs",34.260233,"0.0638159926312513%","Ireland"
"2018","Donor administration costs",34.179028,"0.0624123870103946%","Ireland"
"2019","Donor administration costs",45.864346,"0.0764627475500705%","Ireland"
"2020","Donor administration costs",42.744889,"0.0785717373552325%","Ireland"
"2021","Donor administration costs",49.398606,"0.0794002173637466%","Ireland"
"2017","Education",40.585869,"0.0755986544819159%","Ireland"
"2018","Education",44.668786,"0.081567139917393%","Ireland"
"2019","Education",48.100613,"0.0801909402310596%","Ireland"
"2020","Education",42.044428,"0.0772841813688411%","Ireland"
"2021","Education",44.113036,"0.0709045240461801%","Ireland"
"2017","Unspecified",29.730751,"0.0553789983488311%","Ireland"
"2018","Unspecified",43.130157,"0.0787575366538533%","Ireland"
"2019","Unspecified",29.802364,"0.049685013167468%","Ireland"
"2020","Unspecified",23.618026,"0.0434135958505133%","Ireland"
"2021","Unspecified",43.417037,"0.0697858189579242%","Ireland"
"2017","Agriculture (incl. forestry, fishing, rural development)",49.644725,"0.0924724418768693%","Ireland"
"2018","Agriculture (incl. forestry, fishing, rural development)",39.887793,"0.0728368394123586%","Ireland"
