"year","Multi_short","ODA","Share","Full Name","Donor"
2017,"UNFPA","27","12%","United Nations Population Fund","Denmark"
2017,"IDA","9.8","4.3%","International Development Association","Denmark"
2017,"IDA","9.8","4.3%","International Development Association","Denmark"
2017,"EU Com EDF","8.9","4%","European Commission - European Development Fund","Denmark"
2017,"EU Com budget","7.7","3.4%","European Commission - Development Share of Budget","Denmark"
2017,"UNAIDS","3.6","1.6%","Joint United Nations Programme on HIV/AIDS","Denmark"
2017,"WHO - assessed contributions","2.1","0.9%","World Health Organisation - assessed contributions","Denmark"
2017,"UNRWA","2.1","0.9%","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Denmark"
2017,"WFP","1.9","0.8%","World Food Programme","Denmark"
2017,"UNICEF","1.1","0.5%","United Nations Children's Fund","Denmark"
2017,"African Development Fund","0.5","0.2%","African Development Fund","Denmark"
2017,"UNDP","0.5","0.2%","United Nations Development Programme","Denmark"
2017,"ADB","0.2","0.1%","Asian Development Bank","Denmark"
2017,"FAO","0.2","0.1%","Food and Agricultural Organisation","Denmark"
2017,"GEF - LDC Fund","0.1","0%","Global Environment Facility - Least Developed Countries Fund","Denmark"
2017,"EIB","0.1","0%","European Investment Bank","Denmark"
2017,"GEF","0","0%","Global Environment Facility Trust Fund","Denmark"
2017,"Peacebuilding Fund","0","0%","United Nations Peacebuilding Fund","Denmark"
2018,"Global Fund","25","11.8%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Denmark"
2018,"UNFPA","19.3","9.1%","United Nations Population Fund","Denmark"
2018,"IDA","9.1","4.3%","International Development Association","Denmark"
2018,"IDA","9.1","4.3%","International Development Association","Denmark"
2018,"EU Com EDF","7.9","3.7%","European Commission - European Development Fund","Denmark"
2018,"EU Com budget","7.1","3.3%","European Commission - Development Share of Budget","Denmark"
2018,"UNAIDS","5.4","2.6%","Joint United Nations Programme on HIV/AIDS","Denmark"
2018,"Gavi","4.2","2%","Global Alliance for Vaccines and Immunization","Denmark"
2018,"WHO - assessed contributions","2","1%","World Health Organisation - assessed contributions","Denmark"
2018,"UNRWA","1.9","0.9%","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Denmark"
2018,"WFP","1.7","0.8%","World Food Programme","Denmark"
2018,"UNICEF","1.1","0.5%","United Nations Children's Fund","Denmark"
2018,"UNDP","0.3","0.1%","United Nations Development Programme","Denmark"
2018,"African Development Fund","0.2","0.1%","African Development Fund","Denmark"
2018,"FAO","0.1","0.1%","Food and Agricultural Organisation","Denmark"
2018,"EIB","0.1","0.1%","European Investment Bank","Denmark"
2018,"GEF - LDC Fund","0.1","0%","Global Environment Facility - Least Developed Countries Fund","Denmark"
2018,"GEF","0","0%","Global Environment Facility Trust Fund","Denmark"
2019,"Global Fund","24.8","11.2%","Global Fund to Fight AIDS, Tuberculosis and Malaria","Denmark"
2019,"UNFPA","18.2","8.2%","United Nations Population Fund","Denmark"
2019,"IDA","8.7","4%","International Development Association","Denmark"
2019,"IDA","8.7","4%","International Development Association","Denmark"
2019,"EU Com EDF","7.9","3.6%","European Commission - European Development Fund","Denmark"
2019,"EU Com budget","6.3","2.8%","European Commission - Development Share of Budget","Denmark"
2019,"UNAIDS","4.2","1.9%","Joint United Nations Programme on HIV/AIDS","Denmark"
2019,"Gavi","4.1","1.8%","Global Alliance for Vaccines and Immunization","Denmark"
2019,"WHO - assessed contributions","2.1","0.9%","World Health Organisation - assessed contributions","Denmark"
2019,"UNRWA","1.8","0.8%","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Denmark"
2019,"UNICEF","1.4","0.6%","United Nations Children's Fund","Denmark"
2019,"WFP","0.9","0.4%","World Food Programme","Denmark"
2019,"African Development Fund","0.6","0.3%","African Development Fund","Denmark"
2019,"UNDP","0.2","0.1%","United Nations Development Programme","Denmark"
2019,"EIB","0.2","0.1%","European Investment Bank","Denmark"
2019,"FAO","0.1","0.1%","Food and Agricultural Organisation","Denmark"
