"Year","Sector","Bilateral ODA for","Share","Donor"
2017,"Health policy and administrative management",33.385391,"0.424061464909493%","Ireland"
2018,"Health policy and administrative management",24.690632,"0.346066861573897%","Ireland"
2019,"Health policy and administrative management",21.933951,"0.287575800857915%","Ireland"
2020,"Health policy and administrative management",20.975799,"0.24506268038146%","Ireland"
2021,"Health policy and administrative management",15.224466,"0.154395120006029%","Ireland"
2017,"Medical education/training",0.888222,"0.0112822019213386%","Ireland"
2018,"Medical education/training",0.080711,"0.00113125506323576%","Ireland"
2019,"Medical education/training",0.60834,"0.00797593934143028%","Ireland"
2020,"Medical education/training",0.383735,"0.00448322028906644%","Ireland"
2021,"Medical education/training",0.609756,"0.00618368820255476%","Ireland"
2017,"Medical research",0.247133,"0.00313908505691839%","Ireland"
2018,"Medical research",0.024375,"0.000341642925578565%","Ireland"
2017,"Medical services",0.917946,"0.0116597563727143%","Ireland"
2018,"Medical services",0.764194,"0.0107110348254189%","Ireland"
2019,"Medical services",0.607343,"0.0079628676849168%","Ireland"
2020,"Medical services",0.43214,"0.00504874149013557%","Ireland"
2021,"Medical services",0.212757,"0.00215762198471347%","Ireland"
2017,"Basic health care",6.446687,"0.0818858623831299%","Ireland"
2018,"Basic health care",9.58041,"0.134280176436601%","Ireland"
2019,"Basic health care",18.741652,"0.245721602245776%","Ireland"
2020,"Basic health care",17.905834,"0.209195925004119%","Ireland"
2021,"Basic health care",19.987966,"0.20270296568999%","Ireland"
2017,"Basic health infrastructure",0.660321,"0.00838740186000821%","Ireland"
2018,"Basic health infrastructure",0.198445,"0.00278142893811029%","Ireland"
2019,"Basic health infrastructure",0.353056,"0.0046289135025282%","Ireland"
2020,"Basic health infrastructure",1.354393,"0.0158235297196492%","Ireland"
2021,"Basic health infrastructure",0.188313,"0.0019097292629965%","Ireland"
2017,"Basic nutrition",19.881688,"0.252537337009277%","Ireland"
2018,"Basic nutrition",20.948894,"0.293622212668523%","Ireland"
2019,"Basic nutrition",17.068786,"0.223788673715117%","Ireland"
2020,"Basic nutrition",16.667228,"0.194725148167606%","Ireland"
2021,"Basic nutrition",14.855485,"0.150653191338387%","Ireland"
2017,"Infectious disease control",0.614234,"0.00780200447067454%","Ireland"
2018,"Infectious disease control",0.032297,"0.000452678628406602%","Ireland"
2019,"Infectious disease control",0.049891,"0.000654120376242394%","Ireland"
2020,"Infectious disease control",0.077376,"0.000903992737401606%","Ireland"
2021,"Infectious disease control",0.096233,"0.000975922937693852%","Ireland"
2017,"Health education",2.713645,"0.0344687373571369%","Ireland"
2018,"Health education",1.551216,"0.0217420296387397%","Ireland"
2019,"Health education",0.898437,"0.0117793980571664%","Ireland"
2020,"Health education",0.322749,"0.00377071381311558%","Ireland"
2021,"Health education",0.41649,"0.00422372932694723%","Ireland"
2017,"Malaria control",1.228469,"0.0156040216433559%","Ireland"
2018,"Malaria control",1.218743,"0.0170820481660881%","Ireland"
2019,"Malaria control",1.181675,"0.015492928496046%","Ireland"
2020,"Malaria control",1.187793,"0.0138771226935544%","Ireland"
2021,"Malaria control",1.182592,"0.0119929614449643%","Ireland"
2017,"Tuberculosis control",1.228469,"0.0156040216433559%","Ireland"
2018,"Tuberculosis control",1.218743,"0.0170820481660881%","Ireland"
2019,"Tuberculosis control",1.181675,"0.015492928496046%","Ireland"
2020,"Tuberculosis control",1.187793,"0.0138771226935544%","Ireland"
2021,"Tuberculosis control",1.182592,"0.0119929614449643%","Ireland"
2017,"Health personnel development",0.70124,"0.00890715527798171%","Ireland"
2018,"Health personnel development",0.878599,"0.0123145490367344%","Ireland"
2019,"Health personnel development",1.012015,"0.0132685180205437%","Ireland"
2020,"Health personnel development",0.994939,"0.0116239871556764%","Ireland"
2021,"Health personnel development",0.946613,"0.00959983934636965%","Ireland"
2019,"Population policy and administrative management",1.343347,"0.0176126083875667%","Ireland"
2020,"Population policy and administrative management",0.593896,"0.0069385555052195%","Ireland"
2021,"Population policy and administrative management",0.295648,"0.00299824036124107%","Ireland"
2017,"Reproductive health care",2.150234,"0.0273122869802004%","Ireland"
2018,"Reproductive health care",0.513231,"0.00719350729590206%","Ireland"
2019,"Reproductive health care",3.147198,"0.0412628798755148%","Ireland"
2020,"Reproductive health care",4.125729,"0.0482013680273882%","Ireland"
2021,"Reproductive health care",2.124698,"0.0215470941763455%","Ireland"
2017,"Family planning",0.088834,"0.0011283700758146%","Ireland"
2018,"Family planning",1.280184,"0.0179432125964665%","Ireland"
2019,"Family planning",0.031787,"0.000416759022661742%","Ireland"
2020,"Family planning",0.041573,"0.000485702156637678%","Ireland"
2021,"Family planning",0.026963,"0.000273438531159159%","Ireland"
2017,"STD control including HIV/AIDS",7.54586,"0.0958475653498246%","Ireland"
2018,"STD control including HIV/AIDS",8.343276,"0.116940357807156%","Ireland"
2019,"STD control including HIV/AIDS",8.060864,"0.105685903119175%","Ireland"
2020,"STD control including HIV/AIDS",3.207858,"0.0374777752095694%","Ireland"
2021,"STD control including HIV/AIDS",2.258941,"0.0229084860369841%","Ireland"
2017,"Personnel development for population and reproductive health",0.029344,"0.000372727688775733%","Ireland"
2018,"Personnel development for population and reproductive health",0.022471,"0.000314956233053372%","Ireland"
2019,"Personnel development for population and reproductive health",0.051877,"0.000680158801353484%","Ireland"
