"Year","Recipient country","ODA Grants","ODA Loans","Share","Donor"
"2017","Ethiopia",44.270864,NA,"0.0824626362232601%","Ireland"
"2018","Ethiopia",45.460912,NA,"0.0830135963371893%","Ireland"
"2019","Ethiopia",46.95118,NA,"0.0782746629270134%","Ireland"
"2020","Ethiopia",47.127914,NA,"0.0866284172806714%","Ireland"
"2021","Ethiopia",47.968979,NA,"0.0771023246954984%","Ireland"
"2017","Ethiopia",NA,0,NA,"Ireland"
"2018","Ethiopia",NA,0,NA,"Ireland"
"2019","Ethiopia",NA,0,NA,"Ireland"
"2020","Ethiopia",NA,0,NA,"Ireland"
"2021","Ethiopia",NA,0,NA,"Ireland"
"2017","Mozambique",32.332901,NA,"0.0602259818829305%","Ireland"
"2018","Mozambique",25.086391,NA,"0.0458088376236468%","Ireland"
"2019","Mozambique",31.347365,NA,"0.0522607616895903%","Ireland"
"2020","Mozambique",30.62651,NA,"0.0562962767274328%","Ireland"
"2021","Mozambique",32.063066,NA,"0.0515361589302369%","Ireland"
"2017","Mozambique",NA,0,NA,"Ireland"
"2018","Mozambique",NA,0,NA,"Ireland"
"2019","Mozambique",NA,0,NA,"Ireland"
"2020","Mozambique",NA,0,NA,"Ireland"
"2021","Mozambique",NA,0,NA,"Ireland"
"2017","Tanzania",24.744535,NA,"0.0460912528885528%","Ireland"
"2018","Tanzania",29.340641,NA,"0.0535772825729582%","Ireland"
"2019","Tanzania",27.208176,NA,"0.0453601124670106%","Ireland"
"2020","Tanzania",27.201092,NA,"0.0499998270296015%","Ireland"
"2021","Tanzania",29.795949,NA,"0.0478921374250744%","Ireland"
"2017","Tanzania",NA,0,NA,"Ireland"
"2018","Tanzania",NA,0,NA,"Ireland"
"2019","Tanzania",NA,0,NA,"Ireland"
"2020","Tanzania",NA,0,NA,"Ireland"
"2021","Tanzania",NA,0,NA,"Ireland"
"2017","Uganda",30.571676,NA,"0.0569453760090016%","Ireland"
"2018","Uganda",32.064712,NA,"0.0585515543250921%","Ireland"
"2019","Uganda",25.078324,NA,"0.0418093295605016%","Ireland"
"2020","Uganda",27.036157,NA,"0.0496966509118512%","Ireland"
"2021","Uganda",28.776416,NA,"0.0462534041011116%","Ireland"
"2017","Uganda",NA,0,NA,"Ireland"
"2018","Uganda",NA,0,NA,"Ireland"
"2019","Uganda",NA,0,NA,"Ireland"
"2020","Uganda",NA,0,NA,"Ireland"
"2021","Uganda",NA,0,NA,"Ireland"
"2017","Malawi",24.805986,NA,"0.046205716691621%","Ireland"
"2018","Malawi",25.564715,NA,"0.0466822779860925%","Ireland"
"2019","Malawi",26.108614,NA,"0.0435269776040028%","Ireland"
"2020","Malawi",24.758684,NA,"0.0455103022143582%","Ireland"
"2021","Malawi",20.602906,NA,"0.0331158173719485%","Ireland"
"2017","Malawi",NA,0,NA,"Ireland"
"2018","Malawi",NA,0,NA,"Ireland"
"2019","Malawi",NA,0,NA,"Ireland"
