"Year","Sector","Bilateral ODA for","Share","Donor"
"2017","Education",178.468191,"26%","Austria"
"2018","Education",170.219198,"33%","Austria"
"2019","Education",176.352755,"35%","Austria"
"2020","Education",173.404593,"29%","Austria"
"2021","Education",187.637028,"26%","Austria"
"2017","Humanitarian aid",66.251551,"10%","Austria"
"2018","Humanitarian aid",28.243591,"5%","Austria"
"2019","Humanitarian aid",41.913181,"8%","Austria"
"2020","Humanitarian aid",58.903923,"10%","Austria"
"2021","Humanitarian aid",115.15976,"16%","Austria"
"2017","Energy",25.600862,"4%","Austria"
"2018","Energy",20.61363,"4%","Austria"
"2019","Energy",13.47167,"3%","Austria"
"2020","Energy",71.26414,"12%","Austria"
"2021","Energy",75.25753,"10%","Austria"
"2017","Refugees in donor countries",173.762788,"25%","Austria"
"2018","Refugees in donor countries",65.690252,"13%","Austria"
"2019","Refugees in donor countries",33.934607,"7%","Austria"
"2020","Refugees in donor countries",32.643442,"5%","Austria"
"2021","Refugees in donor countries",63.121804,"9%","Austria"
"2017","Health & populations",7.738277,"1%","Austria"
"2018","Health & populations",7.306637,"1%","Austria"
"2019","Health & populations",9.078037,"2%","Austria"
"2020","Health & populations",8.033743,"1%","Austria"
"2021","Health & populations",46.692557,"6%","Austria"
"2017","Donor administration costs",37.334368,"5%","Austria"
"2018","Donor administration costs",35.942951,"7%","Austria"
"2019","Donor administration costs",38.423673,"8%","Austria"
"2020","Donor administration costs",37.637771,"6%","Austria"
"2021","Donor administration costs",38.006069,"5%","Austria"
"2017","Government & civil society",24.007173,"4%","Austria"
"2018","Government & civil society",26.261783,"5%","Austria"
"2019","Government & civil society",40.122359,"8%","Austria"
"2020","Government & civil society",28.248898,"5%","Austria"
"2021","Government & civil society",27.85369,"4%","Austria"
"2017","Industry, construction & mining",16.476592,"2%","Austria"
"2018","Industry, construction & mining",16.573376,"3%","Austria"
"2019","Industry, construction & mining",9.006932,"2%","Austria"
"2020","Industry, construction & mining",11.752706,"2%","Austria"
"2021","Industry, construction & mining",27.808415,"4%","Austria"
"2017","Unspecified",32.07359,"5%","Austria"
"2018","Unspecified",31.355157,"6%","Austria"
"2019","Unspecified",25.408044,"5%","Austria"
"2020","Unspecified",20.983456,"3%","Austria"
"2021","Unspecified",24.040848,"3%","Austria"
"2017","Water and sanitation",12.491741,"2%","Austria"
"2018","Water and sanitation",19.329048,"4%","Austria"
"2019","Water and sanitation",16.066051,"3%","Austria"
"2020","Water and sanitation",16.615351,"3%","Austria"
"2021","Water and sanitation",23.825357,"3%","Austria"
"2017","Agriculture (incl. forestry, fishing, rural development)",28.379104,"4%","Austria"
"2018","Agriculture (incl. forestry, fishing, rural development)",23.716266,"5%","Austria"
"2019","Agriculture (incl. forestry, fishing, rural development)",23.785796,"5%","Austria"
"2020","Agriculture (incl. forestry, fishing, rural development)",39.924388,"7%","Austria"
"2021","Agriculture (incl. forestry, fishing, rural development)",23.60287,"3%","Austria"
"2017","Financial services & business support",6.884362,"1%","Austria"
"2018","Financial services & business support",5.723966,"1%","Austria"
"2019","Financial services & business support",12.280115,"2%","Austria"
"2020","Financial services & business support",37.042218,"6%","Austria"
"2021","Financial services & business support",18.229265,"3%","Austria"
"2017","Other social services",29.780436,"4%","Austria"
"2018","Other social services",23.170646,"4%","Austria"
"2019","Other social services",14.757156,"3%","Austria"
"2020","Other social services",15.770308,"3%","Austria"
"2021","Other social services",17.21783,"2%","Austria"
"2017","Other multisector",17.075649,"2%","Austria"
"2018","Other multisector",20.953774,"4%","Austria"
"2019","Other multisector",27.364748,"5%","Austria"
"2020","Other multisector",18.9508,"3%","Austria"
"2021","Other multisector",14.161763,"2%","Austria"
"2017","Conflict, peace & security",7.978978,"1%","Austria"
"2018","Conflict, peace & security",3.916044,"1%","Austria"
"2019","Conflict, peace & security",8.334787,"2%","Austria"
