"Year","Sector","climate-related ODA to","Share","Donor"
"2017","Environmental protection",29.5091200731044,"9%","Belgium"
"2018","Environmental protection",32.4035739265919,"11%","Belgium"
"2019","Environmental protection",34.6626228763386,"10%","Belgium"
"2020","Environmental protection",41.7713693942758,"13%","Belgium"
"2021","Environmental protection",68.9788619932961,"26%","Belgium"
"2017","Agriculture (incl. forestry, fishing, rural development)",92.0773940162947,"28%","Belgium"
"2018","Agriculture (incl. forestry, fishing, rural development)",67.4762349414447,"22%","Belgium"
"2019","Agriculture (incl. forestry, fishing, rural development)",129.874565837291,"36%","Belgium"
"2020","Agriculture (incl. forestry, fishing, rural development)",96.995006604289,"31%","Belgium"
"2021","Agriculture (incl. forestry, fishing, rural development)",65.9890118268183,"24%","Belgium"
"2017","Humanitarian aid",66.0361684218891,"20%","Belgium"
"2018","Humanitarian aid",45.1270019431132,"15%","Belgium"
"2019","Humanitarian aid",8.31919742798274,"2%","Belgium"
"2020","Humanitarian aid",27.4111475769274,"9%","Belgium"
"2021","Humanitarian aid",29.4472104869166,"11%","Belgium"
"2017","Education",16.0093717978405,"5%","Belgium"
"2018","Education",19.160864644486,"6%","Belgium"
"2019","Education",19.6705811846383,"5%","Belgium"
"2020","Education",25.9181024088901,"8%","Belgium"
"2021","Education",19.7766864726444,"7%","Belgium"
"2017","Other multisector",6.8981681329899,"2%","Belgium"
"2018","Other multisector",12.6628138881564,"4%","Belgium"
"2019","Other multisector",16.0433121493606,"4%","Belgium"
"2020","Other multisector",18.6860278772552,"6%","Belgium"
"2021","Other multisector",19.7120197489875,"7%","Belgium"
"2017","Financial services and business support",51.1459778119173,"16%","Belgium"
"2018","Financial services and business support",66.8890418732528,"22%","Belgium"
"2019","Financial services and business support",89.0306648866814,"25%","Belgium"
"2020","Financial services and business support",2.2329971642407,"1%","Belgium"
"2021","Financial services and business support",14.1045286847598,"5%","Belgium"
"2017","Water and sanitation",5.81094979314356,"2%","Belgium"
"2018","Water and sanitation",27.4356733388556,"9%","Belgium"
"2019","Water and sanitation",26.7506421054694,"7%","Belgium"
"2020","Water and sanitation",12.038489009437,"4%","Belgium"
"2021","Water and sanitation",11.3130605109946,"4%","Belgium"
"2017","Health",2.7435019175551,"1%","Belgium"
"2018","Health",1.62044508020642,"1%","Belgium"
"2019","Health",1.56559402331514,"0%","Belgium"
"2020","Health",4.04206540753366,"1%","Belgium"
"2021","Health",10.574971271611,"4%","Belgium"
"2017","Unspecified",12.5868011845607,"4%","Belgium"
"2018","Unspecified",9.03236411785994,"3%","Belgium"
"2019","Unspecified",8.99888811504618,"2%","Belgium"
"2020","Unspecified",10.6068268797473,"3%","Belgium"
"2021","Unspecified",10.4414200795809,"4%","Belgium"
"2017","Government & civil society",9.60931148734336,"3%","Belgium"
"2018","Government & civil society",10.328740986563,"3%","Belgium"
"2019","Government & civil society",8.94336359167082,"2%","Belgium"
"2020","Government & civil society",9.93092605025508,"3%","Belgium"
"2021","Government & civil society",9.46836396037584,"4%","Belgium"
"2017","Other social services",2.50728354826404,"1%","Belgium"
"2018","Other social services",2.81556819334596,"1%","Belgium"
"2019","Other social services",2.67857138377868,"1%","Belgium"
"2020","Other social services",5.2656660724005,"2%","Belgium"
"2021","Other social services",8.57856138186918,"3%","Belgium"
"2017","Energy",28.7918053444367,"9%","Belgium"
"2018","Energy",4.58013295634778,"2%","Belgium"
"2019","Energy",1.21415604810682,"0%","Belgium"
"2020","Energy",15.6848049208672,"5%","Belgium"
"2021","Energy",1.15539609737084,"0%","Belgium"
"2017","Trade policy",0.59205854181968,"0%","Belgium"
"2018","Trade policy",0.6045487713421,"0%","Belgium"
"2019","Trade policy",0.61551083248902,"0%","Belgium"
"2020","Trade policy",0.69827750410496,"0%","Belgium"
"2021","Trade policy",0.70359231285512,"0%","Belgium"
"2017","Conflict, peace and security",0,"0%","Belgium"
"2018","Conflict, peace and security",0,"0%","Belgium"
"2019","Conflict, peace and security",0,"0%","Belgium"
"2020","Conflict, peace and security",0,"0%","Belgium"
"2021","Conflict, peace and security",0,"0%","Belgium"
"2017","Donor administration costs",0.01196689887874,"0%","Belgium"
"2018","Donor administration costs",0.04104928356308,"0%","Belgium"
"2019","Donor administration costs",0,"0%","Belgium"
"2020","Donor administration costs",0,"0%","Belgium"
"2021","Donor administration costs",0,"0%","Belgium"
"2017","Food aid and commodity assistance",1.27864904314836,"0%","Belgium"
"2018","Food aid and commodity assistance",0,"0%","Belgium"
"2019","Food aid and commodity assistance",0,"0%","Belgium"
"2020","Food aid and commodity assistance",0,"0%","Belgium"
"2021","Food aid and commodity assistance",0,"0%","Belgium"
"2017","Industry, construction & mining",2.5705454294143,"1%","Belgium"
"2018","Industry, construction & mining",0.04658071688296,"0%","Belgium"
"2019","Industry, construction & mining",14.8587403686046,"4%","Belgium"
"2020","Industry, construction & mining",40.3784133566401,"13%","Belgium"
"2021","Industry, construction & mining",0,"0%","Belgium"
"2017","Infrastructure",0,"0%","Belgium"
"2018","Infrastructure",0.04850245564008,"0%","Belgium"
"2019","Infrastructure",0,"0%","Belgium"
"2020","Infrastructure",0,"0%","Belgium"
"2021","Infrastructure",0,"0%","Belgium"
"2017","Tourism",0,"0%","Belgium"
"2018","Tourism",0,"0%","Belgium"
"2019","Tourism",0,"0%","Belgium"
"2020","Tourism",0,"0%","Belgium"
"2021","Tourism",0,"0%","Belgium"
