"Year","Sector","Bilateral ODA for","Share","Donor"
"2017","Refugees in donor countries",357.998356,"0.237133229648494%","Belgium"
"2018","Refugees in donor countries",260.478246,"0.181000339396683%","Belgium"
"2019","Refugees in donor countries",152.171724,"0.119997633919817%","Belgium"
"2020","Refugees in donor countries",143.403276,"0.11417338552734%","Belgium"
"2021","Refugees in donor countries",250.666468,"0.182956480079856%","Belgium"
"2017","Humanitarian aid",188.479249,"0.124846084592335%","Belgium"
"2018","Humanitarian aid",202.507666,"0.140717917289838%","Belgium"
"2019","Humanitarian aid",170.43555,"0.134399888482716%","Belgium"
"2020","Humanitarian aid",199.619223,"0.158930835765893%","Belgium"
"2021","Humanitarian aid",182.228692,"0.13300510564451%","Belgium"
"2017","Health & populations",145.072134,"0.0960938034794191%","Belgium"
"2018","Health & populations",127.783585,"0.0887938728454311%","Belgium"
"2019","Health & populations",126.226053,"0.0995377281723993%","Belgium"
"2020","Health & populations",131.306331,"0.104542160887897%","Belgium"
"2021","Health & populations",162.111513,"0.118321975952922%","Belgium"
"2017","Education",120.067268,"0.0795309211864406%","Belgium"
"2018","Education",120.065749,"0.0834309262007123%","Belgium"
"2019","Education",126.843839,"0.100024893963258%","Belgium"
"2020","Education",116.750717,"0.0929534177631645%","Belgium"
"2021","Education",119.026019,"0.0868747289891126%","Belgium"
"2017","Other multisector",124.138347,"0.0822275484062152%","Belgium"
"2018","Other multisector",116.521059,"0.0809678026849926%","Belgium"
"2019","Other multisector",115.417414,"0.0910143897242297%","Belgium"
"2020","Other multisector",114.205352,"0.0909268745239934%","Belgium"
"2021","Other multisector",117.78392,"0.0859681455806341%","Belgium"
"2017","Agriculture (incl. forestry, fishing, rural development)",128.212058,"0.0849259190269021%","Belgium"
"2018","Agriculture (incl. forestry, fishing, rural development)",124.117027,"0.0862460660607616%","Belgium"
"2019","Agriculture (incl. forestry, fishing, rural development)",122.089991,"0.096276165244022%","Belgium"
"2020","Agriculture (incl. forestry, fishing, rural development)",119.328043,"0.095005407391544%","Belgium"
"2021","Agriculture (incl. forestry, fishing, rural development)",98.530303,"0.0719153126539513%","Belgium"
"2017","Donor administration costs",87.302618,"0.0578280637777811%","Belgium"
"2018","Donor administration costs",98.126293,"0.0681857030653469%","Belgium"
"2019","Donor administration costs",109.975994,"0.0867234642618621%","Belgium"
"2020","Donor administration costs",86.244801,"0.0686655227757958%","Belgium"
"2021","Donor administration costs",82.247115,"0.0600305369010231%","Belgium"
"2017","Government & civil society",73.4449,"0.0486489003268236%","Belgium"
"2018","Government & civil society",78.985756,"0.054885384338405%","Belgium"
"2019","Government & civil society",67.593518,"0.0533020328291512%","Belgium"
"2020","Government & civil society",68.301688,"0.0543797545893729%","Belgium"
"2021","Government & civil society",66.71321,"0.0486926479389667%","Belgium"
"2017","Unspecified",46.360617,"0.0307086405662346%","Belgium"
"2018","Unspecified",58.373167,"0.040562170549395%","Belgium"
"2019","Unspecified",56.057316,"0.0442049620460072%","Belgium"
"2020","Unspecified",58.57943,"0.0466391844867047%","Belgium"
"2021","Unspecified",57.875434,"0.0422421306376489%","Belgium"
"2017","Environmental protection",42.293676,"0.0280147543012377%","Belgium"
"2018","Environmental protection",60.956761,"0.0423574505700661%","Belgium"
"2019","Environmental protection",48.382815,"0.0381531020991798%","Belgium"
"2020","Environmental protection",45.096736,"0.0359046680729433%","Belgium"
"2021","Environmental protection",53.790125,"0.0392603446786328%","Belgium"
"2017","Financial services & business support",54.125114,"0.0358517375088531%","Belgium"
"2018","Financial services & business support",57.765508,"0.0401399222928652%","Belgium"
"2019","Financial services & business support",59.212759,"0.0466932409720503%","Belgium"
"2020","Financial services & business support",25.988562,"0.0206913132760453%","Belgium"
"2021","Financial services & business support",48.060541,"0.0350784350306225%","Belgium"
"2017","Other social services",19.469872,"0.0128965777379234%","Belgium"
"2018","Other social services",20.113993,"0.0139767509015801%","Belgium"
"2019","Other social services",17.7561,"0.0140018784806805%","Belgium"
"2020","Other social services",21.342361,"0.0169921474493837%","Belgium"
"2021","Other social services",39.217594,"0.0286241435190322%","Belgium"
"2017","Water and sanitation",44.825965,"0.0296921080066646%","Belgium"
"2018","Water and sanitation",44.439146,"0.0308797399860362%","Belgium"
"2019","Water and sanitation",37.922361,"0.0299043309297931%","Belgium"
"2020","Water and sanitation",26.403857,"0.021021958694094%","Belgium"
"2021","Water and sanitation",35.324923,"0.0257829602129789%","Belgium"
"2017","Infrastructure",21.843935,"0.0144691246983877%","Belgium"
"2018","Infrastructure",17.40132,"0.0120917768539884%","Belgium"
"2019","Infrastructure",15.093758,"0.0119024428412095%","Belgium"
"2020","Infrastructure",21.69897,"0.0172760688351094%","Belgium"
