"Year","Sector","climate-related ODA to","Share","Donor"
"2017","Agriculture (incl. forestry, fishing, rural development)",16.9370942212087,"59%","Luxembourg"
"2018","Agriculture (incl. forestry, fishing, rural development)",16.9517664241187,"59%","Luxembourg"
"2019","Agriculture (incl. forestry, fishing, rural development)",19.6925586817601,"80%","Luxembourg"
"2020","Agriculture (incl. forestry, fishing, rural development)",2.62984743014643,"69%","Luxembourg"
"2021","Agriculture (incl. forestry, fishing, rural development)",20.7298901588629,"82%","Luxembourg"
"2017","Energy",0.44218658231433,"2%","Luxembourg"
"2018","Energy",1.29089654425035,"5%","Luxembourg"
"2019","Energy",1.36531177731648,"6%","Luxembourg"
"2020","Energy",0,"0%","Luxembourg"
"2021","Energy",2.18854786794291,"9%","Luxembourg"
"2017","Other social services",0,"0%","Luxembourg"
"2018","Other social services",0,"0%","Luxembourg"
"2019","Other social services",0,"0%","Luxembourg"
"2020","Other social services",0.47629722838707,"12%","Luxembourg"
"2021","Other social services",1.08027541035,"4%","Luxembourg"
"2017","Water and sanitation",0.1761120344853,"1%","Luxembourg"
"2018","Water and sanitation",0,"0%","Luxembourg"
"2019","Water and sanitation",0.04130234890506,"0%","Luxembourg"
"2020","Water and sanitation",0.03101638987224,"1%","Luxembourg"
"2021","Water and sanitation",0.28949101019127,"1%","Luxembourg"
"2017","Other multisector",0,"0%","Luxembourg"
"2018","Other multisector",0.0567497444211,"0%","Luxembourg"
"2019","Other multisector",0.05537741465358,"0%","Luxembourg"
"2020","Other multisector",0.0748158578163,"2%","Luxembourg"
"2021","Other multisector",0.28158274276515,"1%","Luxembourg"
"2017","Education",7.30506552246702,"25%","Luxembourg"
"2018","Education",7.49127243209346,"26%","Luxembourg"
"2019","Education",0.04151080405962,"0%","Luxembourg"
"2020","Education",0.01720623588264,"0%","Luxembourg"
"2021","Education",0.22626721323558,"1%","Luxembourg"
"2017","Humanitarian aid",0,"0%","Luxembourg"
"2018","Humanitarian aid",0,"0%","Luxembourg"
"2019","Humanitarian aid",0.2569318350345,"1%","Luxembourg"
"2020","Humanitarian aid",0.0582154447266,"2%","Luxembourg"
"2021","Humanitarian aid",0.21841757382168,"1%","Luxembourg"
"2017","Government & civil society",1.59172230347082,"6%","Luxembourg"
"2018","Government & civil society",1.44134145212652,"5%","Luxembourg"
"2019","Government & civil society",0.98826308798643,"4%","Luxembourg"
"2020","Government & civil society",0.1819965497859,"5%","Luxembourg"
"2021","Government & civil society",0.17290595078001,"1%","Luxembourg"
"2017","Health",2.10851954555868,"7%","Luxembourg"
"2018","Health",0.97963825596651,"3%","Luxembourg"
"2019","Health",0,"0%","Luxembourg"
"2020","Health",0.0618634099314,"2%","Luxembourg"
"2021","Health",0.04758206043618,"0%","Luxembourg"
"2017","Donor administration costs",0,"0%","Luxembourg"
"2018","Donor administration costs",0,"0%","Luxembourg"
"2019","Donor administration costs",0,"0%","Luxembourg"
"2020","Donor administration costs",0,"0%","Luxembourg"
"2021","Donor administration costs",0,"0%","Luxembourg"
"2017","Environmental protection",0,"0%","Luxembourg"
"2018","Environmental protection",0,"0%","Luxembourg"
"2019","Environmental protection",0,"0%","Luxembourg"
"2020","Environmental protection",0,"0%","Luxembourg"
"2021","Environmental protection",0,"0%","Luxembourg"
"2017","Financial services and business support",0.03420510231465,"0%","Luxembourg"
"2018","Financial services and business support",0.12477126704346,"0%","Luxembourg"
"2019","Financial services and business support",0,"0%","Luxembourg"
"2020","Financial services and business support",0.28545110586774,"7%","Luxembourg"
"2021","Financial services and business support",0,"0%","Luxembourg"
"2017","Food aid and commodity assistance",0.09180495291294,"0%","Luxembourg"
"2018","Food aid and commodity assistance",0,"0%","Luxembourg"
"2019","Food aid and commodity assistance",0,"0%","Luxembourg"
"2020","Food aid and commodity assistance",0,"0%","Luxembourg"
"2021","Food aid and commodity assistance",0,"0%","Luxembourg"
"2017","Industry, construction & mining",0,"0%","Luxembourg"
"2018","Industry, construction & mining",0,"0%","Luxembourg"
"2019","Industry, construction & mining",0,"0%","Luxembourg"
"2020","Industry, construction & mining",0,"0%","Luxembourg"
"2021","Industry, construction & mining",0,"0%","Luxembourg"
"2017","Tourism",0,"0%","Luxembourg"
"2018","Tourism",0,"0%","Luxembourg"
"2019","Tourism",0,"0%","Luxembourg"
"2020","Tourism",0,"0%","Luxembourg"
"2021","Tourism",0,"0%","Luxembourg"
"2017","Unspecified",0,"0%","Luxembourg"
"2018","Unspecified",0.22803148212183,"1%","Luxembourg"
"2019","Unspecified",2.32186036780368,"9%","Luxembourg"
"2020","Unspecified",0,"0%","Luxembourg"
"2021","Unspecified",0,"0%","Luxembourg"
