"Year","Recipient country","ODA Grants","ODA Loans","Share","Donor"
"2017","Niger",36.239302,NA,"9.80%","Luxembourg"
"2018","Niger",49.515526,NA,"12.49%","Luxembourg"
"2019","Niger",50.001801,NA,"11.62%","Luxembourg"
"2020","Niger",37.583008,NA,"10.84%","Luxembourg"
"2021","Niger",36.202219,NA,"9.91%","Luxembourg"
"2017","Niger",NA,0,NA,"Luxembourg"
"2018","Niger",NA,0,NA,"Luxembourg"
"2019","Niger",NA,0,NA,"Luxembourg"
"2020","Niger",NA,0,NA,"Luxembourg"
"2021","Niger",NA,0,NA,"Luxembourg"
"2017","Burkina Faso",31.018864,NA,"8.39%","Luxembourg"
"2018","Burkina Faso",27.379307,NA,"6.90%","Luxembourg"
"2019","Burkina Faso",30.663576,NA,"7.13%","Luxembourg"
"2020","Burkina Faso",33.583521,NA,"9.69%","Luxembourg"
"2021","Burkina Faso",33.14629,NA,"9.08%","Luxembourg"
"2017","Burkina Faso",NA,0,NA,"Luxembourg"
"2018","Burkina Faso",NA,0,NA,"Luxembourg"
"2019","Burkina Faso",NA,0,NA,"Luxembourg"
"2020","Burkina Faso",NA,0,NA,"Luxembourg"
"2021","Burkina Faso",NA,0,NA,"Luxembourg"
"2017","Senegal",19.346565,NA,"5.23%","Luxembourg"
"2018","Senegal",21.58496,NA,"5.44%","Luxembourg"
"2019","Senegal",26.714461,NA,"6.21%","Luxembourg"
"2020","Senegal",14.563566,NA,"4.20%","Luxembourg"
"2021","Senegal",28.03907,NA,"7.68%","Luxembourg"
"2017","Senegal",NA,0,NA,"Luxembourg"
"2018","Senegal",NA,0,NA,"Luxembourg"
"2019","Senegal",NA,0,NA,"Luxembourg"
"2020","Senegal",NA,0,NA,"Luxembourg"
"2021","Senegal",NA,0,NA,"Luxembourg"
"2017","Cabo Verde",12.249672,NA,"3.31%","Luxembourg"
"2018","Cabo Verde",16.620387,NA,"4.19%","Luxembourg"
"2019","Cabo Verde",20.099468,NA,"4.67%","Luxembourg"
"2020","Cabo Verde",16.350613,NA,"4.72%","Luxembourg"
"2021","Cabo Verde",22.09476,NA,"6.05%","Luxembourg"
"2017","Cabo Verde",NA,0,NA,"Luxembourg"
"2018","Cabo Verde",NA,0,NA,"Luxembourg"
"2019","Cabo Verde",NA,0,NA,"Luxembourg"
"2020","Cabo Verde",NA,0,NA,"Luxembourg"
"2021","Cabo Verde",NA,0,NA,"Luxembourg"
"2017","Mali",22.729436,NA,"6.15%","Luxembourg"
"2018","Mali",27.59225,NA,"6.96%","Luxembourg"
