"Year","Sector","Bilateral ODA for","Share","Donor"
2017,"Health policy and administrative management",19.322411,"0.46036550985992%","Luxembourg"
2018,"Health policy and administrative management",13.667421,"0.322148058665769%","Luxembourg"
2019,"Health policy and administrative management",28.563029,"0.41780781611829%","Luxembourg"
2020,"Health policy and administrative management",12.15321,"0.335244698057272%","Luxembourg"
2021,"Health policy and administrative management",20.80009,"0.385743608460063%","Luxembourg"
2018,"Medical education/training",0.020566,"0.00048475107150941%","Luxembourg"
2019,"Medical education/training",0.053126,"0.000777104488431542%","Luxembourg"
2020,"Medical education/training",0.012253,"0.000337997392071375%","Luxembourg"
2021,"Medical education/training",0.566932,"0.0105139158259161%","Luxembourg"
2017,"Medical research",2.058882,"0.0490538298596077%","Luxembourg"
2018,"Medical research",2.121129,"0.0499960884741653%","Luxembourg"
2019,"Medical research",0.9543,"0.0139590937264281%","Luxembourg"
2020,"Medical research",0.899368,"0.0248089478913285%","Luxembourg"
2021,"Medical research",0.55872,"0.0103616219410015%","Luxembourg"
2017,"Medical services",5.78822,"0.137907057844975%","Luxembourg"
2018,"Medical services",4.408548,"0.103911716755843%","Luxembourg"
2019,"Medical services",4.756534,"0.06957655236188%","Luxembourg"
2020,"Medical services",4.497536,"0.124063938525024%","Luxembourg"
2021,"Medical services",6.157948,"0.11420090404558%","Luxembourg"
2017,"Basic health care",2.891207,"0.0688843635851432%","Luxembourg"
2018,"Basic health care",4.625632,"0.109028496956541%","Luxembourg"
2019,"Basic health care",6.834756,"0.099975898146565%","Luxembourg"
2020,"Basic health care",4.142196,"0.114261931400349%","Luxembourg"
2021,"Basic health care",6.341552,"0.117605892653211%","Luxembourg"
2017,"Basic health infrastructure",1.924146,"0.0458436814295548%","Luxembourg"
2018,"Basic health infrastructure",2.453103,"0.0578208843612247%","Luxembourg"
2019,"Basic health infrastructure",1.732482,"0.0253420084012885%","Luxembourg"
2020,"Basic health infrastructure",3.616798,"0.0997688967313283%","Luxembourg"
2021,"Basic health infrastructure",1.790734,"0.0332096733693038%","Luxembourg"
2017,"Basic nutrition",1.576315,"0.037556444621473%","Luxembourg"
2018,"Basic nutrition",1.667075,"0.0392938049468321%","Luxembourg"
2019,"Basic nutrition",5.895673,"0.0862393922114342%","Luxembourg"
2020,"Basic nutrition",0.254792,"0.00702840378035173%","Luxembourg"
2021,"Basic nutrition",3.398429,"0.0630248362173107%","Luxembourg"
