"year","Multi_short","ODA","Share","Full Name","Donor"
2017,"UNFPA",13.297144196211,"22%","United Nations Population Fund","Finland"
2017,"EU Com budget",7.44755831222501,"12%","European Commission - Development Share of Budget","Finland"
2017,"EU Com EDF",7.11624489574236,"12%","European Commission - European Development Fund","Finland"
2017,"IDA",5.94466020334889,"10%","International Development Association","Finland"
2017,"UNICEF",1.39942342647974,"2%","United Nations Children's Fund","Finland"
2017,"WHO - assessed contributions",1.02355453972192,"2%","World Health Organisation - assessed contributions","Finland"
2017,"UNRWA",1.0144596772696,"2%","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Finland"
2017,"African Development Fund",0.997493252843606,"2%","African Development Fund","Finland"
2017,"WFP",0.541257357349275,"1%","World Food Programme","Finland"
2017,"FAO",0.174597801127526,"0%","Food and Agricultural Organisation","Finland"
2017,"ADB",0.0488608243969752,"0%","Asian Development Bank","Finland"
2017,"UNDP",0.0220681066851373,"0%","United Nations Development Programme","Finland"
2017,"GEF",0.00644678502215736,"0%","Global Environment Facility Trust Fund","Finland"
2018,"UNFPA",11.4163752300885,"19%","United Nations Population Fund","Finland"
2018,"IDA",7.79969045157888,"13%","International Development Association","Finland"
2018,"EU Com EDF",6.42318092270413,"11%","European Commission - European Development Fund","Finland"
2018,"EU Com budget",5.54987724879205,"9%","European Commission - Development Share of Budget","Finland"
2018,"WHO - assessed contributions",1.54957245110763,"3%","World Health Organisation - assessed contributions","Finland"
2018,"UNICEF",1.3437453890609,"2%","United Nations Children's Fund","Finland"
2018,"UNRWA",0.916916114107136,"2%","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Finland"
2018,"WFP",0.482414223337581,"1%","World Food Programme","Finland"
2018,"African Development Fund",0.364785377051806,"1%","African Development Fund","Finland"
2018,"FAO",0.156230701433325,"0%","Food and Agricultural Organisation","Finland"
2018,"ADB",0.0715970817112807,"0%","Asian Development Bank","Finland"
2018,"UNDP",0.017648945598327,"0%","United Nations Development Programme","Finland"
2018,"GEF - LDC Fund",0.0163015491384567,"0%","Global Environment Facility - Least Developed Countries Fund","Finland"
2018,"GEF",0.00792623790489956,"0%","Global Environment Facility Trust Fund","Finland"
2019,"UNFPA",9.05129102371177,"17%","United Nations Population Fund","Finland"
2019,"EU Com EDF",6.43580041839808,"12%","European Commission - European Development Fund","Finland"
2019,"IDA",6.07281308752318,"11%","International Development Association","Finland"
2019,"EU Com budget",4.85453171102543,"9%","European Commission - Development Share of Budget","Finland"
2019,"WHO - assessed contributions",1.57958645402747,"3%","World Health Organisation - assessed contributions","Finland"
2019,"UNICEF",1.35600110567104,"3%","United Nations Children's Fund","Finland"
2019,"UNRWA",0.954153994709166,"2%","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Finland"
2019,"African Development Fund",0.308038939732588,"1%","African Development Fund","Finland"
2019,"WFP",0.25761929219388,"0%","World Food Programme","Finland"
2019,"FAO",0.175912537714411,"0%","Food and Agricultural Organisation","Finland"
2019,"ADB",0.0796746695423171,"0%","Asian Development Bank","Finland"
2019,"UNDP",0.0166074758691236,"0%","United Nations Development Programme","Finland"
2019,"GEF",0.00412690334375522,"0%","Global Environment Facility Trust Fund","Finland"
2020,"UNFPA",11.9362080300084,"14%","United Nations Population Fund","Finland"
2020,"WHO - assessed contributions",6.82644224730819,"8%","World Health Organisation - assessed contributions","Finland"
2020,"EU Com EDF",5.94743087769312,"7%","European Commission - European Development Fund","Finland"
2020,"IDA",5.83315047729576,"7%","International Development Association","Finland"
2020,"EU Com budget",5.31732423838497,"6%","European Commission - Development Share of Budget","Finland"
2020,"Gavi",3.00363547542463,"4%","Global Alliance for Vaccines and Immunization","Finland"
2020,"UNRWA",1.62034215300433,"2%","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Finland"
2020,"UNICEF",1.34530666933928,"2%","United Nations Children's Fund","Finland"
2020,"African Development Fund",0.577981874433574,"1%","African Development Fund","Finland"
2020,"ADB",0.223583569955651,"0%","Asian Development Bank","Finland"
2020,"WFP",0.210225289507918,"0%","World Food Programme","Finland"
2020,"FAO",0.0961698735172638,"0%","Food and Agricultural Organisation","Finland"
2020,"UNDP",0.060384901030349,"0%","United Nations Development Programme","Finland"
2020,"GEF",0.0440587782751487,"0%","Global Environment Facility Trust Fund","Finland"
2020,"Peacebuilding Fund",0.00725010672653356,"0%","United Nations Peacebuilding Fund","Finland"
2021,"EU Com budget",12.0861836760429,"14%","European Commission - Development Share of Budget","Finland"
2021,"UNFPA",11.2411692090294,"13%","United Nations Population Fund","Finland"
2021,"IDA",6.47726178120237,"8%","International Development Association","Finland"
2021,"EU Com EDF",4.5504877922338,"5%","European Commission - European Development Fund","Finland"
2021,"African Development Fund",2.15137685481317,"3%","African Development Fund","Finland"
2021,"UNRWA",1.40977196762213,"2%","United Nations Relief and Works Agency for Palestine Refugees in the Near East","Finland"
2021,"UNICEF",1.3563638921074,"2%","United Nations Children's Fund","Finland"
2021,"GEF",0.204396578886863,"0%","Global Environment Facility Trust Fund","Finland"
2021,"WFP",0.173157191277844,"0%","World Food Programme","Finland"
2021,"UNDP",0.0912493033252235,"0%","United Nations Development Programme","Finland"
2021,"FAO",0.0896190227292067,"0%","Food and Agricultural Organisation","Finland"
2021,"ADF",0.034728437906496,"0%","Asian Development Fund","Finland"
2021,"Peacebuilding Fund",0.00861024386986878,"0%","United Nations Peacebuilding Fund","Finland"
