"Year","Multi_short","ODA","Share","full name","country"
"2017","UN agency, fund or commission",264.136385,"32%","United Nations (UN) agency, fund or commission","Denmark"
"2018","UN agency, fund or commission",222.201036,"27%","United Nations (UN) agency, fund or commission","Denmark"
"2019","UN agency, fund or commission",264.222859,"30%","United Nations (UN) agency, fund or commission","Denmark"
"2020","UN agency, fund or commission",258.988176,"25%","United Nations (UN) agency, fund or commission","Denmark"
"2021","UN agency, fund or commission",257.581705,"28%","United Nations (UN) agency, fund or commission","Denmark"
"2017","CERF",17.071186,"2%","Central Emergency Response Fund","Denmark"
"2018","CERF",16.944306,"2%","Central Emergency Response Fund","Denmark"
"2019","CERF",30.683689,"4%","Central Emergency Response Fund","Denmark"
"2020","CERF",33.504763,"3%","Central Emergency Response Fund","Denmark"
"2021","CERF",32.601262,"4%","Central Emergency Response Fund","Denmark"
"2017","FAO",1.89935,"0%","Food and Agricultural Organisation","Denmark"
"2018","FAO",1.550302,"0%","Food and Agricultural Organisation","Denmark"
"2019","FAO",1.618346,"0%","Food and Agricultural Organisation","Denmark"
"2020","FAO",2.414631,"0%","Food and Agricultural Organisation","Denmark"
"2021","FAO",2.22356,"0%","Food and Agricultural Organisation","Denmark"
"2017","UNDP",29.874575,"4%","United Nations Development Programme","Denmark"
"2018","UNDP",18.638736,"2%","United Nations Development Programme","Denmark"
"2019","UNDP",17.940736,"2%","United Nations Development Programme","Denmark"
"2020","UNDP",26.476935,"3%","United Nations Development Programme","Denmark"
"2021","UNDP",25.762949,"3%","United Nations Development Programme","Denmark"
"2017","UN Women",10.242711,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Denmark"
"2018","UN Women",10.166583,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Denmark"
"2019","UN Women",10.060226,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Denmark"
"2020","UN Women",12.25784,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Denmark"
"2021","UN Women",11.927291,"1%","United Nations Entity for Gender Equality and the Empowerment of Women","Denmark"
"2017","UNEP",1.707119,"0%","United Nations Environment Programme","Denmark"
"2019","UNEP",5.030113,"1%","United Nations Environment Programme","Denmark"
"2020","UNEP",4.903136,"1%","United Nations Environment Programme","Denmark"
"2021","UNEP",4.770916,"0%","United Nations Environment Programme","Denmark"
"2017","UNFCCC",0.210534,"0%","United Nations Framework Convention on Climate Change","Denmark"
"2018","UNFCCC",0.104621,"0%","United Nations Framework Convention on Climate Change","Denmark"
"2019","UNFCCC",0.101386,"0%","United Nations Framework Convention on Climate Change","Denmark"
"2020","UNFCCC",0.100209,"0%","United Nations Framework Convention on Climate Change","Denmark"
"2021","UNFCCC",0.117354,"0%","United Nations Framework Convention on Climate Change","Denmark"
"2017","UNOCHA",8.535593,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Denmark"
"2018","UNOCHA",5.083292,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Denmark"
"2019","UNOCHA",5.030113,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Denmark"
"2020","UNOCHA",11.440651,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Denmark"
"2021","UNOCHA",11.132138,"1%","United Nations Office of Co-ordination of Humanitarian Affairs","Denmark"
"2017","UNFPA",46.433625,"5%","United Nations Population Fund","Denmark"
"2018","UNFPA",38.124688,"5%","United Nations Population Fund","Denmark"
"2019","UNFPA",50.301131,"6%","United Nations Population Fund","Denmark"
"2020","UNFPA",36.77352,"4%","United Nations Population Fund","Denmark"
"2021","UNFPA",35.781874,"4%","United Nations Population Fund","Denmark"
"2017","WFP",35.897187,"4%","World Food Programme","Denmark"
"2018","WFP",35.074713,"4%","World Food Programme","Denmark"
"2019","WFP",34.037098,"4%","World Food Programme","Denmark"
"2017","WHO - assessed contributions",2.406916,"0%","World Health Organisation - assessed contributions","Denmark"
"2018","WHO - assessed contributions",2.297675,"0%","World Health Organisation - assessed contributions","Denmark"
"2019","WHO - assessed contributions",2.377167,"0%","World Health Organisation - assessed contributions","Denmark"
"2020","WHO - assessed contributions",2.299397,"0%","World Health Organisation - assessed contributions","Denmark"
"2021","WHO - assessed contributions",2.132457,"0%","World Health Organisation - assessed contributions","Denmark"
"2017","WHO - core voluntary contributions",4.267796,"0%","World Health Organisation - core voluntary contributions account","Denmark"
"2018","WHO - core voluntary contributions",4.236076,"0%","World Health Organisation - core voluntary contributions account","Denmark"
"2019","WHO - core voluntary contributions",4.191761,"0%","World Health Organisation - core voluntary contributions account","Denmark"
"2020","WHO - core voluntary contributions",4.085947,"0%","World Health Organisation - core voluntary contributions account","Denmark"
"2021","WHO - core voluntary contributions",9.541833,"1%","World Health Organisation - core voluntary contributions account","Denmark"
"2017","EUI",318.216121,"37%","European Union Institutions","Denmark"
"2018","EUI",330.578457,"32%","European Union Institutions","Denmark"
"2019","EUI",342.705724,"38%","European Union Institutions","Denmark"
"2020","EUI",369.234942,"45%","European Union Institutions","Denmark"
"2021","EUI",365.933379,"44%","European Union Institutions","Denmark"
"2017","EC - Development Share of Budget",217.117792,"25%","European Commission - Development Share of Budget","Denmark"
"2018","EC - Development Share of Budget",219.558572,"21%","European Commission - Development Share of Budget","Denmark"
