"Year","Sector","Bilateral ODA for","Share","Donor"
"2018","Refugees in donor countries",260.478246,"18.10%","Belgium"
"2019","Refugees in donor countries",152.171724,"12.00%","Belgium"
"2020","Refugees in donor countries",143.403276,"11.42%","Belgium"
"2021","Refugees in donor countries",250.666468,"18.30%","Belgium"
"2022","Refugees in donor countries",336.856999,"24.36%","Belgium"
"2018","Humanitarian aid",202.507666,"14.07%","Belgium"
"2019","Humanitarian aid",170.43555,"13.44%","Belgium"
"2020","Humanitarian aid",199.619223,"15.89%","Belgium"
"2021","Humanitarian aid",182.228692,"13.30%","Belgium"
"2022","Humanitarian aid",207.586084,"15.01%","Belgium"
"2018","Health & populations",127.783585,"8.88%","Belgium"
"2019","Health & populations",126.226053,"9.95%","Belgium"
"2020","Health & populations",131.306331,"10.45%","Belgium"
"2021","Health & populations",162.111513,"11.83%","Belgium"
"2022","Health & populations",143.867661,"10.40%","Belgium"
"2018","Education",120.065749,"8.34%","Belgium"
"2019","Education",126.843839,"10.00%","Belgium"
"2020","Education",116.750717,"9.30%","Belgium"
"2021","Education",119.026019,"8.69%","Belgium"
"2022","Education",120.097319,"8.68%","Belgium"
"2018","Agriculture (incl. forestry, fishing, rural development)",124.117027,"8.62%","Belgium"
"2019","Agriculture (incl. forestry, fishing, rural development)",122.089991,"9.63%","Belgium"
"2020","Agriculture (incl. forestry, fishing, rural development)",119.328043,"9.50%","Belgium"
"2021","Agriculture (incl. forestry, fishing, rural development)",98.530303,"7.19%","Belgium"
"2022","Agriculture (incl. forestry, fishing, rural development)",94.02971,"6.80%","Belgium"
"2018","Donor administration costs",98.126293,"6.82%","Belgium"
"2019","Donor administration costs",109.975994,"8.67%","Belgium"
"2020","Donor administration costs",86.244801,"6.87%","Belgium"
"2021","Donor administration costs",82.247115,"6.00%","Belgium"
"2022","Donor administration costs",84.081538,"6.08%","Belgium"
"2018","Other multisector",116.521059,"8.10%","Belgium"
"2019","Other multisector",115.417414,"9.10%","Belgium"
"2020","Other multisector",114.205352,"9.09%","Belgium"
"2021","Other multisector",117.78392,"8.60%","Belgium"
"2022","Other multisector",60.456905,"4.37%","Belgium"
"2018","Unspecified",58.373167,"4.06%","Belgium"
"2019","Unspecified",56.057316,"4.42%","Belgium"
"2020","Unspecified",58.57943,"4.66%","Belgium"
"2021","Unspecified",57.875434,"4.22%","Belgium"
"2022","Unspecified",59.034011,"4.27%","Belgium"
"2018","Other social services",20.113993,"1.40%","Belgium"
"2019","Other social services",17.7561,"1.40%","Belgium"
"2020","Other social services",21.342361,"1.70%","Belgium"
"2021","Other social services",39.217594,"2.86%","Belgium"
"2022","Other social services",57.602151,"4.17%","Belgium"
"2018","Government & civil society",78.985756,"5.49%","Belgium"
"2019","Government & civil society",67.593518,"5.33%","Belgium"
"2020","Government & civil society",68.301688,"5.44%","Belgium"
"2021","Government & civil society",66.71321,"4.87%","Belgium"
"2022","Government & civil society",57.247955,"4.14%","Belgium"
"2018","Financial services & business support",57.765508,"4.01%","Belgium"
"2019","Financial services & business support",59.212759,"4.67%","Belgium"
"2020","Financial services & business support",25.988562,"2.07%","Belgium"
"2021","Financial services & business support",48.060541,"3.51%","Belgium"
