"Year","Sector","Bilateral ODA for","Share","Donor"
"2018","Refugees in donor countries",552.079987,"3.95%","United Kingdom"
"2019","Refugees in donor countries",698.186844,"4.51%","United Kingdom"
"2020","Refugees in donor countries",866.757766,"6.50%","United Kingdom"
"2021","Refugees in donor countries",1447.372709,"14.18%","United Kingdom"
"2022","Refugees in donor countries",4841.689443,"37.82%","United Kingdom"
"2018","Humanitarian aid",1946.727163,"13.93%","United Kingdom"
"2019","Humanitarian aid",2251.65856,"14.56%","United Kingdom"
"2020","Humanitarian aid",2113.798026,"15.86%","United Kingdom"
"2021","Humanitarian aid",1027.324662,"10.06%","United Kingdom"
"2022","Humanitarian aid",1472.492838,"11.50%","United Kingdom"
"2018","Health & populations",2018.843976,"14.45%","United Kingdom"
"2019","Health & populations",2139.717739,"13.83%","United Kingdom"
"2020","Health & populations",2211.593086,"16.59%","United Kingdom"
"2021","Health & populations",1371.235509,"13.43%","United Kingdom"
"2022","Health & populations",1281.262927,"10.01%","United Kingdom"
"2018","Donor administration costs",982.22006,"7.03%","United Kingdom"
"2019","Donor administration costs",1113.274835,"7.20%","United Kingdom"
"2020","Donor administration costs",1085.886124,"8.15%","United Kingdom"
"2021","Donor administration costs",1019.608874,"9.99%","United Kingdom"
"2022","Donor administration costs",889.965454,"6.95%","United Kingdom"
"2018","Government & civil society",1118.938922,"8.01%","United Kingdom"
"2019","Government & civil society",1323.041797,"8.55%","United Kingdom"
"2020","Government & civil society",994.948189,"7.47%","United Kingdom"
"2021","Government & civil society",724.262147,"7.09%","United Kingdom"
"2022","Government & civil society",784.041533,"6.12%","United Kingdom"
"2018","Other multisector",1395.737921,"9.99%","United Kingdom"
"2019","Other multisector",1452.721836,"9.39%","United Kingdom"
"2020","Other multisector",1194.060313,"8.96%","United Kingdom"
"2021","Other multisector",785.205929,"7.69%","United Kingdom"
"2022","Other multisector",672.534617,"5.25%","United Kingdom"
"2018","Education",1044.636313,"7.48%","United Kingdom"
"2019","Education",1165.325736,"7.53%","United Kingdom"
"2020","Education",757.470211,"5.68%","United Kingdom"
"2021","Education",632.394987,"6.19%","United Kingdom"
"2022","Education",471.077785,"3.68%","United Kingdom"
"2018","Environmental protection",526.705678,"3.77%","United Kingdom"
"2019","Environmental protection",503.486278,"3.25%","United Kingdom"
"2020","Environmental protection",343.557154,"2.58%","United Kingdom"
"2021","Environmental protection",340.054465,"3.33%","United Kingdom"
"2022","Environmental protection",435.095864,"3.40%","United Kingdom"
"2018","Financial services & business support",1145.33969,"8.20%","United Kingdom"
"2019","Financial services & business support",1331.453484,"8.61%","United Kingdom"
"2020","Financial services & business support",844.27903,"6.33%","United Kingdom"
"2021","Financial services & business support",706.333712,"6.92%","United Kingdom"
"2022","Financial services & business support",365.883672,"2.86%","United Kingdom"
"2018","Unspecified",127.62818,"0.91%","United Kingdom"
"2019","Unspecified",69.603246,"0.45%","United Kingdom"
"2020","Unspecified",128.495126,"0.96%","United Kingdom"
"2021","Unspecified",79.257887,"0.78%","United Kingdom"
"2022","Unspecified",306.35126,"2.39%","United Kingdom"
"2018","Agriculture (incl. forestry, fishing, rural development)",559.132553,"4.00%","United Kingdom"
"2019","Agriculture (incl. forestry, fishing, rural development)",624.598231,"4.04%","United Kingdom"
"2020","Agriculture (incl. forestry, fishing, rural development)",438.711881,"3.29%","United Kingdom"
"2021","Agriculture (incl. forestry, fishing, rural development)",350.147905,"3.43%","United Kingdom"
"2022","Agriculture (incl. forestry, fishing, rural development)",275.395111,"2.15%","United Kingdom"
"2018","Energy",343.114982,"2.46%","United Kingdom"
"2019","Energy",564.602143,"3.65%","United Kingdom"
"2020","Energy",297.265744,"2.23%","United Kingdom"
"2021","Energy",372.276814,"3.65%","United Kingdom"
"2022","Energy",217.771096,"1.70%","United Kingdom"
"2018","Conflict, peace & security",679.281615,"4.86%","United Kingdom"
"2019","Conflict, peace & security",611.850111,"3.96%","United Kingdom"
"2020","Conflict, peace & security",452.915983,"3.40%","United Kingdom"
"2021","Conflict, peace & security",383.403045,"3.75%","United Kingdom"
"2022","Conflict, peace & security",205.512892,"1.61%","United Kingdom"
"2018","Industry, construction & mining",513.477205,"3.68%","United Kingdom"
"2019","Industry, construction & mining",646.866228,"4.18%","United Kingdom"
"2020","Industry, construction & mining",461.431096,"3.46%","United Kingdom"
"2021","Industry, construction & mining",335.947625,"3.29%","United Kingdom"
"2022","Industry, construction & mining",148.572853,"1.16%","United Kingdom"
"2018","Infrastructure",218.920523,"1.57%","United Kingdom"
"2019","Infrastructure",111.817512,"0.72%","United Kingdom"
"2020","Infrastructure",160.189399,"1.20%","United Kingdom"
"2021","Infrastructure",144.092842,"1.41%","United Kingdom"
"2022","Infrastructure",129.752322,"1.01%","United Kingdom"
"2018","Other social services",321.741122,"2.30%","United Kingdom"
"2019","Other social services",363.907378,"2.35%","United Kingdom"
"2020","Other social services",358.346265,"2.69%","United Kingdom"
"2021","Other social services",241.959539,"2.37%","United Kingdom"
"2022","Other social services",127.176663,"0.99%","United Kingdom"
"2018","Food aid and commodity assistance",53.089631,"0.38%","United Kingdom"
"2019","Food aid and commodity assistance",103.85718,"0.67%","United Kingdom"
"2020","Food aid and commodity assistance",90.186396,"0.68%","United Kingdom"
"2021","Food aid and commodity assistance",26.52332,"0.26%","United Kingdom"
"2022","Food aid and commodity assistance",80.986434,"0.63%","United Kingdom"
"2018","Water and sanitation",310.695852,"2.22%","United Kingdom"
"2019","Water and sanitation",259.627549,"1.68%","United Kingdom"
"2020","Water and sanitation",153.375542,"1.15%","United Kingdom"
"2021","Water and sanitation",138.837828,"1.36%","United Kingdom"
"2022","Water and sanitation",67.150195,"0.52%","United Kingdom"
"2018","Trade policy",106.465913,"0.76%","United Kingdom"
"2019","Trade policy",132.793527,"0.86%","United Kingdom"
"2020","Trade policy",104.385203,"0.78%","United Kingdom"
"2021","Trade policy",83.606356,"0.82%","United Kingdom"
"2022","Trade policy",29.398328,"0.23%","United Kingdom"
"2018","Tourism",1.990379,"0.01%","United Kingdom"
"2019","Tourism",1.235199,"0.01%","United Kingdom"
"2020","Tourism",1.512309,"0.01%","United Kingdom"
"2021","Tourism",0.685922,"0.01%","United Kingdom"
"2022","Tourism",0.170555,"0.00%","United Kingdom"
"2018","Debt relief",5.277544,"0.04%","United Kingdom"
"2019","Debt relief",0,"0.00%","United Kingdom"
"2020","Debt relief",268.368095,"2.01%","United Kingdom"
"2021","Debt relief",0,"0.00%","United Kingdom"
"2022","Debt relief",0,"0.00%","United Kingdom"
"2018","General budget support",0,"0.00%","United Kingdom"
"2019","General budget support",0,"0.00%","United Kingdom"
"2020","General budget support",0,"0.00%","United Kingdom"
"2021","General budget support",0,"0.00%","United Kingdom"
"2022","General budget support",0,"0.00%","United Kingdom"
