"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","41.7","9.5%","european commission development share of budget","Netherlands"
"2019","EC - Development Share of Budget","36.6","9%","european commission development share of budget","Netherlands"
"2020","EC - Development Share of Budget","31.8","8.1%","european commission development share of budget","Netherlands"
"2021","EC - Development Share of Budget","33.6","9.2%","european commission development share of budget","Netherlands"
"2022","EC - Development Share of Budget","72.1","18.8%","european commission development share of budget","Netherlands"
"2018","IDA","66.3","15.1%","international development association","Netherlands"
"2019","IDA","55.7","13.7%","international development association","Netherlands"
"2020","IDA","28.3","7.2%","international development association","Netherlands"
"2021","IDA","6.3","1.7%","international development association","Netherlands"
"2022","IDA","31.3","8.2%","international development association","Netherlands"
"2018","GCF","1.5","0.3%","green climate fund","Netherlands"
"2019","GCF","5.6","1.4%","green climate fund","Netherlands"
"2020","GCF","22.7","5.7%","green climate fund","Netherlands"
"2021","GCF","14.4","4%","green climate fund","Netherlands"
"2022","GCF","15.5","4%","green climate fund","Netherlands"
"2018","AfDB","3","0.7%","african development bank","Netherlands"
"2019","AfDB","5.6","1.4%","african development bank","Netherlands"
"2020","AfDB","9.6","2.4%","african development bank","Netherlands"
"2021","AfDB","7.5","2.1%","african development bank","Netherlands"
"2022","AfDB","5.3","1.4%","african development bank","Netherlands"
"2018","GEF Fund","3.4","0.8%","global environment facility trust fund","Netherlands"
"2019","GEF Fund","0.8","0.2%","global environment facility trust fund","Netherlands"
"2020","GEF Fund","0.9","0.2%","global environment facility trust fund","Netherlands"
"2021","GEF Fund","1.6","0.4%","global environment facility trust fund","Netherlands"
"2022","GEF Fund","3.6","0.9%","global environment facility trust fund","Netherlands"
"2018","FAO","2.8","0.6%","food and agricultural organisation","Netherlands"
"2019","FAO","3.1","0.8%","food and agricultural organisation","Netherlands"
"2020","FAO","3.1","0.8%","food and agricultural organisation","Netherlands"
"2021","FAO","3.1","0.9%","food and agricultural organisation","Netherlands"
"2022","FAO","3.5","0.9%","food and agricultural organisation","Netherlands"
"2018","African Development Fund","NA","NA%","african development fund","Netherlands"
"2019","African Development Fund","NA","NA%","african development fund","Netherlands"
"2020","African Development Fund","NA","NA%","african development fund","Netherlands"
"2021","African Development Fund","0.8","0.2%","african development fund","Netherlands"
"2022","African Development Fund","3.1","0.8%","african development fund","Netherlands"
"2018","SDG Fund","NA","NA%","joint sustainable development goals fund","Netherlands"
"2019","SDG Fund","NA","NA%","joint sustainable development goals fund","Netherlands"
"2020","SDG Fund","NA","NA%","joint sustainable development goals fund","Netherlands"
"2021","SDG Fund","NA","NA%","joint sustainable development goals fund","Netherlands"
"2022","SDG Fund","0.6","0.2%","joint sustainable development goals fund","Netherlands"
"2018","UNDP","0.1","0%","united nations development programme","Netherlands"
"2019","UNDP","0.3","0.1%","united nations development programme","Netherlands"
"2020","UNDP","0.2","0%","united nations development programme","Netherlands"
"2021","UNDP","0.2","0.1%","united nations development programme","Netherlands"
"2022","UNDP","0.2","0.1%","united nations development programme","Netherlands"
