year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Education facilities and training,38.1,48.7%,Denmark
2023,Education policy and administrative management,20.69,26.4%,Denmark
2023,Higher education,9.44,12.1%,Denmark
2023,Primary education,8.78,11.2%,Denmark
2023,Vocational training,1.27,1.6%,Denmark
2022,Education facilities and training,40.5,52.2%,Denmark
2022,Primary education,16.01,20.6%,Denmark
2022,Education policy and administrative management,10.8,13.9%,Denmark
2022,Higher education,9.08,11.7%,Denmark
2022,Vocational training,1.18,1.5%,Denmark
2022,School feeding,0.03,0.0%,Denmark
2022,Basic life skills for youth,0.0,0.0%,Denmark
2022,Educational research,0.0,0.0%,Denmark
2022,Basic life skills for adults,0.0,0.0%,Denmark
2022,Teacher training,0.0,0.0%,Denmark
2021,Education facilities and training,46.28,62.5%,Denmark
2021,Primary education,16.89,22.8%,Denmark
2021,Higher education,9.27,12.5%,Denmark
2021,Basic life skills for youth,0.73,1.0%,Denmark
2021,Vocational training,0.58,0.8%,Denmark
2021,Advanced technical and managerial training,0.16,0.2%,Denmark
2021,Education policy and administrative management,0.07,0.1%,Denmark
2021,School feeding,0.05,0.1%,Denmark
2021,Basic life skills for adults,0.0,0.0%,Denmark
2021,Teacher training,0.0,0.0%,Denmark
2020,Education facilities and training,69.4,61.4%,Denmark
2020,Education policy and administrative management,26.37,23.3%,Denmark
2020,Higher education,9.61,8.5%,Denmark
2020,Primary education,5.99,5.3%,Denmark
2020,Basic life skills for youth,0.88,0.8%,Denmark
2020,Basic life skills for adults,0.47,0.4%,Denmark
2020,Vocational training,0.25,0.2%,Denmark
2020,Early childhood education,0.13,0.1%,Denmark
2020,Educational research,0.0,0.0%,Denmark
2019,Education facilities and training,49.35,52.1%,Denmark
2019,Education policy and administrative management,24.89,26.3%,Denmark
2019,Higher education,9.98,10.5%,Denmark
2019,Primary education,8.48,8.9%,Denmark
2019,Vocational training,0.86,0.9%,Denmark
2019,Basic life skills for adults,0.58,0.6%,Denmark
2019,Early childhood education,0.41,0.4%,Denmark
2019,Upper Secondary Education (modified and includes data from 11322),0.25,0.3%,Denmark
2019,Basic life skills for youth,0.0,0.0%,Denmark
