year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Higher education,1112.49,65.3%,France
2023,Education policy and administrative management,161.89,9.5%,France
2023,Upper Secondary Education (modified and includes data from 11322),118.33,6.9%,France
2023,Primary education,117.55,6.9%,France
2023,Vocational training,115.36,6.8%,France
2023,School feeding,30.26,1.8%,France
2023,Education facilities and training,17.21,1.0%,France
2023,Teacher training,10.55,0.6%,France
2023,Basic life skills for youth,7.75,0.5%,France
2023,Basic life skills for adults,4.17,0.2%,France
2023,Advanced technical and managerial training,3.06,0.2%,France
2023,Educational research,1.95,0.1%,France
2023,Lower secondary education,1.33,0.1%,France
2023,Early childhood education,0.8,0.0%,France
2022,Higher education,1081.12,65.7%,France
2022,Education policy and administrative management,139.06,8.5%,France
2022,Upper Secondary Education (modified and includes data from 11322),128.84,7.8%,France
2022,Primary education,118.77,7.2%,France
2022,Vocational training,98.91,6.0%,France
2022,Education facilities and training,27.38,1.7%,France
2022,Basic life skills for adults,20.39,1.2%,France
2022,School feeding,14.03,0.9%,France
2022,Teacher training,6.39,0.4%,France
2022,Educational research,4.17,0.3%,France
2022,Advanced technical and managerial training,3.3,0.2%,France
2022,Early childhood education,2.77,0.2%,France
2022,Basic life skills for youth,0.51,0.0%,France
2022,Lower secondary education,,,France
2021,Higher education,968.52,65.1%,France
2021,Primary education,133.88,9.0%,France
2021,Upper Secondary Education (modified and includes data from 11322),114.11,7.7%,France
2021,Education policy and administrative management,106.23,7.1%,France
2021,Vocational training,75.12,5.0%,France
2021,Education facilities and training,36.11,2.4%,France
2021,School feeding,22.89,1.5%,France
2021,Basic life skills for adults,13.78,0.9%,France
2021,Educational research,11.11,0.7%,France
2021,Teacher training,4.35,0.3%,France
2021,Advanced technical and managerial training,1.62,0.1%,France
2021,Basic life skills for youth,0.69,0.0%,France
2021,Early childhood education,0.38,0.0%,France
2020,Higher education,1065.81,65.6%,France
2020,Vocational training,144.58,8.9%,France
2020,Upper Secondary Education (modified and includes data from 11322),135.49,8.3%,France
2020,Primary education,114.61,7.1%,France
2020,Education policy and administrative management,78.14,4.8%,France
2020,Education facilities and training,55.8,3.4%,France
2020,Basic life skills for adults,15.04,0.9%,France
2020,Teacher training,7.16,0.4%,France
2020,School feeding,4.16,0.3%,France
2020,Early childhood education,2.25,0.1%,France
2020,Advanced technical and managerial training,0.74,0.0%,France
2020,Basic life skills for youth,0.28,0.0%,France
2020,Educational research,0.05,0.0%,France
2019,Higher education,970.2,67.4%,France
2019,Upper Secondary Education (modified and includes data from 11322),143.53,10.0%,France
2019,Primary education,106.02,7.4%,France
2019,Education policy and administrative management,91.67,6.4%,France
2019,Vocational training,85.95,6.0%,France
2019,Basic life skills for adults,21.26,1.5%,France
2019,Advanced technical and managerial training,9.92,0.7%,France
2019,Education facilities and training,5.32,0.4%,France
2019,School feeding,3.41,0.2%,France
2019,Early childhood education,0.9,0.1%,France
2019,Teacher training,0.85,0.1%,France
2019,Educational research,0.38,0.0%,France
2019,Basic life skills for youth,0.05,0.0%,France
