year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Higher education,105.88,99.1%,Hungary
2023,Education facilities and training,0.53,0.5%,Hungary
2023,Teacher training,0.2,0.2%,Hungary
2023,Primary education,0.11,0.1%,Hungary
2023,Advanced technical and managerial training,0.03,0.0%,Hungary
2023,Early childhood education,0.02,0.0%,Hungary
2023,Education policy and administrative management,0.01,0.0%,Hungary
2023,School feeding,0.01,0.0%,Hungary
2022,Higher education,166.91,98.0%,Hungary
2022,Education facilities and training,1.73,1.0%,Hungary
2022,Education policy and administrative management,0.99,0.6%,Hungary
2022,Educational research,0.46,0.3%,Hungary
2022,Advanced technical and managerial training,0.07,0.0%,Hungary
2022,Vocational training,0.03,0.0%,Hungary
2022,Teacher training,0.02,0.0%,Hungary
2022,Basic life skills for youth,0.02,0.0%,Hungary
2021,Higher education,126.84,89.4%,Hungary
2021,Early childhood education,7.39,5.2%,Hungary
2021,Education facilities and training,6.63,4.7%,Hungary
2021,Primary education,0.7,0.5%,Hungary
2021,Vocational training,0.26,0.2%,Hungary
2021,Advanced technical and managerial training,0.03,0.0%,Hungary
2021,Upper Secondary Education (modified and includes data from 11322),0.02,0.0%,Hungary
2021,Basic life skills for adults,0.01,0.0%,Hungary
2021,Education policy and administrative management,0.01,0.0%,Hungary
2021,Basic life skills for youth,0.01,0.0%,Hungary
2020,Higher education,123.04,89.3%,Hungary
2020,Education facilities and training,13.98,10.1%,Hungary
2020,Primary education,0.33,0.2%,Hungary
2020,Vocational training,0.13,0.1%,Hungary
2020,Teacher training,0.1,0.1%,Hungary
2020,Education policy and administrative management,0.1,0.1%,Hungary
2020,Early childhood education,0.06,0.0%,Hungary
2019,Higher education,112.9,92.2%,Hungary
2019,Education facilities and training,7.2,5.9%,Hungary
2019,Vocational training,1.4,1.1%,Hungary
2019,Education policy and administrative management,0.35,0.3%,Hungary
2019,Primary education,0.26,0.2%,Hungary
2019,Basic life skills for youth,0.18,0.1%,Hungary
2019,Early childhood education,0.09,0.1%,Hungary
2019,Teacher training,0.06,0.1%,Hungary
2019,Advanced technical and managerial training,0.02,0.0%,Hungary
2019,Basic life skills for adults,0.01,0.0%,Hungary
