"Year","Multi_short","ODA","Share","Full Name","Donor"
"2018","EC - Development Share of Budget","14.7","73%","european commission development share of budget","Portugal"
"2019","EC - Development Share of Budget","13.5","63%","european commission development share of budget","Portugal"
"2020","EC - Development Share of Budget","13.9","82%","european commission development share of budget","Portugal"
"2021","EC - Development Share of Budget","16.3","85.2%","european commission development share of budget","Portugal"
"2022","EC - Development Share of Budget","18.5","76.5%","european commission development share of budget","Portugal"
"2018","African Development Fund","1.5","7.2%","african development fund","Portugal"
"2019","African Development Fund","2.7","12.6%","african development fund","Portugal"
"2020","African Development Fund","NA","NA%","african development fund","Portugal"
"2021","African Development Fund","0.4","2.3%","african development fund","Portugal"
"2022","African Development Fund","1.6","6.5%","african development fund","Portugal"
"2018","IDA","2","9.9%","international development association","Portugal"
"2019","IDA","1.8","8.4%","international development association","Portugal"
"2020","IDA","0.5","3.1%","international development association","Portugal"
"2021","IDA","0.3","1.7%","international development association","Portugal"
"2022","IDA","1","3.9%","international development association","Portugal"
"2018","FAO","NA","NA%","food and agricultural organisation","Portugal"
"2019","FAO","2.1","9.7%","food and agricultural organisation","Portugal"
"2020","FAO","0.9","5.5%","food and agricultural organisation","Portugal"
"2021","FAO","1","5%","food and agricultural organisation","Portugal"
"2022","FAO","0.9","3.8%","food and agricultural organisation","Portugal"
"2018","Adaptation Fund","NA","NA%","adaptation fund","Portugal"
"2019","Adaptation Fund","NA","NA%","adaptation fund","Portugal"
"2020","Adaptation Fund","NA","NA%","adaptation fund","Portugal"
"2021","Adaptation Fund","NA","NA%","adaptation fund","Portugal"
"2022","Adaptation Fund","0.6","2.7%","adaptation fund","Portugal"
"2018","AfDB","0","0.2%","african development bank","Portugal"
"2019","AfDB","0.1","0.4%","african development bank","Portugal"
"2020","AfDB","NA","NA%","african development bank","Portugal"
"2021","AfDB","0.2","1%","african development bank","Portugal"
"2022","AfDB","0.2","0.9%","african development bank","Portugal"
"2018",NA,"NA","NA%","world organisation for animal health","Portugal"
"2019",NA,"NA","NA%","world organisation for animal health","Portugal"
"2020",NA,"NA","NA%","world organisation for animal health","Portugal"
"2021",NA,"NA","NA%","world organisation for animal health","Portugal"
"2022",NA,"0.2","0.6%","world organisation for animal health","Portugal"
"2018","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","Portugal"
"2019","WTO - international trade centre","NA","NA%","world trade organisation international trade centre","Portugal"
"2020","WTO - international trade centre","0","0.3%","world trade organisation international trade centre","Portugal"
"2021","WTO - international trade centre","0","0.1%","world trade organisation international trade centre","Portugal"
"2022","WTO - international trade centre","0","0.1%","world trade organisation international trade centre","Portugal"
"2018","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Portugal"
"2019","WHO - assessed contributions","NA","NA%","world health organisation assessed contributions","Portugal"
"2020","WHO - assessed contributions","0","0%","world health organisation assessed contributions","Portugal"
"2021","WHO - assessed contributions","0","0%","world health organisation assessed contributions","Portugal"
"2022","WHO - assessed contributions","0","0%","world health organisation assessed contributions","Portugal"
"2018","UN","NA","NA%","united nations","Portugal"
"2019","UN","NA","NA%","united nations","Portugal"
"2020","UN","NA","NA%","united nations","Portugal"
"2021","UN","NA","NA%","united nations","Portugal"
"2022","UN","0","0%","united nations","Portugal"
"2018","IDB, IIC and MIF","0","0.1%","inter american development bank inter american investment corporation and multilateral investment fund","Portugal"
"2019","IDB, IIC and MIF","0","0.1%","inter american development bank inter american investment corporation and multilateral investment fund","Portugal"
"2020","IDB, IIC and MIF","0","0.1%","inter american development bank inter american investment corporation and multilateral investment fund","Portugal"
"2021","IDB, IIC and MIF","0","0%","inter american development bank inter american investment corporation and multilateral investment fund","Portugal"
"2022","IDB, IIC and MIF","0","0%","inter american development bank inter american investment corporation and multilateral investment fund","Portugal"
"2018","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","Portugal"
"2019","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","Portugal"
"2020","WHO - core voluntary contributions","NA","NA%","world health organisation core voluntary contributions account","Portugal"
