year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Primary education,104.81,51.3%,Norway
2023,Education policy and administrative management,30.65,15.0%,Norway
2023,Higher education,26.13,12.8%,Norway
2023,School feeding,13.01,6.4%,Norway
2023,Vocational training,11.85,5.8%,Norway
2023,Teacher training,5.92,2.9%,Norway
2023,Education facilities and training,5.13,2.5%,Norway
2023,Basic life skills for youth,3.4,1.7%,Norway
2023,Educational research,1.42,0.7%,Norway
2023,Advanced technical and managerial training,0.62,0.3%,Norway
2023,Basic life skills for adults,0.56,0.3%,Norway
2023,Lower secondary education,0.56,0.3%,Norway
2023,Upper Secondary Education (modified and includes data from 11322),0.06,0.0%,Norway
2022,Primary education,98.6,48.9%,Norway
2022,Education policy and administrative management,28.77,14.3%,Norway
2022,Higher education,26.22,13.0%,Norway
2022,Vocational training,16.46,8.2%,Norway
2022,School feeding,9.9,4.9%,Norway
2022,Education facilities and training,9.1,4.5%,Norway
2022,Teacher training,6.41,3.2%,Norway
2022,Basic life skills for youth,1.18,0.6%,Norway
2022,Educational research,1.15,0.6%,Norway
2022,Advanced technical and managerial training,1.05,0.5%,Norway
2022,Basic life skills for adults,0.95,0.5%,Norway
2022,Upper Secondary Education (modified and includes data from 11322),0.67,0.3%,Norway
2022,Lower secondary education,0.58,0.3%,Norway
2022,Early childhood education,0.55,0.3%,Norway
2021,Primary education,213.9,63.2%,Norway
2021,Education policy and administrative management,46.62,13.8%,Norway
2021,Higher education,26.56,7.8%,Norway
2021,Vocational training,24.14,7.1%,Norway
2021,Education facilities and training,7.0,2.1%,Norway
2021,Teacher training,5.89,1.7%,Norway
2021,School feeding,5.47,1.6%,Norway
2021,Basic life skills for youth,2.48,0.7%,Norway
2021,Lower secondary education,1.83,0.5%,Norway
2021,Basic life skills for adults,1.48,0.4%,Norway
2021,Upper Secondary Education (modified and includes data from 11322),0.97,0.3%,Norway
2021,Educational research,0.94,0.3%,Norway
2021,Early childhood education,0.94,0.3%,Norway
2021,Advanced technical and managerial training,0.31,0.1%,Norway
2020,Primary education,265.12,67.0%,Norway
2020,Education policy and administrative management,47.91,12.1%,Norway
2020,Vocational training,25.74,6.5%,Norway
2020,Higher education,21.05,5.3%,Norway
2020,Teacher training,10.44,2.6%,Norway
2020,Education facilities and training,9.64,2.4%,Norway
2020,Basic life skills for adults,5.81,1.5%,Norway
2020,Early childhood education,2.82,0.7%,Norway
2020,Lower secondary education,2.14,0.5%,Norway
2020,Advanced technical and managerial training,1.98,0.5%,Norway
2020,Educational research,1.58,0.4%,Norway
2020,Upper Secondary Education (modified and includes data from 11322),1.1,0.3%,Norway
2020,School feeding,0.52,0.1%,Norway
2019,Primary education,245.3,65.0%,Norway
2019,Education policy and administrative management,40.45,10.7%,Norway
2019,Higher education,28.22,7.5%,Norway
2019,Vocational training,19.63,5.2%,Norway
2019,Education facilities and training,11.05,2.9%,Norway
2019,School feeding,9.57,2.5%,Norway
2019,Basic life skills for adults,8.52,2.3%,Norway
2019,Teacher training,6.29,1.7%,Norway
2019,Early childhood education,2.59,0.7%,Norway
2019,Upper Secondary Education (modified and includes data from 11322),2.45,0.6%,Norway
2019,Advanced technical and managerial training,2.15,0.6%,Norway
2019,Educational research,0.91,0.2%,Norway
