year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Higher education,2.19,67.6%,Slovak Republic
2023,Vocational training,0.39,11.9%,Slovak Republic
2023,Education facilities and training,0.26,7.9%,Slovak Republic
2023,Upper Secondary Education (modified and includes data from 11322),0.19,6.0%,Slovak Republic
2023,Advanced technical and managerial training,0.13,4.1%,Slovak Republic
2023,Education policy and administrative management,0.04,1.2%,Slovak Republic
2023,Lower secondary education,0.02,0.7%,Slovak Republic
2023,Early childhood education,0.01,0.2%,Slovak Republic
2023,Primary education,0.01,0.2%,Slovak Republic
2023,Basic life skills for adults,0.01,0.2%,Slovak Republic
2022,Higher education,2.47,60.7%,Slovak Republic
2022,Education facilities and training,0.63,15.4%,Slovak Republic
2022,Upper Secondary Education (modified and includes data from 11322),0.43,10.6%,Slovak Republic
2022,Vocational training,0.29,7.2%,Slovak Republic
2022,Primary education,0.07,1.8%,Slovak Republic
2022,Lower secondary education,0.07,1.7%,Slovak Republic
2022,Early childhood education,0.06,1.4%,Slovak Republic
2022,Education policy and administrative management,0.03,0.7%,Slovak Republic
2022,Teacher training,0.01,0.1%,Slovak Republic
2022,Basic life skills for adults,0.01,0.3%,Slovak Republic
2022,Advanced technical and managerial training,0.0,0.1%,Slovak Republic
2022,Educational research,0.0,0.1%,Slovak Republic
2021,Higher education,1.89,68.8%,Slovak Republic
2021,Upper Secondary Education (modified and includes data from 11322),0.3,11.1%,Slovak Republic
2021,Education facilities and training,0.23,8.5%,Slovak Republic
2021,Early childhood education,0.08,2.8%,Slovak Republic
2021,Primary education,0.07,2.7%,Slovak Republic
2021,Educational research,0.04,1.4%,Slovak Republic
2021,Basic life skills for adults,0.03,1.2%,Slovak Republic
2021,Vocational training,0.03,1.2%,Slovak Republic
2021,Lower secondary education,0.03,1.1%,Slovak Republic
2021,Teacher training,0.02,0.9%,Slovak Republic
2021,Education policy and administrative management,0.01,0.4%,Slovak Republic
2020,Higher education,1.75,64.5%,Slovak Republic
2020,Vocational training,0.69,25.4%,Slovak Republic
2020,Education facilities and training,0.1,3.7%,Slovak Republic
2020,Primary education,0.09,3.3%,Slovak Republic
2020,Lower secondary education,0.06,2.4%,Slovak Republic
2020,Upper Secondary Education (modified and includes data from 11322),0.01,0.3%,Slovak Republic
2020,Education policy and administrative management,0.0,0.1%,Slovak Republic
2020,Early childhood education,0.0,0.1%,Slovak Republic
2020,Basic life skills for adults,0.0,0.1%,Slovak Republic
2020,Advanced technical and managerial training,0.0,0.2%,Slovak Republic
2019,Higher education,2.25,55.8%,Slovak Republic
2019,Upper Secondary Education (modified and includes data from 11322),0.46,11.4%,Slovak Republic
2019,Education facilities and training,0.32,7.9%,Slovak Republic
2019,Vocational training,0.3,7.5%,Slovak Republic
2019,Primary education,0.25,6.1%,Slovak Republic
2019,Education policy and administrative management,0.19,4.8%,Slovak Republic
2019,Advanced technical and managerial training,0.16,3.9%,Slovak Republic
2019,Basic life skills for adults,0.07,1.9%,Slovak Republic
2019,Early childhood education,0.02,0.5%,Slovak Republic
2019,Teacher training,0.01,0.2%,Slovak Republic
