year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Primary education,712.61,44.3%,United States
2023,Education policy and administrative management,259.4,16.1%,United States
2023,School feeding,232.04,14.4%,United States
2023,Higher education,215.88,13.4%,United States
2023,Basic life skills for adults,71.22,4.4%,United States
2023,Upper Secondary Education (modified and includes data from 11322),52.22,3.2%,United States
2023,Advanced technical and managerial training,26.25,1.6%,United States
2023,Vocational training,15.53,1.0%,United States
2023,Education facilities and training,10.99,0.7%,United States
2023,Educational research,5.41,0.3%,United States
2023,Teacher training,3.98,0.2%,United States
2023,Early childhood education,1.72,0.1%,United States
2023,Basic life skills for youth,0.09,0.0%,United States
2022,Primary education,524.1,41.1%,United States
2022,School feeding,212.28,16.7%,United States
2022,Education policy and administrative management,176.99,13.9%,United States
2022,Higher education,149.29,11.7%,United States
2022,Basic life skills for adults,102.64,8.1%,United States
2022,Advanced technical and managerial training,41.92,3.3%,United States
2022,Upper Secondary Education (modified and includes data from 11322),41.36,3.2%,United States
2022,Vocational training,7.74,0.6%,United States
2022,Early childhood education,5.34,0.4%,United States
2022,Education facilities and training,5.02,0.4%,United States
2022,Educational research,4.52,0.4%,United States
2022,Teacher training,2.72,0.2%,United States
2022,Basic life skills for youth,,,United States
2021,Primary education,808.74,56.5%,United States
2021,School feeding,220.7,15.4%,United States
2021,Higher education,133.91,9.4%,United States
2021,Basic life skills for adults,91.85,6.4%,United States
2021,Upper Secondary Education (modified and includes data from 11322),57.85,4.0%,United States
2021,Advanced technical and managerial training,39.93,2.8%,United States
2021,Education policy and administrative management,35.45,2.5%,United States
2021,Education facilities and training,13.93,1.0%,United States
2021,Vocational training,9.48,0.7%,United States
2021,Early childhood education,9.31,0.7%,United States
2021,Educational research,7.46,0.5%,United States
2021,Teacher training,3.02,0.2%,United States
2021,Basic life skills for youth,,,United States
2020,Primary education,878.17,59.1%,United States
2020,School feeding,233.76,15.7%,United States
2020,Higher education,132.85,8.9%,United States
2020,Upper Secondary Education (modified and includes data from 11322),71.55,4.8%,United States
2020,Basic life skills for adults,65.56,4.4%,United States
2020,Education facilities and training,30.51,2.1%,United States
2020,Education policy and administrative management,30.32,2.0%,United States
2020,Teacher training,13.56,0.9%,United States
2020,Advanced technical and managerial training,9.53,0.6%,United States
2020,Educational research,7.97,0.5%,United States
2020,Early childhood education,5.8,0.4%,United States
2020,Vocational training,5.63,0.4%,United States
2019,Primary education,1051.96,63.6%,United States
2019,Higher education,186.5,11.3%,United States
2019,School feeding,114.62,6.9%,United States
2019,Education facilities and training,78.27,4.7%,United States
2019,Upper Secondary Education (modified and includes data from 11322),63.73,3.9%,United States
2019,Basic life skills for adults,63.7,3.8%,United States
2019,Education policy and administrative management,40.75,2.5%,United States
2019,Vocational training,24.1,1.5%,United States
2019,Teacher training,16.57,1.0%,United States
2019,Early childhood education,7.63,0.5%,United States
2019,Advanced technical and managerial training,4.31,0.3%,United States
2019,Educational research,3.02,0.2%,United States
