year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Primary education,20.52,41.4%,Ireland
2023,Higher education,10.61,21.4%,Ireland
2023,Education policy and administrative management,6.72,13.6%,Ireland
2023,Vocational training,2.93,5.9%,Ireland
2023,School feeding,2.49,5.0%,Ireland
2023,Early childhood education,1.24,2.5%,Ireland
2023,Lower secondary education,1.18,2.4%,Ireland
2023,Basic life skills for adults,0.83,1.7%,Ireland
2023,Basic life skills for youth,0.8,1.6%,Ireland
2023,Education facilities and training,0.59,1.2%,Ireland
2023,Educational research,0.54,1.1%,Ireland
2023,Teacher training,0.5,1.0%,Ireland
2023,Advanced technical and managerial training,0.4,0.8%,Ireland
2023,Upper Secondary Education (modified and includes data from 11322),0.18,0.4%,Ireland
2023,Primary education equivalent for adults,0.01,0.0%,Ireland
2022,Primary education,19.65,43.2%,Ireland
2022,Higher education,8.25,18.1%,Ireland
2022,Education policy and administrative management,7.94,17.5%,Ireland
2022,Early childhood education,2.02,4.5%,Ireland
2022,Vocational training,1.53,3.4%,Ireland
2022,Upper Secondary Education (modified and includes data from 11322),1.43,3.1%,Ireland
2022,Basic life skills for youth,1.02,2.3%,Ireland
2022,Lower secondary education,0.84,1.8%,Ireland
2022,Educational research,0.79,1.7%,Ireland
2022,Basic life skills for adults,0.67,1.5%,Ireland
2022,Advanced technical and managerial training,0.57,1.3%,Ireland
2022,Education facilities and training,0.49,1.1%,Ireland
2022,Teacher training,0.21,0.5%,Ireland
2022,School feeding,0.02,0.0%,Ireland
2022,Primary education equivalent for adults,0.02,0.0%,Ireland
2021,Primary education,20.74,46.6%,Ireland
2021,Higher education,6.91,15.5%,Ireland
2021,Education policy and administrative management,6.64,14.9%,Ireland
2021,Upper Secondary Education (modified and includes data from 11322),2.68,6.0%,Ireland
2021,Vocational training,1.55,3.5%,Ireland
2021,Early childhood education,1.53,3.4%,Ireland
2021,Basic life skills for youth,1.41,3.2%,Ireland
2021,Basic life skills for adults,0.98,2.2%,Ireland
2021,Advanced technical and managerial training,0.71,1.6%,Ireland
2021,Educational research,0.61,1.4%,Ireland
2021,Education facilities and training,0.48,1.1%,Ireland
2021,Teacher training,0.28,0.6%,Ireland
2021,Lower secondary education,0.02,0.0%,Ireland
2020,Primary education,19.16,45.1%,Ireland
2020,Higher education,5.98,14.1%,Ireland
2020,Education policy and administrative management,5.9,13.9%,Ireland
2020,Upper Secondary Education (modified and includes data from 11322),2.63,6.2%,Ireland
2020,Vocational training,2.49,5.8%,Ireland
2020,Early childhood education,1.61,3.8%,Ireland
2020,Basic life skills for youth,1.23,2.9%,Ireland
2020,School feeding,0.96,2.3%,Ireland
2020,Basic life skills for adults,0.8,1.9%,Ireland
2020,Educational research,0.62,1.5%,Ireland
2020,Advanced technical and managerial training,0.56,1.3%,Ireland
2020,Education facilities and training,0.5,1.2%,Ireland
2020,Teacher training,0.09,0.2%,Ireland
2019,Primary education,22.25,45.7%,Ireland
2019,Education policy and administrative management,9.36,19.2%,Ireland
2019,Higher education,6.9,14.2%,Ireland
2019,Upper Secondary Education (modified and includes data from 11322),2.13,4.4%,Ireland
2019,Basic life skills for youth,1.59,3.3%,Ireland
2019,Vocational training,1.58,3.2%,Ireland
2019,Early childhood education,1.1,2.3%,Ireland
2019,Educational research,1.07,2.2%,Ireland
2019,Basic life skills for adults,0.84,1.7%,Ireland
2019,Advanced technical and managerial training,0.75,1.5%,Ireland
2019,Teacher training,0.59,1.2%,Ireland
2019,Education facilities and training,0.57,1.2%,Ireland
