year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Higher education,32.96,48.6%,Portugal
2023,Education policy and administrative management,26.36,38.8%,Portugal
2023,Vocational training,3.05,4.5%,Portugal
2023,Primary education,2.05,3.0%,Portugal
2023,Advanced technical and managerial training,1.15,1.7%,Portugal
2023,Upper Secondary Education (modified and includes data from 11322),0.95,1.4%,Portugal
2023,Teacher training,0.56,0.8%,Portugal
2023,Education facilities and training,0.26,0.4%,Portugal
2023,School feeding,0.21,0.3%,Portugal
2023,Early childhood education,0.18,0.3%,Portugal
2023,Basic life skills for youth,0.14,0.2%,Portugal
2022,Higher education,35.03,52.1%,Portugal
2022,Education policy and administrative management,24.13,35.9%,Portugal
2022,Primary education,2.15,3.2%,Portugal
2022,Teacher training,2.08,3.1%,Portugal
2022,Vocational training,1.6,2.4%,Portugal
2022,Upper Secondary Education (modified and includes data from 11322),1.52,2.3%,Portugal
2022,Advanced technical and managerial training,0.32,0.5%,Portugal
2022,Education facilities and training,0.2,0.3%,Portugal
2022,School feeding,0.1,0.1%,Portugal
2022,Basic life skills for adults,0.06,0.1%,Portugal
2022,Early childhood education,0.02,0.0%,Portugal
2022,Educational research,0.02,0.0%,Portugal
2021,Higher education,34.87,49.4%,Portugal
2021,Education policy and administrative management,26.67,37.8%,Portugal
2021,Teacher training,2.25,3.2%,Portugal
2021,Primary education,2.14,3.0%,Portugal
2021,Vocational training,1.7,2.4%,Portugal
2021,Upper Secondary Education (modified and includes data from 11322),1.17,1.7%,Portugal
2021,Education facilities and training,1.0,1.4%,Portugal
2021,Advanced technical and managerial training,0.56,0.8%,Portugal
2021,School feeding,0.1,0.1%,Portugal
2021,Basic life skills for adults,0.08,0.1%,Portugal
2021,Educational research,0.02,0.0%,Portugal
2021,Early childhood education,0.0,0.0%,Portugal
2020,Higher education,29.76,45.8%,Portugal
2020,Education policy and administrative management,25.3,39.0%,Portugal
2020,Primary education,2.22,3.4%,Portugal
2020,Education facilities and training,2.08,3.2%,Portugal
2020,Teacher training,1.92,3.0%,Portugal
2020,Upper Secondary Education (modified and includes data from 11322),1.57,2.4%,Portugal
2020,Vocational training,1.55,2.4%,Portugal
2020,Advanced technical and managerial training,0.41,0.6%,Portugal
2020,Basic life skills for adults,0.06,0.1%,Portugal
2020,Early childhood education,0.06,0.1%,Portugal
2019,Higher education,36.88,51.7%,Portugal
2019,Education policy and administrative management,26.81,37.6%,Portugal
2019,Education facilities and training,3.0,4.2%,Portugal
2019,Upper Secondary Education (modified and includes data from 11322),1.84,2.6%,Portugal
2019,Vocational training,1.26,1.8%,Portugal
2019,Advanced technical and managerial training,0.77,1.1%,Portugal
2019,Teacher training,0.7,1.0%,Portugal
2019,Early childhood education,0.05,0.1%,Portugal
2019,Basic life skills for adults,0.04,0.1%,Portugal
2019,Primary education,0.03,0.0%,Portugal
