Year,Multi_short,ODA,Share,Full Name,Donor
2019,ADB,0.65,0.0%,asian development bank,Korea
2020,ADB,0.29,0.0%,asian development bank,Korea
2021,ADB,0.91,0.0%,asian development bank,Korea
2022,ADB,0.55,0.0%,asian development bank,Korea
2023,ADB,0.64,0.0%,asian development bank,Korea
2019,ADF,1.37,1.0%,african development fund,Korea
2020,ADF,1.03,1.0%,african development fund,Korea
2021,ADF,0.55,0.0%,african development fund,Korea
2022,ADF,0.37,0.0%,african development fund,Korea
2023,ADF,0.4,0.0%,african development fund,Korea
2023,AF,0.0,0.0%,adaptation fund,Korea
2019,AfDB,0.15,0.0%,african development bank,Korea
2020,AfDB,0.0,0.0%,african development bank,Korea
2021,AfDB,0.01,0.0%,african development bank,Korea
2022,AfDB,0.07,0.0%,african development bank,Korea
2023,AfDB,0.2,0.0%,african development bank,Korea
2021,CABEI,3.42,2.0%,central american bank for economic integration,Korea
2022,CABEI,0.6,0.0%,central american bank for economic integration,Korea
2023,CABEI,1.7,1.0%,central american bank for economic integration,Korea
2021,EBRD,0.0,0.0%,european bank for reconstruction and development,Korea
2022,EBRD,0.0,0.0%,european bank for reconstruction and development,Korea
2019,FAO,0.01,0.0%,food and agricultural organisation,Korea
2020,FAO,0.02,0.0%,food and agricultural organisation,Korea
2021,FAO,0.02,0.0%,food and agricultural organisation,Korea
2022,FAO,0.0,0.0%,food and agricultural organisation,Korea
2023,FAO,0.0,0.0%,food and agricultural organisation,Korea
2019,IBRD,3.54,1.0%,international bank for reconstruction and development,Korea
2020,IBRD,2.62,1.0%,international bank for reconstruction and development,Korea
2021,IBRD,4.54,2.0%,international bank for reconstruction and development,Korea
2022,IBRD,3.19,1.0%,international bank for reconstruction and development,Korea
2023,IBRD,2.79,1.0%,international bank for reconstruction and development,Korea
2019,IDA,10.89,4.0%,international development association,Korea
2020,IDA,10.07,5.0%,international development association,Korea
2021,IDA,11.38,5.0%,international development association,Korea
2022,IDA,12.28,5.0%,international development association,Korea
2023,IDA,27.55,10.0%,international development association,Korea
2019,IDB-IIC-MIF,1.17,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Korea
2020,IDB-IIC-MIF,0.37,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Korea
2021,IDB-IIC-MIF,0.38,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Korea
2022,IDB-IIC-MIF,0.22,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Korea
2023,IDB-IIC-MIF,0.07,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Korea
2020,ILO-RBSA,0.07,0.0%,international labour organisation regular budget supplementary account,Korea
2023,UN,0.03,0.0%,united nations,Korea
2019,UNDP,0.0,0.0%,united nations development programme,Korea
2020,UNDP,0.0,0.0%,united nations development programme,Korea
2021,UNDP,0.0,0.0%,united nations development programme,Korea
2022,UNDP,0.03,0.0%,united nations development programme,Korea
2023,UNDP,0.05,0.0%,united nations development programme,Korea
2019,UNFPA,0.0,0.0%,united nations population fund,Korea
2020,UNFPA,0.01,0.0%,united nations population fund,Korea
2021,UNFPA,0.01,0.0%,united nations population fund,Korea
2022,UNFPA,0.01,0.0%,united nations population fund,Korea
2023,UNFPA,0.01,0.0%,united nations population fund,Korea
2020,UNIDO,0.08,0.0%,united nations industrial development organisation,Korea
2021,UNIDO,0.06,0.0%,united nations industrial development organisation,Korea
2022,UNIDO,0.04,0.0%,united nations industrial development organisation,Korea
2023,UNIDO,0.02,0.0%,united nations industrial development organisation,Korea
2019,UNRWA,0.11,0.0%,united nations relief and works agency for palestine refugees in the near east,Korea
2020,UNRWA,0.09,0.0%,united nations relief and works agency for palestine refugees in the near east,Korea
2021,UNRWA,0.1,0.0%,united nations relief and works agency for palestine refugees in the near east,Korea
2022,UNRWA,0.09,0.0%,united nations relief and works agency for palestine refugees in the near east,Korea
2023,UNRWA,0.93,0.0%,united nations relief and works agency for palestine refugees in the near east,Korea
2019,WFP,0.0,0.0%,world food programme,Korea
2019,,0.22,0.0%,united nations children’s fund,Korea
2020,,0.18,0.0%,united nations children’s fund,Korea
2021,,0.25,0.0%,united nations children’s fund,Korea
2022,,0.26,0.0%,united nations children’s fund,Korea
2023,,0.29,0.0%,united nations children’s fund,Korea
