year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Education policy and administrative management,118.31,35.7%,Canada
2023,Primary education,50.53,15.2%,Canada
2023,Vocational training,42.36,12.8%,Canada
2023,Teacher training,24.65,7.4%,Canada
2023,Upper Secondary Education (modified and includes data from 11322),20.53,6.2%,Canada
2023,Education facilities and training,16.13,4.9%,Canada
2023,Basic life skills for youth,14.14,4.3%,Canada
2023,School feeding,12.14,3.7%,Canada
2023,Higher education,7.18,2.2%,Canada
2023,Basic life skills for adults,6.98,2.1%,Canada
2023,Early childhood education,6.92,2.1%,Canada
2023,Lower secondary education,5.96,1.8%,Canada
2023,Advanced technical and managerial training,3.53,1.1%,Canada
2023,Educational research,1.41,0.4%,Canada
2023,Primary education equivalent for adults,0.83,0.3%,Canada
2022,Primary education,64.25,23.3%,Canada
2022,Vocational training,41.38,15.0%,Canada
2022,Teacher training,34.03,12.4%,Canada
2022,Education policy and administrative management,30.1,10.9%,Canada
2022,Upper Secondary Education (modified and includes data from 11322),26.34,9.6%,Canada
2022,Education facilities and training,18.94,6.9%,Canada
2022,Higher education,15.17,5.5%,Canada
2022,Basic life skills for youth,13.34,4.8%,Canada
2022,School feeding,8.82,3.2%,Canada
2022,Early childhood education,6.65,2.4%,Canada
2022,Basic life skills for adults,5.85,2.1%,Canada
2022,Advanced technical and managerial training,4.56,1.7%,Canada
2022,Lower secondary education,3.63,1.3%,Canada
2022,Educational research,1.85,0.7%,Canada
2022,Primary education equivalent for adults,0.47,0.2%,Canada
2021,Primary education,63.18,22.7%,Canada
2021,Teacher training,31.86,11.4%,Canada
2021,Education facilities and training,30.35,10.9%,Canada
2021,Education policy and administrative management,28.33,10.2%,Canada
2021,Vocational training,27.08,9.7%,Canada
2021,Upper Secondary Education (modified and includes data from 11322),25.61,9.2%,Canada
2021,School feeding,20.39,7.3%,Canada
2021,Higher education,11.34,4.1%,Canada
2021,Basic life skills for youth,10.07,3.6%,Canada
2021,Early childhood education,8.62,3.1%,Canada
2021,Basic life skills for adults,8.48,3.0%,Canada
2021,Lower secondary education,8.41,3.0%,Canada
2021,Advanced technical and managerial training,2.95,1.1%,Canada
2021,Educational research,1.48,0.5%,Canada
2021,Primary education equivalent for adults,0.53,0.2%,Canada
2020,Primary education,84.81,24.3%,Canada
2020,Upper Secondary Education (modified and includes data from 11322),50.54,14.5%,Canada
2020,Teacher training,48.34,13.8%,Canada
2020,Education policy and administrative management,36.68,10.5%,Canada
2020,Vocational training,35.17,10.1%,Canada
2020,Education facilities and training,26.14,7.5%,Canada
2020,Higher education,15.22,4.4%,Canada
2020,Basic life skills for youth,13.88,4.0%,Canada
2020,Basic life skills for adults,10.52,3.0%,Canada
2020,Early childhood education,10.18,2.9%,Canada
2020,Advanced technical and managerial training,5.67,1.6%,Canada
2020,Lower secondary education,5.12,1.5%,Canada
2020,School feeding,4.92,1.4%,Canada
2020,Educational research,1.74,0.5%,Canada
2020,Primary education equivalent for adults,0.23,0.1%,Canada
2019,Primary education,71.67,22.2%,Canada
2019,Teacher training,52.25,16.2%,Canada
2019,Vocational training,40.59,12.6%,Canada
2019,Education policy and administrative management,33.96,10.5%,Canada
2019,Education facilities and training,29.39,9.1%,Canada
2019,Higher education,23.07,7.1%,Canada
2019,Upper Secondary Education (modified and includes data from 11322),19.25,6.0%,Canada
2019,School feeding,18.41,5.7%,Canada
2019,Early childhood education,7.9,2.4%,Canada
2019,Advanced technical and managerial training,7.68,2.4%,Canada
2019,Basic life skills for adults,6.65,2.1%,Canada
2019,Lower secondary education,6.38,2.0%,Canada
2019,Basic life skills for youth,3.73,1.2%,Canada
2019,Educational research,1.67,0.5%,Canada
2019,Primary education equivalent for adults,0.04,0.0%,Canada
