year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Education facilities and training,26.09,29.0%,Spain
2023,Higher education,18.0,20.0%,Spain
2023,Vocational training,11.67,13.0%,Spain
2023,Education policy and administrative management,11.46,12.7%,Spain
2023,Primary education,6.93,7.7%,Spain
2023,Basic life skills for adults,5.37,6.0%,Spain
2023,Educational research,3.17,3.5%,Spain
2023,Teacher training,2.25,2.5%,Spain
2023,Advanced technical and managerial training,1.61,1.8%,Spain
2023,Basic life skills for youth,1.03,1.1%,Spain
2023,Early childhood education,0.85,0.9%,Spain
2023,Lower secondary education,0.62,0.7%,Spain
2023,Upper Secondary Education (modified and includes data from 11322),0.48,0.5%,Spain
2023,School feeding,0.27,0.3%,Spain
2023,Primary education equivalent for adults,0.2,0.2%,Spain
2022,Education facilities and training,23.01,31.0%,Spain
2022,Higher education,13.46,18.1%,Spain
2022,Primary education,9.13,12.3%,Spain
2022,Vocational training,8.92,12.0%,Spain
2022,Education policy and administrative management,7.22,9.7%,Spain
2022,Basic life skills for adults,4.31,5.8%,Spain
2022,Teacher training,1.98,2.7%,Spain
2022,Upper Secondary Education (modified and includes data from 11322),1.48,2.0%,Spain
2022,Early childhood education,1.2,1.6%,Spain
2022,School feeding,1.15,1.5%,Spain
2022,Basic life skills for youth,0.98,1.3%,Spain
2022,Advanced technical and managerial training,0.55,0.7%,Spain
2022,Lower secondary education,0.43,0.6%,Spain
2022,Educational research,0.41,0.5%,Spain
2022,Primary education equivalent for adults,0.12,0.2%,Spain
2021,Education facilities and training,19.61,27.2%,Spain
2021,Vocational training,10.91,15.2%,Spain
2021,Primary education,9.93,13.8%,Spain
2021,Education policy and administrative management,9.85,13.7%,Spain
2021,Higher education,9.44,13.1%,Spain
2021,Basic life skills for adults,3.99,5.5%,Spain
2021,Upper Secondary Education (modified and includes data from 11322),2.46,3.4%,Spain
2021,Basic life skills for youth,1.47,2.0%,Spain
2021,Teacher training,1.18,1.6%,Spain
2021,School feeding,0.9,1.3%,Spain
2021,Advanced technical and managerial training,0.87,1.2%,Spain
2021,Early childhood education,0.84,1.2%,Spain
2021,Lower secondary education,0.27,0.4%,Spain
2021,Primary education equivalent for adults,0.14,0.2%,Spain
2021,Educational research,0.13,0.2%,Spain
2020,Education facilities and training,19.08,29.3%,Spain
2020,Higher education,10.42,16.0%,Spain
2020,Vocational training,7.59,11.7%,Spain
2020,Education policy and administrative management,6.73,10.3%,Spain
2020,Primary education,6.23,9.6%,Spain
2020,Basic life skills for adults,4.12,6.3%,Spain
2020,Educational research,3.11,4.8%,Spain
2020,Upper Secondary Education (modified and includes data from 11322),2.16,3.3%,Spain
2020,Advanced technical and managerial training,1.95,3.0%,Spain
2020,Teacher training,1.87,2.9%,Spain
2020,Basic life skills for youth,0.56,0.9%,Spain
2020,Early childhood education,0.52,0.8%,Spain
2020,School feeding,0.38,0.6%,Spain
2020,Lower secondary education,0.16,0.2%,Spain
2020,Primary education equivalent for adults,0.14,0.2%,Spain
2019,Education facilities and training,18.08,28.4%,Spain
2019,Higher education,13.89,21.8%,Spain
2019,Vocational training,10.53,16.6%,Spain
2019,Primary education,5.65,8.9%,Spain
2019,Education policy and administrative management,5.44,8.6%,Spain
2019,Upper Secondary Education (modified and includes data from 11322),2.88,4.5%,Spain
2019,Early childhood education,2.32,3.6%,Spain
2019,Teacher training,1.84,2.9%,Spain
2019,Basic life skills for adults,1.81,2.8%,Spain
2019,Advanced technical and managerial training,0.67,1.0%,Spain
2019,School feeding,0.28,0.4%,Spain
2019,Educational research,0.19,0.3%,Spain
