year,Sub-Sector,Bilateral ODA for,Share,Donor
2023,Higher education,205.26,87.4%,Austria
2023,Upper Secondary Education (modified and includes data from 11322),9.72,4.1%,Austria
2023,Vocational training,8.87,3.8%,Austria
2023,Education policy and administrative management,3.66,1.6%,Austria
2023,Primary education equivalent for adults,3.51,1.5%,Austria
2023,Basic life skills for youth,1.72,0.7%,Austria
2023,Education facilities and training,0.91,0.4%,Austria
2023,Teacher training,0.58,0.2%,Austria
2023,Primary education,0.18,0.1%,Austria
2023,Advanced technical and managerial training,0.13,0.1%,Austria
2023,Lower secondary education,0.09,0.0%,Austria
2023,Basic life skills for adults,0.08,0.0%,Austria
2023,School feeding,0.05,0.0%,Austria
2023,Educational research,0.04,0.0%,Austria
2023,Early childhood education,0.02,0.0%,Austria
2022,Higher education,175.32,87.5%,Austria
2022,Upper Secondary Education (modified and includes data from 11322),10.13,5.1%,Austria
2022,Vocational training,6.42,3.2%,Austria
2022,Primary education equivalent for adults,3.03,1.5%,Austria
2022,Education facilities and training,1.82,0.9%,Austria
2022,Education policy and administrative management,1.38,0.7%,Austria
2022,Teacher training,0.71,0.4%,Austria
2022,Basic life skills for youth,0.7,0.4%,Austria
2022,Primary education,0.28,0.1%,Austria
2022,Basic life skills for adults,0.27,0.1%,Austria
2022,Advanced technical and managerial training,0.1,0.0%,Austria
2022,School feeding,0.06,0.0%,Austria
2022,Educational research,0.03,0.0%,Austria
2022,Early childhood education,0.02,0.0%,Austria
2022,Lower secondary education,0.0,0.0%,Austria
2021,Higher education,165.95,85.6%,Austria
2021,Upper Secondary Education (modified and includes data from 11322),10.72,5.5%,Austria
2021,Vocational training,10.15,5.2%,Austria
2021,Primary education equivalent for adults,2.77,1.4%,Austria
2021,Education policy and administrative management,1.23,0.6%,Austria
2021,Basic life skills for youth,0.9,0.5%,Austria
2021,Teacher training,0.72,0.4%,Austria
2021,Education facilities and training,0.59,0.3%,Austria
2021,Basic life skills for adults,0.25,0.1%,Austria
2021,Lower secondary education,0.16,0.1%,Austria
2021,Advanced technical and managerial training,0.15,0.1%,Austria
2021,Educational research,0.09,0.0%,Austria
2021,Primary education,0.09,0.0%,Austria
2021,Early childhood education,0.08,0.0%,Austria
2021,School feeding,0.0,0.0%,Austria
2020,Higher education,147.58,82.3%,Austria
2020,Upper Secondary Education (modified and includes data from 11322),19.0,10.6%,Austria
2020,Vocational training,7.62,4.3%,Austria
2020,Primary education,2.4,1.3%,Austria
2020,Education facilities and training,1.04,0.6%,Austria
2020,Teacher training,0.67,0.4%,Austria
2020,Education policy and administrative management,0.49,0.3%,Austria
2020,Advanced technical and managerial training,0.33,0.2%,Austria
2020,Basic life skills for youth,0.09,0.1%,Austria
2020,Basic life skills for adults,0.08,0.0%,Austria
2020,Early childhood education,0.03,0.0%,Austria
2020,School feeding,0.0,0.0%,Austria
2019,Higher education,153.46,84.0%,Austria
2019,Upper Secondary Education (modified and includes data from 11322),12.06,6.6%,Austria
2019,Vocational training,8.67,4.7%,Austria
2019,Education facilities and training,3.18,1.7%,Austria
2019,Primary education,2.03,1.1%,Austria
2019,Basic life skills for adults,1.04,0.6%,Austria
2019,Teacher training,0.97,0.5%,Austria
2019,Education policy and administrative management,0.95,0.5%,Austria
2019,Advanced technical and managerial training,0.17,0.1%,Austria
2019,Early childhood education,0.12,0.1%,Austria
2019,Educational research,0.01,0.0%,Austria
2019,School feeding,0.0,0.0%,Austria
