year,Sector,Gender-related ODA to,Share,Donor
2022,Emergency Response,137.06,37.0%,Ireland
2021,Emergency Response,129.58,36.0%,Ireland
2023,Emergency Response,125.0,30.0%,Ireland
2019,Emergency Response,102.4,29.0%,Ireland
2020,Emergency Response,101.49,29.0%,Ireland
2019,Health & populations,69.23,19.0%,Ireland
2020,Health & populations,64.32,18.0%,Ireland
2021,Health & populations,63.73,18.0%,Ireland
2023,Health & populations,62.47,15.0%,Ireland
2023,Government & civil society,60.91,15.0%,Ireland
2022,Government & civil society,54.3,15.0%,Ireland
2019,Government & civil society,54.02,15.0%,Ireland
2021,Government & civil society,50.43,14.0%,Ireland
2022,Health & populations,48.42,13.0%,Ireland
2020,Government & civil society,47.25,14.0%,Ireland
2019,Education,37.14,10.0%,Ireland
2020,Education,35.66,10.0%,Ireland
2023,Education,34.48,8.0%,Ireland
2022,Education,34.09,9.0%,Ireland
2019,"Agriculture (incl. forestry, fishing, rural development)",33.94,9.0%,Ireland
2023,"Agriculture (incl. forestry, fishing, rural development)",32.38,8.0%,Ireland
2021,Education,29.76,8.0%,Ireland
2020,"Agriculture (incl. forestry, fishing, rural development)",27.03,8.0%,Ireland
2023,Other social services,26.73,6.0%,Ireland
2020,Other social services,26.58,8.0%,Ireland
2023,Other multisector,25.79,6.0%,Ireland
2021,"Agriculture (incl. forestry, fishing, rural development)",23.31,6.0%,Ireland
2022,"Agriculture (incl. forestry, fishing, rural development)",20.86,6.0%,Ireland
2019,Other multisector,20.85,6.0%,Ireland
2022,Other social services,20.46,6.0%,Ireland
2021,Other social services,17.51,5.0%,Ireland
2022,Environmental protection,15.18,4.0%,Ireland
2023,"Conflict, peace & security",14.89,4.0%,Ireland
2020,Other multisector,13.71,4.0%,Ireland
2019,"Conflict, peace & security",12.07,3.0%,Ireland
2021,Environmental protection,11.41,3.0%,Ireland
2022,"Conflict, peace & security",11.23,3.0%,Ireland
2019,Other social services,10.99,3.0%,Ireland
2020,"Conflict, peace & security",10.58,3.0%,Ireland
2023,Reconstruction Relief & Rehabilitation,9.6,2.0%,Ireland
2021,"Conflict, peace & security",9.5,3.0%,Ireland
2021,Unspecified,9.47,3.0%,Ireland
2020,Unspecified,9.09,3.0%,Ireland
2021,Other multisector,9.07,3.0%,Ireland
2022,Other multisector,7.23,2.0%,Ireland
2020,Environmental protection,6.52,2.0%,Ireland
2019,Environmental protection,6.45,2.0%,Ireland
2022,Reconstruction Relief & Rehabilitation,6.29,2.0%,Ireland
2023,Environmental protection,5.15,1.0%,Ireland
2023,Unspecified,5.11,1.0%,Ireland
2023,Disaster Prevention & Preparedness,4.53,1.0%,Ireland
2019,Unspecified,4.52,1.0%,Ireland
2023,Energy,4.0,1.0%,Ireland
2022,Unspecified,3.09,1.0%,Ireland
2020,Trade policy,2.5,1.0%,Ireland
2022,Disaster Prevention & Preparedness,2.36,1.0%,Ireland
2023,Financial services & business support,2.26,1.0%,Ireland
2022,Financial services & business support,2.12,1.0%,Ireland
2022,Trade policy,2.02,1.0%,Ireland
2019,Water and sanitation,1.96,1.0%,Ireland
2019,Trade policy,1.96,1.0%,Ireland
2022,Water and sanitation,1.88,1.0%,Ireland
2021,Water and sanitation,1.83,1.0%,Ireland
2023,Trade policy,1.68,0.0%,Ireland
2020,Water and sanitation,1.65,0.0%,Ireland
2021,Trade policy,1.42,0.0%,Ireland
2019,Financial services & business support,1.36,0.0%,Ireland
2020,Financial services & business support,1.19,0.0%,Ireland
2022,Energy,0.89,0.0%,Ireland
2020,Reconstruction Relief & Rehabilitation,0.84,0.0%,Ireland
2021,Disaster Prevention & Preparedness,0.75,0.0%,Ireland
2019,"Industry, construction & mining",0.72,0.0%,Ireland
2023,Water and sanitation,0.72,0.0%,Ireland
2020,Food aid and commodity assistance,0.65,0.0%,Ireland
2021,Reconstruction Relief & Rehabilitation,0.64,0.0%,Ireland
2021,Financial services & business support,0.61,0.0%,Ireland
2019,Food aid and commodity assistance,0.6,0.0%,Ireland
2021,"Industry, construction & mining",0.5,0.0%,Ireland
2019,Reconstruction Relief & Rehabilitation,0.33,0.0%,Ireland
2023,"Industry, construction & mining",0.28,0.0%,Ireland
2022,"Industry, construction & mining",0.27,0.0%,Ireland
2023,Food aid and commodity assistance,0.22,0.0%,Ireland
2021,Food aid and commodity assistance,0.14,0.0%,Ireland
2020,"Industry, construction & mining",0.11,0.0%,Ireland
2023,Tourism,0.1,0.0%,Ireland
2019,Energy,0.07,0.0%,Ireland
2021,Energy,0.04,0.0%,Ireland
2020,Energy,0.03,0.0%,Ireland
2020,Donor administration costs,0.03,0.0%,Ireland
2020,Infrastructure,0.03,0.0%,Ireland
2021,Tourism,0.02,0.0%,Ireland
2021,Infrastructure,0.02,0.0%,Ireland
2019,Infrastructure,0.01,0.0%,Ireland
2022,,0.01,0.0%,Ireland
