year,Sector,Gender-related ODA to,Share,Donor
2019,Education,,,Latvia
2019,Tourism,,,Latvia
2019,"Conflict, peace & security",,,Latvia
2019,Unspecified,,,Latvia
2019,Other social services,,,Latvia
2019,Government & civil society,,,Latvia
2023,Reconstruction Relief & Rehabilitation,,,Latvia
2023,Emergency Response,,,Latvia
2023,Government & civil society,,,Latvia
2023,Financial services & business support,,,Latvia
2023,Education,,,Latvia
2023,"Agriculture (incl. forestry, fishing, rural development)",,,Latvia
2023,Unspecified,,,Latvia
2023,"Conflict, peace & security",,,Latvia
2020,Government & civil society,,,Latvia
2020,Health & populations,,,Latvia
2020,Education,,,Latvia
2020,"Conflict, peace & security",,,Latvia
2022,Reconstruction Relief & Rehabilitation,,,Latvia
2022,Financial services & business support,,,Latvia
2022,Government & civil society,,,Latvia
2022,Education,,,Latvia
2022,Emergency Response,,,Latvia
2022,"Conflict, peace & security",,,Latvia
2021,"Conflict, peace & security",,,Latvia
2021,Education,,,Latvia
2021,Health & populations,,,Latvia
2021,Government & civil society,,,Latvia
2021,Financial services & business support,,,Latvia
2021,Other social services,,,Latvia
